 5879 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ewgen ; 18 
 370 ; 5 копеек ; 1786 ; КМ ; Cu ; VF- ; 19 ; soms ; 906 
 371 ; 5 копеек ; 1787 ; КМ ; Cu ; F+ ; 25 ; коваль ; 718 
 372 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 26 ; Searcher ; 619 
 373 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 7 ; Олег2401 ; 276 
 374 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 29 ; 55555 ; 487 
 375 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF ; 13 ; Taptun ; 306 
 376 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 13 ; Ясер ; 327 
 377 ; 5 копеек ; 1788 ; ММ ; Cu ; VF ; 30 ; Майкл ; 1989 
 378 ; 5 копеек ; 1788 ; ММ ; Cu ; F-VF ; 41 ; Дон 70 ; 670 
 379 ; 5 копеек ; 1788 ; СПМ ; Cu ; F+ ; 16 ; Jauho ; 465 
 380 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 19 ; Дон 70 ; 313 
 381 ; 5 копеек ; 1789 ; АМ ; Cu ; G/F+ ; 7 ; Jauho ; 185 
 382 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 23 ; Searcher ; 512 
 383 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 18 ; Jauho ; 710 
 384 ; 5 копеек ; 1791 ; АМ ; Cu ; VF ; 18 ; Blagorodie ; 556 
 385 ; 5 копеек ; 1791 ; КМ ; Cu ; VF- ; 29 ; SovVlad ; 969 
 386 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 15 ; gulek45 ; 357 
 387 ; 5 копеек ; 1792 ; АМ ; Cu ; VG ; 10 ; Jauho ; 255 
 388 ; 5 копеек ; 1792 ; КМ ; Cu ; F-VF ; 29 ; SovVlad ; 835 
 389 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF-XF ; 24 ; dimon46 ; 816 
 390 ; 5 копеек. Павловский перечекан ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 53 ; indigo-rus ; 2652 
 391 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 19 ; Jauho ; 459 
 392 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 22 ; Jauho ; 428 
 393 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF ; 19 ; Jauho ; 453 
 394 ; 5 копеек ; 1795 ; КМ ; Cu ; F+ ; 16 ; Jauho ; 412 
 395 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF ; 27 ; SovVlad ; 670 
 396 ; 5 копеек ; 1796 ; АМ ; Cu ; F+ ; 24 ; туляк1974 ; 799 
 397 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF ; 39 ; sokol912 ; 3050 
 398 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 45 ; sokol912 ; 1461 
 399 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF-XF ; 39 ; aleks-2007 ; 2907 
 400 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 27 ; alishas ; 1434 
 401 ; 5 копеек. Дефекты ; 1804 ; ЕМ ; Cu ; F ; 14 ; vlkorchev ; 816 
 402 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF ; 28 ; Searcher ; 1122 
 403 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 29 ; Taptun ; 340 
 404 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; VG ; 90 ; ОМОН10 ; 603 
 405 ; 5 копеек ; 1856 ; ЕМ ; Cu ; F-VF ; 41 ; Blagorodie ; 414 
 406 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF+ ; 47 ; vasek ; 906 
 307 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; XF ; 27 ; niko1968 ; 176 
 308 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; XF+ ; 25 ; vicktor_2014 ; 153 
 309 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; XF ; 19 ; cond ; 261 
 310 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF+ ; 12 ; papa168 ; 200 
 311 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; XF ; 35 ; птичкин ; 918 
 312 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 17 ; Mamuka ; 320 
 313 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; UNC/AU ; 9 ; Mamuka ; 204 
 314 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 24 ; Mamuka ; 224 
 315 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 43 ; Mamuka ; 459 
 316 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 13 ; Mamuka ; 301 
 317 ; Лот монет России: 1 марка, 50,25,5 пенни (15шт) ; 1865-1917 ;  ; Ag,Cu ; AU/VF ; 75 ; федя ; 2142 
 318 ; Лот монет России: 1 марка, 50,25,10,5 пенни (15шт) ; 1865-1917 ;  ; Ag,Cu ; AU/XF ; 25 ; yunonik ; 2040 
 319 ; Лот монет России: 1 марка, 50,25,10,5 пенни (15шт) ; 1865-1917 ;  ; Ag,Cu ; AU/VF ; 31 ; rjkz-68 ; 2267 
 320 ; Лот монет России: 50 коп, 20,15,10 коп (6шт). Отверстия ; 1862-1925 ;  ; Ag ;  ; 21 ; 44444 ; 304 
 321 ; Лот монет России (7шт): 20к,15к,10к ; 1822-1914 ;  ; Ag ; F-VF/F ; 48 ; 2019 ; 1129 
 322 ; Лот монет России: 20,10 коп (5шт). Отверстие ; 1766-1877 ;  ; Ag ; F+/VG ; 29 ; indigo-rus ; 313 
 323 ; Лот монет России (3шт): 20 копеек ; 1864,1867,1870 ;  ; Ag ; F+/G ; 28 ; 2019 ; 337 
 324 ; Лот монет России (5шт): 5 копеек. Убраны напайки ; 1884-1892 ;  ; Ag ; F-VF/F ; 10 ; yunonik ; 342 
 325 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF+ ; 86 ; 4588 ; 3017 
 326 ; 10 копеек ; 1837 ; ЕМ НА ; Cu ; VF- ; 43 ; priwet ; 5610 
 327 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; VF ; 63 ; vlkorchev ; 1464 
 328 ; 5 копеек. Отверстие ; 1727 ; НД Дата снизу вверх ; Cu ; F ; 41 ; Dr_VAK ; 1250 
 329 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; F ; 42 ; Dentum ; 1714 
 330 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; F+ ; 44 ; soms ; 713 
 331 ; 5 копеек ; 1759 ;  ; Cu ; F-VF ; 36 ; WOLK ; 362 
 332 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 15 ; MDV ; 353 
 333 ; 5 копеек ; 1763 ; СМ ; Cu ; F+ ; 27 ; Jauho ; 384 
 334 ; 5 копеек ; 1763 ; ММ ; Cu ; VF- ; 41 ; туляк1974 ; 567 
 335 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF ; 22 ; гоша334 ; 1010 
 336 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 15 ; гоша334 ; 327 
 337 ; 5 копеек ; 1765 ; ММ ; Cu ; VF ; 43 ; igors1969 ; 2335 
 338 ; 5 копеек СПМ ; 1763-1767 ;  ; Cu ; F-VF ; 19 ; sokol912 ; 800 
 339 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 17 ; гоша334 ; 276 
 340 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF+ ; 27 ; Isay ; 1530 
 341 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 11 ; струна5 ; 276 
 342 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 30 ; SovVlad ; 561 
 343 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 13 ; гоша334 ; 288 
 344 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 14 ; Ясер ; 271 
 345 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 35 ; Taptun ; 234 
 346 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 7 ; grizzly72 ; 247 
 347 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF- ; 13 ; Jauho ; 222 
 348 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF+ ; 40 ; oldvolk ; 526 
 349 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 24 ; 100924 ; 340 
 350 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 15 ; JLE ; 459 
 351 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 54 ; СПб.1950 ; 1224 
 352 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 17 ; гоша334 ; 288 
 353 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 22 ; Taptun ; 276 
 354 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 23 ; генадич ; 612 
 355 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 27 ; Мери ; 296 
 356 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 19 ; vituzik ; 248 
 257 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; XF- ; 26 ; Vitalik1 ; 725 
 258 ; 5 грошей ; 1819 ; IB Польша ; Ag ; VG ; 13 ; MDV ; 408 
 259 ; 5 грошей ; 1827 ; IB Польша ; Ag ; VG ; 30 ; кве ; 714 
 260 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 18 ; vicktor_2014 ; 1122 
 261 ; 2 марки ; 1866 ; S Финляндия ; Ag ; VF+ ; 51 ; Dentum ; 1204 
 262 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF-XF ; 44 ; o.k. ; 1120 
 263 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 21 ; 5483712 ; 900 
 264 ; 2 марки ; 1906 ; L Финляндия ; Ag ; VF+ ; 25 ; win.gradoff ; 820 
 265 ; 2 марки ; 1908 ; L Финляндия ; Ag ; VF-XF ; 44 ; o.k. ; 1380 
 266 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF-XF ; 33 ; rjkz-68 ; 449 
 267 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF-XF ; 33 ; rjkz-68 ; 449 
 268 ; 1 марка ; 1874 ; S Финляндия ; Ag ; XF- ; 46 ; птичкин ; 956 
 269 ; 1 марка ; 1890 ; L Финляндия ; Ag ; XF ; 34 ; птичкин ; 816 
 270 ; 1 марка ; 1892 ; L Финляндия ; Ag ; XF- ; 45 ; vicktor_2014 ; 816 
 271 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF-XF ; 28 ; Dentum ; 1026 
 272 ; 1 марка ; 1907 ; L Финляндия ; Ag ; VF-XF ; 30 ; федя ; 701 
 273 ; 1 марка ; 1908 ; L Финляндия ; Ag ; XF ; 17 ; vicktor_2014 ; 2040 
 274 ; 1 марка ; 1915 ; S Финляндия ; Ag ; UNC/AU ; 32 ; Mamuka ; 1111 
 275 ; 50 пенни ; 1864 ; S Финляндия ; Ag ; VF+ ; 23 ; себер ; 612 
 276 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF+ ; 15 ; федя ; 327 
 277 ; 50 пенни ; 1866 ; S Финляндия ; Ag ; VF ; 15 ; Jauho ; 610 
 278 ; 50 пенни ; 1869 ; S Финляндия ; Ag ; VF+ ; 31 ; papa168 ; 1153 
 279 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF+ ; 19 ; лом45 ; 324 
 280 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; VF ; 28 ; ахвен ; 255 
 281 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF+ ; 7 ; papa168 ; 255 
 282 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF-XF ; 20 ; себер ; 182 
 283 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; XF ; 14 ; птичкин ; 255 
 284 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF-XF ; 25 ; papa168 ; 195 
 285 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; XF- ; 19 ; imi ; 184 
 286 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; XF ; 36 ; птичкин ; 230 
 287 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; XF- ; 21 ; niko1968 ; 190 
 288 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF+ ; 20 ; птичкин ; 261 
 289 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; AU ; 10 ; Новик ; 204 
 290 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; UNC/AU ; 26 ; tamsimun ; 306 
 291 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 11 ; Mamuka ; 267 
 292 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 9 ; Mamuka ; 225 
 293 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 26 ; Mamuka ; 480 
 294 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 25 ; ОМОН10 ; 453 
 295 ; 25 пенни ; 1872 ; S Финляндия ; Ag ; VF+ ; 17 ; papa168 ; 561 
 296 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; VF+ ; 14 ; o.k. ; 327 
 297 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; VF ; 22 ; себер ; 102 
 298 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 15 ; mishael07 ; 92 
 299 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 16 ; mishael07 ; 170 
 300 ; 25 пенни ; 1891 ; L Финляндия ; Ag ; VF-XF ; 21 ; Jauho ; 765 
 301 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF-XF ; 19 ; imi ; 153 
 302 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF-XF ; 22 ; mishael07 ; 165 
 303 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF+ ; 5 ; papa168 ; 102 
 304 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF-XF ; 27 ; dron0506 ; 108 
 305 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF+ ; 32 ; vicktor_2014 ; 184 
 306 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; XF- ; 19 ; sedoy66 ; 614 
 207 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 19 ; 2019 ; 116 
 208 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 15 ; imi ; 121 
 209 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF ; 16 ; 2019 ; 104 
 210 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF/AU ; 12 ; messerer ; 204 
 211 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; VF- ; 14 ; 2019 ; 104 
 212 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 12 ; Nik74 ; 182 
 213 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 16 ; Новик ; 129 
 214 ; 10 копеек ; 1915 ; ВС ; Ag ; XF- ; 18 ; Qatari ; 126 
 215 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 24 ; Malosar ; 116 
 216 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 25 ; Новик ; 183 
 217 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 16 ; RUS 78 ; 260 
 218 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 28 ; феникс55 ; 255 
 219 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 11 ; messerer ; 204 
 220 ; 10 копеек. Надпил гурта ; 1915 ; ВС ; Ag ; VF- ; 22 ; лис777 ; 112 
 221 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 27 ; ЛАВ-13 ; 162 
 222 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 27 ; RUS 78 ; 335 
 223 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 25 ; Qatari ; 133 
 224 ; 10 копеек. Осака ; 1916 ;  ; Ag ; XF+ ; 40 ; Olimpia ; 1913 
 225 ; 5 копеек ; 1814 ; СПБ ПС ; Ag ; VF+ ; 25 ; von_Schwarz ; 512 
 226 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF+ ; 45 ; IslamKair ; 2040 
 227 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; F-VF ; 20 ; 2019 ; 340 
 228 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF+ ; 32 ; messerer ; 2200 
 229 ; 5 копеек ; 1847 ; СПБ ПА ; Ag ; VF-XF ; 71 ; messerer ; 2000 
 230 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; XF- ; 53 ; птичкин ; 1298 
 231 ; 5 копеек ; 1852 ; СПБ ПА ; Ag ; VF-XF ; 40 ; svv ; 1388 
 232 ; 5 копеек ; 1871 ; СПБ HI ; Ag ; F ; 20 ; 2019 ; 266 
 233 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; XF- ; 8 ; mac. ; 510 
 234 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; XF+ ; 43 ; gri.59 ; 1734 
 235 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; UNC/AU ; 25 ; serg2010 ; 3774 
 236 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; XF- ; 18 ; птичкин ; 796 
 237 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 48 ; messerer ; 2154 
 238 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF/AU ; 38 ; messerer ; 2154 
 239 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF ; 20 ; slait ; 200 
 240 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; XF- ; 60 ; Isay ; 2040 
 241 ; 5 копеек. Дефекты гурта ; 1898 ; СПБ АГ ; Ag ; VF- ; 17 ; dron0506 ; 174 
 242 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; XF+ ; 42 ; messerer ; 2154 
 243 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF ; 7 ; barbos ; 510 
 244 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; AU/XF ; 83 ; messerer ; 2154 
 245 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 29 ; коваль ; 261 
 246 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU ; 21 ; птичкин ; 1501 
 247 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; AU ; 52 ; gri.59 ; 3264 
 248 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF- ; 28 ; gri.59 ; 1530 
 249 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 42 ; messerer ; 1311 
 250 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 29 ; Trien ; 941 
 251 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 28 ; messerer ; 797 
 252 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; VF+ ; 18 ; ЛАВ-13 ; 317 
 253 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 33 ; messerer ; 1593 
 254 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 22 ; messerer ; 1560 
 255 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 54 ; messerer ; 1328 
 256 ; 4 копейки. Заделано отверстие - 12 час ; 1757 ; Ливонез ; Ag ; F-VF ; 25 ; никсер ; 4233 
 157 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 34 ; лис777 ; 148 
 158 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; F+ ; 23 ; vor0niko ; 104 
 159 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 19 ; Nik74 ; 138 
 160 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 23 ; imi ; 121 
 161 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF ; 35 ; птичкин ; 359 
 162 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 19 ; imi ; 126 
 163 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 25 ; Nik74 ; 132 
 164 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 25 ; 2019 ; 114 
 165 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 18 ; ВЯЗЪ ; 101 
 166 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 14 ; AWED ; 306 
 167 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 16 ; Nik74 ; 284 
 168 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 16 ; 2019 ; 104 
 169 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 31 ; 2019 ; 104 
 170 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 11 ; messerer ; 130 
 171 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU/XF ; 21 ; RUS 78 ; 365 
 172 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 22 ; Новик ; 164 
 173 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 18 ; tamsimun ; 225 
 174 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 12 ; messerer ; 225 
 175 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 37 ; 2019 ; 124 
 176 ; 15 копеек ; 1915 ; ВС ; Ag ; XF- ; 17 ; imi ; 121 
 177 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 20 ; RUS 78 ; 255 
 178 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 16 ; messerer ; 235 
 179 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 30 ; Nik74 ; 250 
 180 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 22 ; СПб.1950 ; 210 
 181 ; 15 копеек ; 1916 ;  ; Ag ; AU ; 8 ; Olimpia ; 1020 
 182 ; Гривенник ; 1748 ;  ; Ag ; F-VF ; 31 ; туляк1974 ; 884 
 183 ; Гривенник ; 1757 ; МБ ; Ag ; F-VF ; 58 ; андрей&ка ; 3966 
 184 ; Гривенник ; 1784 ; СПБ ; Ag ; F-VF ; 24 ; туляк1974 ; 1028 
 185 ; 10 копеек (Ильин - 3р) ; 1819 ; СПБ ПС ; Ag ; F-VF ; 27 ; арбат ; 1555 
 186 ; 10 копеек ; 1846 ; СПБ ПА ; Ag ; VF+ ; 24 ; ОМВ ; 1736 
 187 ; 10 копеек ; 1871 ; СПБ HI ; Ag ; VF+ ; 19 ; ВАР1959 ; 340 
 188 ; 10 копеек ; 1874 ; СПБ HI ; Ag ; VF- ; 7 ; gremlinin ; 158 
 189 ; 10 копеек ; 1880 ; СПБ НФ ; Ag ; VF+ ; 24 ; express ; 419 
 190 ; 10 копеек ; 1894 ; СПБ АГ ; Ag ; VF+ ; 27 ; cotangens ; 922 
 191 ; 10 копеек ; 1897 ; СПБ АГ ; Ag ; VF ; 70 ; kvs ; 1836 
 192 ; 10 копеек ; 1899 ; СПБ ЭБ ; Ag ; VF-XF ; 45 ; Ten Nochi ; 1022 
 193 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; XF- ; 15 ; express ; 386 
 194 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; VF-XF ; 11 ; Baikal ; 124 
 195 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 16 ; 2019 ; 104 
 196 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; XF- ; 11 ; mr.812 ; 257 
 197 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 21 ; 2019 ; 104 
 198 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 9 ; Nik74 ; 174 
 199 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 15 ; mr.812 ; 155 
 200 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 15 ; Nik74 ; 125 
 201 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 9 ; Olimpia ; 174 
 202 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 8 ; Nva ; 124 
 203 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF ; 25 ; xandexoxa ; 112 
 204 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF/AU ; 15 ; messerer ; 304 
 205 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 10 ; imi ; 133 
 206 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 14 ; Qatari ; 133 
 107 ; 20 копеек ; 1881 ; СПБ НФ ; Ag ; XF ; 35 ; palas ; 3238 
 108 ; 20 копеек ; 1886 ; СПБ АГ ; Ag ; VF+ ; 19 ; ARhimed ; 720 
 109 ; 20 копеек ; 1901 ; СПБ ФЗ ; Ag ; F+ ; 28 ; локомотив ; 104 
 110 ; 20 копеек ; 1903 ; СПБ АР ; Ag ; VF ; 26 ; dnjhybr33 ; 146 
 111 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 31 ; vor0niko ; 102 
 112 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF ; 28 ; dnjhybr33 ; 153 
 113 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 25 ; $$$ ; 1226 
 114 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; VF- ; 23 ; dnjhybr33 ; 153 
 115 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 29 ; Nik74 ; 363 
 116 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 26 ; dnjhybr33 ; 168 
 117 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF- ; 26 ; Nik74 ; 235 
 118 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF ; 18 ; птичкин ; 510 
 119 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 13 ; О. Бендер ; 333 
 120 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU ; 27 ; messerer ; 1173 
 121 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 19 ; dnjhybr33 ; 164 
 122 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 17 ; messerer ; 306 
 123 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF+ ; 33 ; Nik74 ; 251 
 124 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF ; 25 ; dnjhybr33 ; 180 
 125 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 25 ; dnjhybr33 ; 182 
 126 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 23 ; dnjhybr33 ; 175 
 127 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 27 ; dnjhybr33 ; 166 
