 5814 ; Бона иностранная. Бельгия ; 1942 ;  ;  ;  ; 61 ; Первый Самураец ; 2550 
 572 ; Копейка ; 1856 ; ЕМ ; Cu ; VF ; 51 ; Drill ; 2187 
 573 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; XF- ; 18 ; karinnt ; 306 
 574 ; Копейка ; 1865 ; ЕМ ; Cu ; VG ; 13 ; Armando ; 99 
 575 ; Копейка ; 1866 ; ЕМ ; Cu ; F-VF ; 17 ; taa ; 365 
 576 ; Копейка ; 1876 ; ЕМ ; Cu ; F+ ; 15 ; Gordey72 ; 255 
 577 ; Копейка ; 1888 ; СПБ ; Cu ; VG ; 17 ; ssss ; 308 
 578 ; Копейка ; 1896 ; СПБ ; Cu ; F-VF ; 20 ; Accord628 ; 120 
 579 ; Копейка ; 1898 ; СПБ ; Cu ; VF ; 23 ; Accord628 ; 120 
 580 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 10 ; апосум ; 53 
 581 ; Копейка ; 1903 ; СПБ ; Cu ; VF+ ; 12 ; tanker1975 ; 59 
 582 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 9 ; мон ; 50 
 583 ; Копейка ; 1906 ; СПБ ; Cu ; F+ ; 14 ; Accord628 ; 130 
 584 ; Копейка ; 1907 ; СПБ ; Cu ; VF ; 19 ; karinnt ; 692 
 585 ; Копейка ; 1909 ; СПБ ; Cu ; F+ ; 17 ; апосум ; 53 
 586 ; Копейка ; 1910 ; СПБ ; Cu ; F-VF ; 7 ; апосум ; 53 
 587 ; Копейка ; 1911 ; СПБ ; Cu ; AU/XF ; 13 ; karinnt ; 385 
 588 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 11 ; maxm812 ; 57 
 589 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 11 ; мон ; 46 
 590 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 9 ; Don_kihot77 ; 46 
 591 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 17 ; karinnt ; 81 
 592 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 11 ; Coin_nsk ; 305 
 593 ; Копейка ; 1915 ;  ; Cu ; XF ; 18 ; zarnord ; 147 
 594 ; Копейка ; 1916 ;  ; Cu ; AU/XF ; 11 ; maxm812 ; 385 
 595 ; Денга ; 18 век ;  ; Cu ; VG ; 15 ; 16840 ; 417 
 596 ; Денга ; 18 век ;  ; Cu ; F ; 15 ; 16840 ; 428 
 597 ; Денга ; 1731 ;  ; Cu ; F- ; 24 ; gav1980 ; 364 
 598 ; Денга ; 1735 ;  ; Cu ; F+ ; 22 ; gav1980 ; 204 
 599 ; Денга ; 1730 ;  ; Cu ; F ; 48 ; gav1980 ; 465 
 600 ; Денга ; 1741 ;  ; Cu ; F+ ; 14 ; Olmin ; 153 
 601 ; Денга ; 1748 ;  ; Cu ; F ; 12 ; Olmin ; 101 
 602 ; Денга ; 1749 ;  ; Cu ; F ; 13 ; karinnt ; 109 
 603 ; Денга ; 1750 ;  ; Cu ; VF- ; 24 ; Шаман ; 225 
 604 ; Денга ; 1750 ;  ; Cu ; F ; 18 ; byrozka ; 109 
 605 ; Денга ; 1768 ; ЕМ ; Cu ; VF- ; 21 ; karinnt ; 191 
 606 ; Денга ; 1773 ; ЕМ ; Cu ; VG ; 33 ; r52andrey ; 130 
 507 ; 2 копейки ; 1801 ; ЕМ ; Cu ; XF- ; 29 ; bakal73 ; 1152 
 508 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 23 ; zine65 ; 281 
 509 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 15 ; acad ; 1428 
 510 ; 2 копейки ; 1810 ; КМ ; Cu ; VF+ ; 39 ; DozorB ; 2000 
 511 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF+ ; 21 ; sergfokin ; 737 
 512 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 10 ; мон ; 62 
 513 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VG ; 7 ; Ганс ; 50 
 514 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF+ ; 25 ; Johnny Walker ; 827 
 515 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F ; 3 ; gelind ; 53 
 516 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 9 ; мон ; 83 
 517 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF ; 14 ; Accord628 ; 116 
 518 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF- ; 10 ; Accord628 ; 110 
 519 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; VF+ ; 48 ; sergfokin ; 508 
 520 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F+ ; 10 ; zarnord ; 63 
 521 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; VF- ; 20 ; Accord628 ; 195 
 522 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 11 ; byrozka ; 152 
 523 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; VF- ; 19 ; Armando ; 123 
 524 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; F-VF ; 9 ; zarnord ; 90 
 525 ; 2 копейки ; 1823 ; ЕМ ФГ ; Cu ; F ; 9 ; лайк ; 62 
 526 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; F-VF ; 21 ; guran ; 363 
 527 ; 2 копейки ; 1830 ; ЕМ ИК ; Cu ; F-VF ; 41 ; karinnt ; 2042 
 528 ; 2 копейки ; 1838 ; СМ ; Cu ; F+ ; 11 ; Horta ; 159 
 529 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; VF- ; 5 ; Ten Nochi ; 756 
 530 ; 2 копейки ; 1840 ; ЕМ ; Cu ; VF+ ; 17 ; yurrgen ; 208 
 531 ; 2 копейки ; 1842 ; ЕМ ; Cu ; VF-XF ; 38 ; Sky2 ; 2380 
 532 ; 2 копейки ; 1842 ; СПМ ; Cu ; VF- ; 28 ; Jauho ; 398 
 533 ; 2 копейки ; 1855 ; ЕМ ; Cu ; F ; 15 ; Armando ; 191 
 534 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VF ; 28 ; sergius ; 1234 
 535 ; 2 копейки ; 1865 ; ЕМ ; Cu ; F+ ; 22 ; acad ; 415 
 536 ; 2 копейки ; 1866 ; ЕМ ; Cu ; VF+ ; 33 ; sergius ; 1382 
 537 ; 2 копейки ; 1869 ; ЕМ ; Cu ; F+ ; 9 ; Ратамахатта ; 58 
 538 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 17 ; maxm812 ; 128 
 539 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 18 ; Accord628 ; 90 
 540 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 20 ; maxm812 ; 420 
 541 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 23 ; Coin_nsk ; 153 
 542 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 21 ; Coin_nsk ; 346 
 543 ; Копейка ; 1705 ; МД ; Cu ; VF- ; 54 ; Ник 2 ; 5532 
 544 ; Копейка ; 1707 ; МД ; Cu ; VF- ; 47 ; Ник 2 ; 5473 
 545 ; Копейка ; 1710 ; МД ; Cu ; F+ ; 30 ; zine65 ; 709 
 546 ; Копейка ; 1712 ; МД ; Cu ; F ; 21 ; karinnt ; 969 
 547 ; Копейка ; 1713 ; Мд З ; Cu ; F+ ; 36 ; володя791 ; 3062 
 548 ; Копейка ; 1728 ;  ; Cu ; F- ; 39 ; cotangens ; 2498 
 549 ; Копейка ; 1755 ; СПБ ; Cu ; F ; 35 ; karinnt ; 3740 
 550 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 33 ; Хаа ; 628 
 551 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; VF ; 48 ; wk1965 ; 1734 
 552 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; F+ ; 38 ; karinnt ; 1030 
 553 ; Копейка ; 1789 ; ЕМ ; Cu ; VF ; 63 ; НЗ ; 2403 
 554 ; Копейка (Петров-1,5р, Ильин-3р) ; 1795 ;  ; Cu ; F+ ; 36 ; 1059 ; 4647 
 555 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 22 ; мон ; 194 
 556 ; Копейка ; 1801 ; ЕМ ; Cu ; F- ; 14 ; мон ; 102 
 457 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F ; 14 ; zine65 ; 408 
 458 ; 5 копеек ; 1879 ; СПБ ; Cu ; F ; 17 ; Armando ; 199 
 459 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF- ; 38 ; nast33 ; 1726 
 460 ; 3 копейки ; 1842 ; ЕМ ; Cu ; VF+ ; 30 ; Sky2 ; 1473 
 461 ; 3 копейки ; 1847 ; СМ ; Cu ; VF- ; 23 ; zine65 ; 555 
 462 ; 3 копейки ; 1863 ; ЕМ ; Cu ; F+ ; 44 ; 1000 ; 2660 
 463 ; 3 копейки ; 1873 ; ЕМ ; Cu ; VF- ; 17 ; Димыч ; 575 
 464 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF- ; 18 ; vlad40421 ; 201 
 465 ; 3 копейки ; 1880 ; СПБ ; Cu ; VF+ ; 36 ; taa ; 920 
 466 ; 3 копейки ; 1884 ; СПБ ; Cu ; VF ; 36 ; eugraphus ; 818 
 467 ; 3 копейки ; 1891 ; СПБ ; Cu ; VF ; 17 ; Gordey72 ; 1836 
 468 ; 3 копейки ; 1896 ; СПБ ; Cu ; F+ ; 14 ; stivros ; 142 
 469 ; 3 копейки ; 1899 ; СПБ ; Cu ; F+ ; 18 ; Don_kihot77 ; 34 
 470 ; 3 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 11 ; Horta ; 62 
 471 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 16 ; Horta ; 123 
 472 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 12 ; zarnord ; 104 
 473 ; 3 копейки ; 1911 ; СПБ ; Cu ; F ; 14 ; Don_kihot77 ; 51 
 474 ; 3 копейки ; 1911 ; СПБ ; Cu ; F+ ; 9 ; мон ; 50 
 475 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 21 ; Coin_nsk ; 141 
 476 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 17 ; Coin_nsk ; 248 
 477 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 14 ; Coin_nsk ; 194 
 478 ; 3 копейки ; 1915 ;  ; Cu ; XF/AU ; 91 ; zine65 ; 542 
 479 ; 3 копейки ; 1916 ;  ; Cu ; XF+ ; 60 ; Coin_nsk ; 309 
 480 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 14 ; Trien ; 883 
 481 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F-VF ; 21 ; wk1965 ; 1247 
 482 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; VF- ; 11 ; RuByLa ; 464 
 483 ; 2 копейки ; 1759? ;  ; Cu ; F+ ; 6 ; karinnt ; 102 
 484 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; VF+ ; 18 ; wk1965 ; 2359 
 485 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 11 ; гоша334 ; 663 
 486 ; 2 копейки ; 1763 ; ММ ; Cu ; F ; 8 ; karinnt ; 128 
 487 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 17 ; никсер ; 349 
 488 ; 2 копейки ; 1764 ; ММ ; Cu ; F-VF ; 14 ; Olmin ; 212 
 489 ; 2 копейки ; 1764 ; ЕМ ; Cu ; VF ; 6 ; Jeky ; 441 
 490 ; 2 копейки ; 1765 ; ММ ; Cu ; VF+ ; 35 ; zine65 ; 1247 
 491 ; 2 копейки ; 1765 ; ЕМ ; Cu ; VF ; 5 ; Jeky ; 441 
 492 ; 2 копейки ; 1766 ; ММ ; Cu ; VG ; 7 ; 16840 ; 90 
 493 ; 2 копейки ; 1766 ; СПМ ; Cu ; F-VF ; 23 ; Димыч ; 278 
 494 ; 2 копейки ; 1766 ; ЕМ ; Cu ; F+ ; 21 ; Coin_nsk ; 579 
 495 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 30 ; Хаа ; 1393 
 496 ; 2 копейки ; 1773 ; ЕМ ; Cu ; F-VF ; 17 ; 16840 ; 128 
 497 ; 2 копейки ; 1777 ; ЕМ ; Cu ; VG ; 48 ; гоша334 ; 456 
 498 ; 2 копейки ; 1778 ; ЕМ ; Cu ; VF+ ; 19 ; Svensk ; 2600 
 499 ; 2 копейки ; 1788 ; ММ ; Cu ; VF ; 17 ; zine65 ; 1384 
 500 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VF ; 25 ; wk1965 ; 815 
 501 ; 2 копейки ; 1791 ; ЕМ ; Cu ; VF ; 71 ; Vova1950 ; 2255 
 502 ; 2 копейки ; 1795 ; ЕМ ; Cu ; VF+ ; 35 ; Sky2 ; 2070 
 503 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 29 ; Шаман ; 862 
 504 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 26 ; dimon46 ; 310 
 505 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 17 ; мон ; 179 
 506 ; 2 копейки ; 1800 ; КМ ; Cu ; VF- ; 12 ; Cheral2008 ; 680 
 407 ; Лот монет России (6шт): 20к,15к ; 1914,1915 ;  ; Ag ; AU/XF ; 43 ; johnsilver09 ; 877 
 408 ; Лот монет России (6шт): 20к,15к ; 1914,1915 ;  ; Ag ; AU/XF ; 27 ; johnsilver09 ; 862 
 409 ; Лот монет Финляндии: 25пенни (5шт) ; 1901-1917 ;  ; Ag ; XF/VF ; 21 ; l1 ; 770 
 410 ; Лот монет России (5шт): 20к,10к ; 1870-1913 ;  ; Ag ; F+/VG ; 16 ; сортам70 ; 308 
 411 ; Лот монет России: 25 пенни (2шт) ; 1909,1917 ;  ; Ag ; XF+/XF- ; 19 ; Григориус ; 201 
 412 ; Лот монет России: 50 пенни (6шт) ; 1916,1917 ;  ; Ag ; AU/XF ; 19 ; taa ; 652 
 413 ; Лот монет России: 15,10 коп, 50,25 пенни (8шт) ; 1906-1916 ;  ; Ag ; XF/F+ ; 17 ; сортам70 ; 545 
 414 ; Лот монет России (3шт): 20к,10к, 25 пенни ; 1914,1915,1917 ;  ; Ag ; AU ; 19 ; shaker1980 ; 309 
 415 ; Лот монет России (4шт): 10 копеек. Отверстие ; 1812-1861 ;  ; Ag ; F+ ; 20 ; aleksandr733 ; 1019 
 416 ; Лот монет России (10шт): 5 копеек. Отверстие ; 1827-1864 ;  ; Ag ; F-VF/F+ ; 49 ; aleksandr733 ; 2102 
 417 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 32 ; Coin_nsk ; 3064 
 418 ; 5 копеек ; 1763 ; СМ ; Cu ; VF ; 44 ; VF- ; 5610 
 419 ; 5 копеек ; 1764 ; ММ ; Cu ; VF ; 28 ; ottO ; 906 
 420 ; 5 копеек ; 1765 ; СПМ ; Cu ; VF- ; 27 ; Хаа ; 4203 
 421 ; 5 копеек ; 1766 ; ММ ; Cu ; F-VF ; 22 ; bakal73 ; 976 
 422 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 20 ; лайк ; 254 
 423 ; 5 копеек ; 1774 ; ЕМ ; Cu ; F- ; 15 ; Хаа ; 170 
 424 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 40 ; Black rider ; 937 
 425 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F ; 33 ; мон ; 252 
 426 ; 5 копеек ; 1782 ; КМ ; Cu ; VF- ; 32 ; Jeky ; 1655 
 427 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 48 ; zine65 ; 324 
 428 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 25 ; aleksandr733 ; 359 
 429 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F ; 18 ; Legio ; 206 
 430 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F ; 35 ; мон ; 329 
 431 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F+ ; 56 ; Хаа ; 397 
 432 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 13 ; zine65 ; 512 
 433 ; 5 копеек ; 1788 ; ММ ; Cu ; F-VF ; 18 ; ЕгорСГор ; 614 
 434 ; 5 копеек ; 1788 ; СПМ ; Cu ; F ; 27 ; Хаа ; 3324 
 435 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF+ ; 30 ; Ferros ; 669 
 436 ; 5 копеек ; 1789 ; АМ ; Cu ; VF+ ; 15 ; rjkz-68 ; 845 
 437 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 20 ; Ferros ; 755 
 438 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 43 ; karinnt ; 871 
 439 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 18 ; solder13 ; 772 
 440 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 38 ; Ferros ; 638 
 441 ; 5 копеек ; 1792 ; АМ ; Cu ; VF+ ; 18 ; zine65 ; 708 
 442 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F ; 41 ; Хаа ; 1540 
 443 ; 5 копеек ; 1793 ; АМ ; Cu ; VF ; 12 ; rjkz-68 ; 742 
 444 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 17 ; solder13 ; 798 
 445 ; 5 копеек ; 1795 ; АМ ; Cu ; VF+ ; 15 ; коваль ; 842 
 446 ; 5 копеек ; 1796 ; АМ ; Cu ; VF+ ; 19 ; rjkz-68 ; 896 
 447 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF- ; 19 ; Jeky ; 1734 
 448 ; 5 копеек (Петров-2р) ; 1803 ; КМ ; Cu ; G ; 18 ; Хаа ; 2267 
 449 ; 5 копеек (Петров-2р) ; 1804 ; КМ ; Cu ; F+ ; 35 ; ВС ; 4647 
 450 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF+ ; 35 ; Dolomit ; 1836 
 451 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF-XF ; 16 ; wk1965 ; 5667 
 452 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF ; 12 ; vania1981 ; 308 
 453 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F+ ; 11 ; лайк ; 113 
 454 ; 5 копеек ; 1852 ; ЕМ ; Cu ; VF ; 21 ; benc ; 1640 
 455 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F+ ; 25 ; stivros ; 360 
 456 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VG ; 11 ; сс400 ; 46 
 357 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; XF- ; 23 ; Григориус ; 161 
 358 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 13 ; Григориус ; 140 
 359 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 11 ; mishael07 ; 159 
 360 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF ; 11 ; андрей1957 ; 179 
 361 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF- ; 21 ; Григориус ; 161 
 362 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; Unc/AU ; 31 ; Roman1976 ; 550 
 363 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 7 ; bva150979 ; 169 
 364 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; Unc/AU ; 21 ; Roman1976 ; 357 
 365 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU/XF ; 21 ; лайк ; 153 
 366 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; Unc/AU ; 30 ; karinnt ; 612 
 367 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU/XF ; 21 ; bva150979 ; 204 
 368 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 29 ; НЗ ; 378 
 369 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 18 ; Exctas ; 79 
 370 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 17 ; Exctas ; 76 
 371 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; XF+ ; 31 ; topdv ; 255 
 372 ; 50 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 15 ; Baisel ; 286 
 373 ; 50 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; AU/XF ; 10 ; bva150979 ; 227 
 374 ; 50 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 39 ; topdv ; 463 
 375 ; 50 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 10 ; Baisel ; 125 
 376 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; VF-XF ; 22 ; Sky2 ; 469 
 377 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 14 ; ioRsh ; 79 
 378 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF+ ; 15 ; Don_kihot77 ; 81 
 379 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF+ ; 18 ; bugor ; 114 
 380 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF+ ; 16 ; Don_kihot77 ; 81 
 381 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF+ ; 19 ; elac ; 185 
 382 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 24 ; Kazan16rus ; 140 
 383 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; VF-XF ; 11 ; bva150979 ; 244 
 384 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; XF ; 13 ; bugor ; 102 
 385 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; XF ; 22 ; Inokesha ; 225 
 386 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; AU/XF ; 19 ; Inokesha ; 132 
 387 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; VF-XF ; 18 ; yunonik ; 72 
 388 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 32 ; Inokesha ; 157 
 389 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU/XF ; 32 ; Cepro ; 153 
 390 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 20 ; феникс55 ; 153 
 391 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 12 ; лайк ; 79 
 392 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 8 ; Globusoff ; 72 
 393 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 11 ; topdv ; 106 
 394 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 7 ; март16 ; 62 
 395 ; 25 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 25 ; Baisel ; 143 
 396 ; 25 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 25 ; maymuse ; 265 
 397 ; 25 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 17 ; ottO ; 102 
 398 ; 25 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 13 ; Kazan16rus ; 92 
 399 ; 25 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 31 ; topdv ; 317 
 400 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 11 ; Globusoff ; 75 
 401 ; Лот монет России (8шт): 20к,10к,5к ; 1888-1915 ;  ; Ag ; XF-/VG ; 31 ; НЭРИ ; 1134 
 402 ; Лот монет России (9шт): 20к,15к ; 1867-1901 ;  ; Ag ; F+/F- ; 24 ; Emv ; 501 
 403 ; Лот монет России: 50,25 пенни (12шт) ; 1916,1917 ;  ; Ag ; XF/AU ; 23 ; Клиент+++ ; 922 
 404 ; Лот монет России (4шт): 20к,10к,50 пенни ; 1910-1917 ;  ; Ag ; VF/XF ; 17 ; zine65 ; 550 
 405 ; Лот монет России для Финляндии (2шт): 25 пенни ; 1915,1916 ;  ; Ag ; AU/XF ; 8 ; Roman1976 ; 182 
 406 ; Лот монет России (6шт): 15к,10к,25 пенни ; 1896-1916 ;  ; Ag ; G/VF ; 27 ; Emv ; 355 
 307 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; VF+ ; 11 ; ignis ; 105 
 308 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 9 ; Roman1976 ; 245 
 309 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 11 ; Степан_81 ; 114 
 310 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 10 ; kornum ; 201 
 311 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 28 ; taa ; 118 
 312 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 17 ; maxm812 ; 306 
 313 ; 5 копеек ; 1757 ; СПБ ; Ag ; F-VF ; 42 ; Asa ; 908 
 314 ; 5 копеек ; 1759 ; СПБ ; Ag ; VF-XF ; 51 ; taa ; 3513 
 315 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF ; 32 ; serg07_67 ; 1632 
 316 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; XF- ; 39 ; ZOLTAN333 ; 2312 
 317 ; 5 копеек ; 1848 ; СПБ HI ; Ag ; VF-XF ; 27 ; Ferros ; 1632 
 318 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; XF+ ; 24 ; serg2010 ; 1658 
 319 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; XF/AU ; 45 ; serg2010 ; 4204 
 320 ; 5 копеек ; 1865 ; СПБ НФ ; Ag ; VF-XF ; 66 ; blaster40 ; 3060 
 321 ; 5 копеек ; 1871 ; СПБ HI ; Ag ; VF ; 27 ; r52andrey ; 1224 
 322 ; 5 копеек ; 1875 ; СПБ HI ; Ag ; XF ; 28 ; жора ; 2458 
 323 ; 5 копеек ; 1877 ; СПБ HI ; Ag ; VF+ ; 35 ; Iskatel ; 3053 
 324 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF- ; 30 ; vania1981 ; 306 
 325 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF+ ; 22 ; nik111 ; 677 
 326 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF- ; 21 ; Trien ; 612 
 327 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; VF+ ; 15 ; сортам70 ; 360 
 328 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; XF- ; 32 ; maxm812 ; 653 
 329 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF-XF ; 22 ; belkatya ; 433 
 330 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 29 ; r52andrey ; 612 
 331 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 14 ; Legio ; 285 
 332 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 37 ; maxm812 ; 1199 
 333 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF+ ; 36 ; maxm812 ; 1501 
 334 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 39 ; Во все тяжкие ; 1866 
