 5979 ; 1000000 злотых Польша ; 1991 ;  ; AU ;  ; 45 ; Бармалей ; 1707 
 807 ; Медаль. Папская область. Грегорий XVI (1831-1846). 14й год правления ; 1844 ;  ; Ag ; VF ; 16 ; prince1959 ; 4080 
 808 ; Медаль. ФРГ. Лангтаг Саксонии в Дрездене ; конец ХХ века ;  ; Ag ; Proof ; 8 ; S1952 ; 624 
 809 ; Медаль. ГДР. Основатели ГДР: Вильгельм Пик и Отто Гротеволь ; конец ХХ века ;  ; Ag ; Proof ; 6 ; S1952 ; 663 
 810 ; Медаль. Франция. Серия "Правители Франци". Меровинги. Король Хлодвиг III ; 1830-1848 ;  ; Ag ; VF ; 26 ; akula-71 ; 1836 
 811 ; Медаль. Франция. Серия "Правители Франци". Меровинги. Король Пипин III Короткий ; 1830-1848 ;  ; Ag ; VF ; 22 ; akula-71 ; 1632 
 812 ; Медаль. Франция. Серия "Правители Франци". Каролинги. Карл I Великий ; 1830-1848 ;  ; Ag ; VF ; 12 ; akula-71 ; 1822 
 813 ; Медаль. Франция. Наградная Комитета борьбы с туберкулезом ; начало ХХ века ;  ; Br ; XF ; 11 ; doc2 ; 623 
 814 ; Медаль. Франция. Наградная. Спортивное рыболовство ; конец XIX века ;  ; Br ; VF-XF ; 36 ; stilspb ; 1361 
 815 ; Медаль. Франция. Наградная. От газеты ; конец XIX века ;  ; Br ; VF-XF ; 19 ; ежик ; 332 
 816 ; Медаль. Франция. Религиозная. Святая Мария и Святой Антоний ; конец XIX века ;  ; Br ; VF ; 21 ; Emv ; 151 
 817 ; Медаль. Австро-Венгерская империя. Франц-Иосиф I ; 1889 ;  ; Br ; VF ; 25 ; dgin ; 797 
 818 ; Медаль. Ватикан. Папа Лев XIII ; 1893 ;  ; Br ; VF ; 27 ; Emv ; 322 
 819 ; Жетон. Франция. Людовик XV. Заключение Ахенского мира в войне за Австрийское наследство. 1й вариант ; 1748 ;  ; Ag ; VF ; 8 ; S1952 ; 652 
 820 ; Жетон. Франция. Людовик XV. Заключение Ахенского мира в войне за Австрийское наследство.2й вариант ; 1748 ;  ; Ag ; F-VF ; 6 ; S1952 ; 426 
 821 ; Жетон. Франция. Людовик XV. Заключение Ахенского мира в войне за Австрийское наследство. 3й вариант ; 1748 ;  ; Ag ; VF ; 14 ; S1952 ; 387 
 822 ; Жетон. Франция. Людовик XV. Парижская Академия литературы. 3й вариант ; 1715-1774 ;  ; Ag ; VF ; 3 ; S1952 ; 408 
 823 ; Жетон. Франция. Людовик XV. Парижская Академия литературы. 4й вариант ; 1715-1774 ;  ; Ag ; VF ; 3 ; S1952 ; 408 
 824 ; Жетон. Франция. Людовик XV. Парижская Академия литературы. 5й вариант ; 1715-1774 ;  ; Ag ; VF ; 27 ; S1952 ; 688 
 825 ; Жетон. Франция. Людовик XV. Нормандия. Банк Руана. 3й вариант ; 1715-1774 ;  ; Ag ; VF ; 3 ; S1952 ; 427 
 826 ; Жетон. Франция. Людовик XV. Нормандия. Банк Руана. 4й вариант ; 1715-1774 ;  ; Ag ; VF ; 3 ; S1952 ; 436 
 827 ; Жетон. Франция. Людовик XV. Нормандия. Банк Руана. 5й вариант ; 1715-1774 ;  ; Ag ; VF+ ; 3 ; S1952 ; 510 
 828 ; Жетон. Франция. Людовик XIV. Анжу. Малый герб Анже ; 1715-1774 ;  ; Ag ; VF ; 3 ; S1952 ; 512 
 829 ; Жетон. Франция. Людовик XV. Анжу. Малый герб Анже. 4й вариант ; 1715-1774 ;  ; Ag ; VF ; 13 ; S1952 ; 408 
 830 ; Жетон. Франция. Людовик XV. Анжу. Малый герб Анже. 5й вариант ; 1715-1774 ;  ; Ag ; F-VF ; 11 ; S1952 ; 453 
 831 ; Жетон. Франция. Людовик XV. Анжу. Малый герб Анже. 6й вариант ; 1715-1774 ;  ; Ag ; VF ; 3 ; S1952 ; 531 
 832 ; Жетон. Германия, Пруссия. Фридрих II. Свадебный. Девиз "Любовь женщины освежает сердца мужчин" ; 1740-1786 ;  ; Ag ; VF ; 26 ; S1952 ; 888 
 833 ; Жетон Фридрих III. D-21мм ;  ;  ; Ж/м ; F-VF ; 15 ; Mike! ; 123 
 834 ; Спортивный жетон Р-ры: 25 на 25мм ;  ;  ; Б/м ; VF-XF ; 17 ; Mike! ; 152 
 835 ; Жетон Шиллер. D-24мм ;  ;  ; Ж/м ; F-VF ; 35 ; Mike! ; 258 
 836 ; Жетон D-29мм ;  ;  ; Ж/м ; VF-XF ; 9 ; divergent ; 80 
 837 ; Жетон Германия. D-30мм ;  ;  ; Ag ; AU ; 15 ; CASH ; 204 
 838 ; Жетон Германия. D-22мм ;  ;  ; Ag ; XF- ; 8 ; shaxter2015 ; 128 
 739 ; Медаль 15 лет безупречной службы в ВС. Болгария ;  ;  ; Б/м ; VF-XF ; 25 ; Папа с рацией ; 223 
 740 ; Медаль 20 лет безупречной службы в ВС. Болгария ;  ;  ; Ж/м ; VF-XF ; 23 ; Папа с рацией ; 255 
 741 ; Медаль за участие в Отечественной войне. Болгария ;  ;  ; Б/м ; VF-XF ; 10 ; AKrav ; 330 
 742 ; Медаль 40 лет победы над фашизмом. Болгария ;  ;  ; Ж/м ; XF ; 5 ; divergent ; 102 
 743 ; Орден Красного знамени. Болгария ;  ;  ; Ж/м,эмаль ; XF ; 26 ; Buzuluk ; 672 
 744 ; Медаль за заслуги в добровольных отрядах трудящихся. Болгария ;  ;  ; Ж/м ; VF-XF ; 16 ; Папа с рацией ; 340 
 745 ; Орден Трудовой славы 2ст. Болгария ;  ;  ; Б/м,эмаль ; XF ; 18 ; Папа с рацией ; 377 
 746 ; Орден 9 сентября 1944г 2ст. Болгария ;  ;  ; Ж/м,эмаль ; XF ; 15 ; Барбоян ; 762 
 747 ; Знак. За заслуги в комсомольских отрядах. Болгария ;  ;  ; Б/м ; VF ; 20 ; елец ; 340 
 748 ; Медаль 50 лет окончания 2МВ. Болгария ;  ;  ; Ж/м ; VF-XF ; 12 ; Dahan ; 117 
 749 ; Медаль За боевые заслуги. Болгария ;  ;  ; Ж/м ; VF-XF ; 10 ; элли ; 216 
 750 ; Орден НРБ 2ст. Болгария ;  ;  ; Б/м,ж/м ; XF ; 15 ; AKrav ; 816 
 751 ; Медаль 30 лет победы. Болгария ;  ;  ; Ж/м ; VF ; 13 ; Барбоян ; 111 
 752 ; Медаль за трудовое отличие ;  ;  ; Б/м ; VF-XF ; 14 ; divergent ; 114 
 753 ; Народный Орден Труда 2ст. Болгария ;  ;  ; Б/м ; VF ; 24 ; элли ; 260 
 754 ; Медаль 25 лет Гражданской обороне в Болгарии. Болгария ;  ;  ; Ж/м ; VF-XF ; 15 ; апосум ; 258 
 755 ; Медаль за участие в антифашистском сопротивлении. Болгария ;  ;  ; Ж/м ; VF-XF ; 25 ; AKrav ; 410 
 756 ; Медаль 40 лет Соц Болгарии. Болгария ;  ;  ; Ж/м ; VF-XF ; 14 ; апосум ; 108 
 757 ; Медаль Трудовые заслуги 2кл. Франция ;  ;  ; Ж/м ; VF-XF ; 12 ; leshii ; 286 
 758 ; Медаль Трудовые заслуги 3кл. Франция ;  ;  ; Б/м ; VF-XF ; 17 ; ai ; 171 
 759 ; Крест Франция-Швейцария ;  ;  ; Ж/м,эмаль ; XF ; 18 ; leshii ; 277 
 760 ; Крест Франция-Швейцария ;  ;  ; Ж/м,эмаль ; XF ; 24 ; leshii ; 308 
 761 ; Медаль федерация музыки Франции. Франция ;  ;  ; Б/м ; XF ; 27 ; ai ; 490 
 762 ; Медаль общество спасения Швеция ;  ;  ; Б/м ; VF-XF ; 60 ; Папа с рацией ; 559 
 763 ; Медаль промышленные заслуги. Бельгия ;  ;  ; Ж/м ; XF ; 13 ; ai ; 384 
 764 ; Крест Франция-Швейцария ;  ;  ; Ж/м,эмаль ; VF-XF ; 23 ; leshii ; 308 
 765 ; Крест Франция-Швейцария ;  ;  ; Ж/м,эмаль ; VF-XF ; 37 ; ai ; 308 
 766 ; Медаль 1000 лет Шведскому королевскому двору. Король Эрик Кнутссон. D-40мм ;  ;  ; Br ; AU ; 25 ; Lena6975 ; 404 
 767 ; Медаль Мир ; 2002 ;  ; Ж/м ; AU ; 11 ; divergent ; 112 
 768 ; Медаль. Германия. Бисмарк, на окончание строительства Рейхстага. D-32мм ; 1894 ;  ; Cu,серебрение ; XF ; 68 ; nikfed ; 2313 
 769 ; Жетон Франция ; 1889 ;  ; Ж/м ; VF+ ; 18 ; елец ; 113 
 770 ; Жетон 15 пенни Финляндия ;  ;  ; Ж/м ; XF ; 42 ; архыз ; 587 
 771 ; Медаль. 200 лет Г.Х.Андерсона ;  ;  ; Ag925 ; Proof ; 38 ; Георг ; 891 
 772 ; Медаль Гелмштад 18-21 июля 1905 ;  ;  ; Ag ; XF+ ; 36 ; Георг ; 1247 
 773 ; Плакета. Шеция. Р-ры: 34 на 50мм ; 1972 ;  ; Ж/м ; XF ; 32 ; stilspb ; 248 
 774 ; Медаль Франц Иосиф. D-26мм ;  ;  ; Ж/м ; VF+ ; 50 ; 31 ; 887 
 775 ; Жетон. Мэрилин Монро ;  ;  ; Ж/м ; AU ; 15 ; Звездолёты ; 105 
 776 ; Жетон Финляндия ; 1967 ;  ; Ж/м ; XF ; 11 ; maximilian2204 ; 115 
 777 ; Жетон. Иоанн Павел II. Италия. D-34мм ;  ;  ; Б/м ; XF+ ; 17 ; ты кто такой? ; 119 
 778 ; Жетон. Пий XIII. Италия. D-34мм ;  ;  ; Б/м ; XF+ ; 7 ; Lena6975 ; 261 
 779 ; Жетон. Иоанн Павел I. Италия. D-34мм ;  ;  ; Б/м ; XF+ ; 9 ; Lena6975 ; 291 
 780 ; Жетон.ПавелVI. Италия. D-34мм ;  ;  ; Б/м ; XF+ ; 11 ; Lena6975 ; 249 
 781 ; Жетон. Иоанн XXIII. Италия. D-34мм ;  ;  ; Б/м ; XF+ ; 13 ; Lena6975 ; 216 
 782 ; Жетон. Гора Робсон. D-33мм ;  ;  ; Ж/м ; XF ; 12 ; divergent ; 114 
 783 ; Медаль Германия. D-36мм ;  ;  ; Б/м ; Proof-Like ; 25 ; Варвар ; 333 
 784 ; Медаль 400 лет. Мартин Лютер. D-30мм ;  ;  ; Ж/м ; F-VF ; 13 ; Mike! ; 222 
 785 ; Медаль. Гете (1749-1832). D-40мм (Односторонняя) ;  ;  ; Ж/м ; XF ; 2 ; Mike! ; 200 
 786 ; Спортивный жетон. Германия. D-32мм ;  ;  ; Ж/м ; XF ; 15 ; stilspb ; 300 
 787 ; Жетон. Кафедральный собор Св. Иоанна Богослова. Нью-Йорк. D-32мм ;  ;  ; Ж/м ; XF ; 24 ; Mike! ; 147 
 788 ; Памятный жетон 18 августа 1974. D-40мм ;  ;  ; Ж/м ; XF ; 11 ; Mike! ; 79 
 668 ; Лот монет Крымского ханства ; 17-18вв ;  ; б/м ; F/F+ ; 24 ; RuNum1 ; 151 
 669 ; Лот монет Крымского ханства ; 17-18вв ;  ; б/м ; F/F+ ; 24 ; цеховик ; 155 
 670 ; Лот монет Крымского ханства ; 17-18вв ;  ; б/м ; F/F+ ; 16 ; t_v_v ; 136 
 692 ; Медаль Первая морская победа при Гангуте. D-27мм ;  ;  ; Ж/м ; XF- ; 57 ; валенок ; 3876 
 693 ; Медаль в память освобождения крестьян 19 апреля 1861 года. D-35мм ;  ;  ; Б/м ; VF+ ; 75 ; 1023oxana ; 2660 
 694 ; Медаль. В память совершившегося тысячелетия России. D-35мм ;  ;  ; Ж/м ; XF ; 55 ; 1023oxana ; 1794 
 695 ; Должностной знак. Волостной судья ;  ;  ; Ж/м ; F+ ; 123 ; нумизмат ; 8448 
 696 ; Медаль Бородинская битва. D-64мм ;  ;  ; Ж/м ; F+ ; 79 ; 550055 ; 3408 
 697 ; Жетон 3.Б. 1Р-З. Ар.БР №6 ;  ;  ; Ж/м ; F ; 20 ; gremlinin ; 694 
 698 ; Жетон 4.Б.50 ар.бр №265. Отверстие ;  ;  ; Ж/м ; F ; 18 ; persik ; 1005 
 699 ; Жетон 2.Б.50 ар.бр №52. Отверстие ;  ;  ; Ж/м ; F+ ; 48 ; persik ; 1129 
 700 ; Юбилейный жетон. "288 лет Санкт-Петербургскому монетному двору Госзнака" ; СПМД ;  ; ж/м ; AU ; 57 ; пека17 ; 1881 
 701 ; Медаль Ленинград. Памятник Кирову. Медальер Минигалеев. D-64мм ; ЛМД ;  ; Al ; XF- ; 27 ; 550055 ; 363 
 702 ; Медаль 40 лет победы. Медальер Корнилов. D-60мм ; ЛМД ;  ; Al ; VF+ ; 12 ; 550055 ; 141 
 703 ; Медаль 40 лет ВЛКСМ. D-66мм ;  ;  ; Ж/м ; XF ; 69 ; kalinich ; 1277 
 704 ; Медаль АрменияD-60мм ; 1991ЛМД ;  ; Ж/м ; XF ; 16 ; 550055 ; 408 
 705 ; Медаль. D-СССР-ГДР. D-53мм ; 1986ЛМД ;  ; Ж/м ; XF ; 23 ; ulf ; 4100 
 706 ; Медаль 260 лет открытия Русской Америки. Медальер Р.Харитонов. D-60мм ;  ;  ; Ж/м ; AU ; 32 ; ты кто такой? ; 948 
 707 ; Медаль Новорожденному . D-50мм ;  ;  ; Ж/м ; XF ; 13 ; NL.minkki ; 107 
 708 ; Медаль 275 лет почте. D-35мм ;  ;  ; Ж/м ; XF ; 14 ; елец ; 159 
 709 ; Медаль Первенство Москвы по хоккею ;  ;  ; Ж/м ; VF-XF ; 9 ; divergent ; 104 
 710 ; Медаль Архангельск. D-55мм ;  ;  ; Al ; XF ; 20 ; divergent ; 112 
 711 ; Медаль Ленинградский опытный завод. D-50мм ;  ;  ; Al ; VF+ ; 22 ; 693396 ; 150 
 712 ; Медаль. 250 лет Ленинградской почте. D-58мм ;  ;  ; Al ; XF ; 25 ; donbass ; 871 
 713 ; Жетон. 300-летие Российского военно-морского флота. Петр Первый Великий. Упаковка ; ММД ;  ; Cu-Ni ; Proof ; 23 ; heavy_fly ; 454 
 714 ; Медаль Герб Пензенской Губернии. D-41мм ;  ;  ; Б/м ; Proof ; 27 ; lich ; 338 
 715 ; Медаль Герб Пензенской Губернии. D-41мм ;  ;  ; Б/м ; Proof ; 28 ; lich ; 341 
 716 ; Медаль Московская губернии. D-41мм ;  ;  ; Б/м ; Proof ; 7 ; igor26 ; 255 
 717 ; Медаль Гагарин. D-40мм ;  ;  ; Al ; VF+ ; 13 ; viv1957 ; 77 
 718 ; Медаль за службу в Тихом океане. Англия + Миниатюра ;  ;  ; Ж/м ; VF ; 22 ; classic55 ; 1010 
 719 ; Большая серебряная медаль "За храбрость". Австро-Венгрия ;  ;  ; Ag ; VF ; 20 ; gfvb ; 3213 
 720 ; Медаль 1914г. Бельгия ;  ;  ; Б/м ; VF+ ; 38 ; melkore ; 1701 
 721 ; Медаль 1918-1968гг. Бельгия ;  ;  ; Ж/м ; VF ; 21 ; veektor ; 614 
 722 ; Медаль 1МВ. Франция ;  ;  ; Ж/м ; VF+ ; 20 ; ai ; 1019 
 723 ; Медаль Франция ;  ;  ; Ж/м ; VF+ ; 17 ; елец ; 612 
 724 ; Крест 1914-1918гг. Германия ;  ;  ; Fe,Br ; XF ; 22 ; rem ; 505 
 725 ; Медаль за гражданское мужество. Албания ;  ;  ; Ж/м ; VF ; 8 ; doc2 ; 1275 
 726 ; Медаль за храбрость Албания ;  ;  ; Ж/м ; VF ; 11 ; veektor ; 464 
 727 ; Орден Материнская Слава 3ст. Албания ;  ;  ; Б/м ; XF- ; 17 ; Папа с рацией ; 855 
 728 ; Медаль в память военной операции в провинции Шаба. Заир. 2 планки ;  ;  ; Ж/м ; VF+ ; 35 ; Папа с рацией ; 915 
 729 ; Медаль музыкальной федерации. Франция ;  ;  ; Ж/м ; VF+ ; 11 ; Папа с рацией ; 227 
 730 ; Медаль Восток ;  ;  ; Ж/м ; VF+ ; 7 ; maymuse ; 227 
 731 ; Медаль 1МВ. Франция ;  ;  ; Ж/м ; VF ; 41 ; елец ; 541 
 732 ; Крест Комбататанта. Франция ;  ;  ; Ж/м ; XF ; 34 ; AKrav ; 908 
 733 ; Медаль Песталоцци 1ст. ГДР ;  ;  ; Ж/м ; XF+ ; 9 ; stilspb ; 153 
 734 ; Наградной знак Монголия ;  ;  ; Б/м ; AU ; 42 ; Dahan ; 514 
 735 ; Медаль 100 лет Апрельскому восстанию. Болгария ;  ;  ; Ж/м ; VF-XF ; 11 ; Dahan ; 118 
 736 ; Медаль за отличие в войсках мин транспорта. Болгария ;  ;  ; Ж/м ; VF-XF ; 33 ; ai ; 872 
 737 ; Медаль 30 лет Болгарской народной армии. Болгария ;  ;  ; Ж/м ; VF-XF ; 12 ; цеховик ; 148 
 738 ; Медаль 10 лет безупречной службы в ВС. Болгария ;  ;  ; Ж/м ; VF-XF ; 50 ; AKrav ; 569 
 618 ; Данг. Золотая Орда, Крым. Хан Тимур-Кутлуг ; 796г.х. ;  ; Ag ; F-VF ; 28 ; Супик ; 559 
 619 ; Данг. Золотая Орда, Орда. Хан Мухаммед ; 773г.х. ;  ; Ag ; F-VF ; 25 ; энкантадо ; 360 
 620 ; Данг. Золотая Орда, Орда. Хан Мухаммед ; 772г.х. ;  ; Ag ; F-VF ; 14 ; энкантадо ; 372 
 621 ; Данг. Золотая Орда,Крым. Хан Токтамыш ; 796г.х. ;  ; Ag ; F-VF ; 15 ; энкантадо ; 206 
 622 ; Данг. Золотая Орда, Сад.  Хан Джанибек ; 748г.х. ;  ; Ag ; F-VF ; 22 ; энкантадо ; 167 
 623 ; Пул. Золотая Орда. С надчеканом ;  ;  ; Cu ; VG ; 25 ; Дмитрий Михайлович ; 402 
 624 ; Пул. Золотая Орда, Маджар ;  ;  ; Cu ; F+ ; 3 ; Дмитрий Михайлович ; 100 
 625 ; Дирхем Золотой Орды. Хан Тохтамыш. Символ веры ; 1380-1399 ;  ; Ag ; F-VF ; 15 ; бортик ; 104 
 626 ; Дирхем Золотой Орды. Хан Тохтамыш. Крым ; 1380-1399 ;  ; Ag ; F-VF ; 7 ; Пограничник ; 174 
 627 ; Дирхем. Хан Полад. Азак ; 1407-1410 ;  ; Ag ; F-VF ; 12 ; lestes ; 255 
 628 ; Денарий. Святая Римская Империя. Император Фердинанд II ; 1587 ;  ; Ag ; F-VF ; 45 ; Папа с рацией ; 1005 
 629 ; Бешлык. Хан Шахин Гирей. Крым ; 1777 ;  ; Cu ; F-VF ; 11 ; папашаГарпагон ; 340 
 630 ; Талер Саксония ; 1598 ;  ; Ag ; VF-XF ; 68 ; Affliction ; 11165 
 631 ; 18 грошей. Польша ; 1668 ;  ; Ag ; F-VF ; 62 ; viridis ; 1503 
 632 ; 18 грошей. Пруссия ; 1685 ;  ; Ag ; F-VF ; 53 ; $$$ ; 1928 
 633 ; 6 крейцеров. Священная Римская Империя ; 1677 ;  ; Ag ; VF- ; 38 ; voodoomain ; 1236 
 634 ; 6 грошей. Польша ; 1667 ;  ; Ag ; F-VF ; 43 ; Папа с рацией ; 367 
 635 ; 6 грошей. Пруссия ; 17 век ;  ; Ag ; F ; 22 ; Jauho ; 360 
 636 ; 3 гроша. Польша ; 1591 ;  ; Ag ; F- ; 25 ; Папа с рацией ; 722 
 637 ; 3 гроша. Польша ; 1622 ;  ; Ag ; F-VF ; 21 ; Папа с рацией ; 355 
 638 ; 3 гроша. Польша ; 1621 ;  ; Ag ; F-VF ; 26 ; Александр007 ; 363 
