 5825 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 11 ; ZIMOGOR ; 93 
 510 ; 2 копейки ; 1863 ; ЕМ ; Cu ; VF+ ; 15 ; ssss ; 285 
 511 ; 2 копейки ; 1879 ; СПБ ; Cu ; VF- ; 15 ; ssss ; 183 
 512 ; 2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 22 ; VOLKODAVS5 ; 42 
 513 ; 2 копейки ; 1901 ; СПБ ; Cu ; F+ ; 19 ; igorpuzir ; 51 
 514 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 16 ; vc57 ; 116 
 515 ; 2 копейки ; 1904 ; СПБ ; Cu ; VF+ ; 37 ; elac ; 400 
 516 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 3 ; лайк ; 61 
 517 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF ; 11 ; КВАКОЗЯБРА ; 73 
 518 ; 2 копейки ; 1907 ; СПБ ; Cu ; VF- ; 9 ; igorpuzir ; 179 
 519 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 18 ; tanker1975 ; 58 
 520 ; 2 копейки ; 1911 ; СПБ ; Cu ; F-VF ; 12 ; VOLKODAVS5 ; 42 
 521 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 7 ; tanker1975 ; 51 
 522 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 11 ; GERo ; 73 
 523 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 12 ; vodianoy ; 237 
 524 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 8 ; bakal73 ; 64 
 525 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 7 ; bakal73 ; 77 
 526 ; 2 копейки ; 1915 ;  ; Cu ; XF/AU ; 12 ; cond ; 306 
 527 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 16 ; Uri ; 240 
 528 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 10 ; левша72 ; 78 
 529 ; 2 копейки ; 1916 ;  ; Cu ; XF ; 19 ; bakal73 ; 267 
 530 ; Копейка ; 1705 ; МД ; Cu ; F-VF ; 34 ; AMZYA ; 1938 
 531 ; Копейка ; 1710 ; МД ; Cu ; F-VF ; 39 ; nodew ; 1224 
 532 ; Копейка (Ильин-4р) ; 1711 ; МД ; Cu ; F ; 30 ; karelynn ; 3122 
 533 ; Копейка ; 1711 ; МД ; Cu ; F+ ; 28 ; dem ; 1249 
 534 ; Копейка ; 1713 ; М Д ; Cu ; F+ ; 40 ; karelynn ; 3233 
 535 ; Копейка ; 1714 ; НД ; Cu ; F-VF ; 52 ; ф-а-и-69 ; 2010 
 536 ; Копейка ; 1728 ;  ; Cu ; F+ ; 51 ; dimon46 ; 3000 
 537 ; Копейка ; 1757 ;  ; Cu ; F- ; 15 ; SadKo ; 102 
 538 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F+ ; 16 ; пасечник ; 465 
 539 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; VF ; 31 ; imir ; 1224 
 540 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; VF ; 36 ; imir ; 1392 
 541 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 58 ; Vova1950 ; 828 
 542 ; Копейка ; 1795 ; ЕМ ; Cu ; VF- ; 23 ; Basilio ; 407 
 543 ; Копейка ; 1797 ; ЕМ ; Cu ; F- ; 18 ; yunonik ; 90 
 544 ; Копейка (Петров-1,5р, Ильин-3р) ; 1798 ; КМ ; Cu ; VG ; 23 ; 16840 ; 1925 
 545 ; Копейка ; 1799 ; ЕМ ; Cu ; VG ; 11 ; rustamsp ; 114 
 546 ; Копейка ; 1800 ; ЕМ ; Cu ; V-VF ; 26 ; Trien ; 700 
 547 ; Копейка ; 1800 ; ЕМ ; Cu ; F- ; 13 ; RemTro ; 133 
 548 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 51 ; byrozka ; 114 
 549 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 13 ; byrozka ; 114 
 550 ; Копейка ; 1801 ; ЕМ ; Cu ; VF ; 14 ; Andr89 ; 552 
 551 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 37 ; byrozka ; 400 
 552 ; Копейка ; 1819 ; КМ АД ; Cu ; F- ; 17 ; dem ; 93 
 553 ; Копейка ; 1821 ; КМ АМ ; Cu ; F ; 19 ; nodew ; 312 
 554 ; Копейка ; 1822 ; ЕМ ФГ ; Cu ; F-VF ; 37 ; нумизмат ; 1383 
 555 ; Копейка ; 1826 ; КМ АМ ; Cu ; F ; 14 ; colonel6262 ; 255 
 556 ; Копейка ; 1828 ; КМ АМ ; Cu ; VG ; 11 ; byrozka ; 51 
 457 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 9 ; kazzdim ; 95 
 458 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 10 ; volod ; 102 
 459 ; 2 копейки ; 1763 ; ММ ; Cu ; VF ; 31 ; Dмитрий ; 555 
 460 ; 2 копейки ; 1765 ; ММ ; Cu ; F+ ; 46 ; nodew ; 1655 
 461 ; 2 копейки ; 1766 ; ММ ; Cu ; VF ; 34 ; Drill ; 2040 
 462 ; 2 копейки ; 1769 ? ; КМ "Сибирь" ; Cu ; VF- ; 43 ; vc57 ; 1134 
 463 ; 2 копейки ; 1779 ; КМ "Сибирь" ; Cu ; VF ; 52 ; маманя ; 1385 
 464 ; 2 копейки ; 1788 ; ММ ; Cu ; VG ; 19 ; sowa ; 222 
 465 ; 2 копейки ; 1797 ;  ; Cu ; F ; 28 ; nodew ; 4957 
 466 ; 2 копейки ; 1797 ; КМ ; Cu ; VF ; 13 ; Xxzx ; 510 
 467 ; 2 копейки ; 1798 ; АМ ; Cu ; VF ; 17 ; Bizon6055 ; 612 
 468 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 29 ; magnus ; 200 
 469 ; 2 копейки ; 1799 ; КМ ; Cu ; VF+ ; 29 ; ф-а-и-69 ; 1416 
 470 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF ; 27 ; xladon ; 510 
 471 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 22 ; Andr89 ; 378 
 472 ; 2 копейки ; 1801 ; КМ ; Cu ; VF ; 32 ; Bizon6055 ; 887 
 473 ; 2 копейки ; 1802 ; ЕМ ; Cu ; VF+ ; 65 ; umbrella ; 5916 
 474 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 17 ; nodew ; 598 
 475 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 27 ; гоша334 ; 318 
 476 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 14 ; karelynn ; 153 
 477 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 14 ; aleksius ; 68 
 478 ; 2 копейки ; 1812 ; КМ ; Cu ; VF+ ; 44 ; nodew ; 3400 
 479 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 13 ; sosed99 ; 383 
 480 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 11 ; gelind ; 122 
 481 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F-VF ; 21 ; karelynn ; 180 
 482 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 13 ; nodew ; 95 
 483 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; F-VF ; 11 ; igorpuzir ; 105 
 484 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 9 ; sosed99 ; 90 
 485 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; VF ; 22 ; taa ; 163 
 486 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 17 ; karelynn ; 350 
 487 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF ; 9 ; гоша334 ; 153 
 488 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF ; 10 ; гоша334 ; 254 
 489 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; VF- ; 9 ; kazzdim ; 95 
 490 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF ; 11 ; Xxzx ; 239 
 491 ; 2 копейки ; 1820 ; КМ АД ; Cu ; F-VF ; 29 ; karelynn ; 160 
 492 ; 2 копейки ; 1821 ; КМ АМ ; Cu ; VF- ; 14 ; RemTro ; 413 
 493 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; VF ; 37 ; Nva ; 238 
 494 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; F-VF ; 14 ; dgin ; 292 
 495 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; VF- ; 11 ; sosed99 ; 350 
 496 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; VF- ; 15 ; гоша334 ; 340 
 497 ; 2 копейки ; 1825 ; ЕМ ИШ ; Cu ; VF- ; 19 ; Johnny Walker ; 816 
 498 ; 2 копейки ; 1825 ; ЕМ ИК ; Cu ; VF- ; 5 ; igorpuzir ; 123 
 499 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; VF ; 9 ; karelynn ; 441 
 500 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; F+ ; 41 ; karelynn ; 238 
 501 ; 2 копейки ; 1827 ; КМ АМ ; Cu ; F-VF ; 17 ; sowa ; 317 
 502 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; VF- ; 23 ; Nva ; 345 
 503 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; VF- ; 16 ; Nva ; 350 
 504 ; 2 копейки (Ильин-2р) ; 1833 ; СМ ; Cu ; VG ; 30 ; нумизмат ; 906 
 505 ; 2 копейки (Ильин-1р) ; 1834 ; СМ ; Cu ; F+ ; 25 ; karelynn ; 452 
 506 ; 2 копейки ; 1837 ; СМ ; Cu ; F-VF ; 17 ; Bizon6055 ; 261 
 407 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF- ; 39 ; Black rider ; 2360 
 408 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F-VF ; 20 ; Rjn ; 1098 
 409 ; 5 копеек ; 1806 ; ЕМ ; Cu ; F-VF ; 23 ; USS ; 1006 
 410 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF ; 20 ; solomon1973 ; 351 
 411 ; 5 копеек (Ильин-1р) ; 1834 ; СМ ; Cu ; VF- ; 43 ; karelynn ; 789 
 412 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 35 ; prynn ; 569 
 413 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F+ ; 7 ; апосум ; 111 
 414 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F ; 13 ; CCAA91 ; 114 
 415 ; 5 копеек (Ильин-1р) ; 1836 ; СМ ; Cu ; F-VF ; 24 ; нумизмат ; 1485 
 416 ; 5 копеек (Петров-2р, Ильин-1р) ; 1839 ; СМ ; Cu ; F-VF ; 10 ; umbrella ; 714 
 417 ; 5 копеек ; 1853 ; ЕМ ; Cu ; VF ; 142 ; андрей&ка ; 15717 
 418 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF ; 17 ; magnus ; 1587 
 419 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF+ ; 16 ; bakal73 ; 1020 
 420 ; 5 копеек ; 1861 ; ЕМ ; Cu ; VF ; 56 ; magnus ; 918 
 421 ; 5 копеек ; 1866 ; ЕМ ; Cu ; F+ ; 15 ; sowa ; 1078 
 422 ; 5 копеек ; 1871 ; ЕМ ; Cu ; F-VF ; 23 ; vizer ; 306 
 423 ; 3 копейки ; 1847 ; СМ ; Cu ; F-VF ; 31 ; nodew ; 2040 
 424 ; 3 копейки ; 1852 ; ЕМ ; Cu ; VF ; 46 ; pvg111 ; 646 
 425 ; 3 копейки ; 1864 ; ЕМ ; Cu ; VF ; 26 ; VOLKODAVS5 ; 261 
 426 ; 3 копейки ; 1871 ; ЕМ ; Cu ; F-VF ; 23 ; 222211 ; 585 
 427 ; 3 копейки ; 1880 ; СПБ ; Cu ; VG ; 10 ; дада ; 116 
 428 ; 3 копейки ; 1881 ; СПБ ; Cu ; F ; 3 ; лайк ; 50 
 429 ; 3 копейки ; 1883 ; СПБ ; Cu ; F-VF ; 23 ; sveta6369 ; 102 
 430 ; 3 копейки ; 1899 ; СПБ ; Cu ; F+ ; 9 ; лайк ; 51 
 431 ; 3 копейки ; 1900 ; СПБ ; Cu ; F ; 5 ; Ратамахатта ; 95 
 432 ; 3 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 16 ; vc57 ; 140 
 433 ; 3 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 9 ; лайк ; 51 
 434 ; 3 копейки ; 1905 ; СПБ ; Cu ; VF- ; 5 ; КВАКОЗЯБРА ; 101 
 435 ; 3 копейки ; 1906 ; СПБ ; Cu ; F+ ; 17 ; kazzdim ; 60 
 436 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 18 ; tanker1975 ; 95 
 437 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 8 ; Malysh ; 95 
 438 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF ; 11 ; nodew ; 121 
 439 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 22 ; tanker1975 ; 114 
 440 ; 3 копейки ; 1912 ; СПБ ; Cu ; XF- ; 16 ; 222211 ; 249 
 441 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF- ; 7 ; VOLKODAVS5 ; 40 
 442 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 6 ; volod ; 51 
 443 ; 3 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 3 ; dimer ; 33 
 444 ; 3 копейки ; 1915 ;  ; Cu ; XF- ; 5 ; апосум ; 104 
 445 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 15 ; ТТ ; 261 
 446 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 8 ; левша72 ; 155 
 447 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 9 ; first ; 97 
 448 ; 3 копейки ; 1915 ;  ; Cu ; VF ; 27 ; апосум ; 111 
 449 ; 3 копейки ; 1916 ;  ; Cu ; XF ; 12 ; GERo ; 126 
 450 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 35 ; karelynn ; 201 
 451 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 17 ; karelynn ; 465 
 452 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F- ; 16 ; kazzdim ; 86 
 453 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 15 ; volod ; 350 
 454 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 23 ; lloid ; 368 
 455 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 9 ; prynn ; 350 
 456 ; 2 копейки. Убрана подвеска ; 1758 ;  ; Cu ; F+ ; 35 ; rustamsp ; 181 
 357 ; Лот монет России (5шт): 20к,15к ; 1914,1915 ;  ; Ag ; VF/XF ; 22 ; jimmysu ; 512 
 358 ; Лот монет России (5шт): 20 копеек ; 1912-1915 ;  ; Ag ; VF-/XF ; 30 ; сортам70 ; 453 
 359 ; Лот монет России (6шт): 15к,10к,25 пенни ; 1896-1916 ;  ; Ag ; G/VF ; 15 ; дада ; 381 
 360 ; Лот монет России: 50,25 пенни (8шт) ; 1916,1917 ;  ; Ag ; AU/XF- ; 26 ; себер ; 720 
 361 ; Лот монет России: 50,25 пенни (9шт) ; 1901-1917 ;  ; Ag ; AU/VF+ ; 17 ; сортам70 ; 813 
 362 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 38 ; Postevoy78 ; 539 
 363 ; 10 копеек ; 1834 ; ЕМ ФХ ; Cu ; F+ ; 38 ; serg07_67 ; 735 
 364 ; 5 копеек ; 1726 ; МД Хвост узкий ; Cu ; VF- ; 24 ; karelynn ; 2165 
 365 ; 5 копеек ; 1726 ; МД ; Cu ;  ; 49 ; ф-а-и-69 ; 5667 
 366 ; 5 копеек ; 1726 ; НД Дата снизу вверх ; Cu ; F+ ; 20 ; Black rider ; 2039 
 367 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; F-VF ; 31 ; ф-а-и-69 ; 2641 
 368 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; F-VF ; 22 ; acad ; 1689 
 369 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; F-VF ; 33 ; arsenich-s ; 1111 
 370 ; 5 копеек ; 1760 ;  ; Cu ; VF- ; 32 ; igors1969 ; 394 
 371 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 31 ; ДПСКР ; 385 
 372 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 19 ; ДПСКР ; 669 
 373 ; 5 копеек ; 1763 ; ММ ; Cu ; VF- ; 21 ; volod ; 327 
 374 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF ; 13 ; akilov ; 367 
 375 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF ; 37 ; Rjn ; 309 
 376 ; 5 копеек ; 1765 ; ММ ; Cu ; VF- ; 19 ; Bizon6055 ; 453 
 377 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF ; 17 ; volod ; 260 
 378 ; 5 копеек ; 1766 ; ММ ; Cu ; VF ; 13 ; кузнец ; 348 
 379 ; 5 копеек ; 1767 ; КМ "Сибирь" ; Cu ; F+ ; 55 ; Surikov ; 2550 
 380 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF ; 22 ; kazzdim ; 254 
 381 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 15 ; vizer ; 250 
 382 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 17 ; vizer ; 244 
 383 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 13 ; byrozka ; 164 
 384 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 44 ; volod ; 389 
 385 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 20 ; dimer ; 239 
 386 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF ; 12 ; zoom30 ; 239 
 387 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 28 ; vania1981 ; 290 
 388 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 29 ; 55555 ; 414 
 389 ; 5 копеек ; 1778 ; КМ "Сибирь" ; Cu ; VF-XF ; 58 ; нумизмат ; 11526 
 390 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 19 ; Rjn ; 357 
 391 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 21 ; Masik ; 601 
 392 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 22 ; 45b00f ; 338 
 393 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF+ ; 19 ; Mac. ; 544 
 394 ; 5 копеек ; 1783 ; КМ ; Cu ; VF-XF ; 24 ; F111A ; 2142 
 395 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 34 ; Mac. ; 516 
 396 ; 5 копеек ; 1785 ; КМ ; Cu ; VF-XF ; 19 ; кузнец ; 1428 
 397 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF+ ; 26 ; utjhu ; 341 
 398 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 30 ; Masik ; 470 
 399 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 41 ; vizer ; 279 
 400 ; 5 копеек ; 1789 ; АМ ; Cu ; VF ; 12 ; karelynn ; 755 
 401 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 34 ; Mac. ; 415 
 402 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF-XF ; 44 ; Mac. ; 698 
 403 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 12 ; vania1981 ; 276 
 404 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+ ; 24 ; avs ; 567 
 405 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 7 ; 45b00f ; 357 
 406 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF-XF ; 28 ; Xxzx ; 3480 
 307 ; Алтын ; 1704 ; БК ; Ag ; VF-XF ; 46 ; Vova1950 ; 11220 
 308 ; 2 злотых ; 1824 ; IB Польша ; Ag ; F-VF ; 37 ; antiquar ; 1427 
 309 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF ; 31 ; Black rider ; 625 
 310 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF- ; 13 ; acad ; 1292 
 311 ; 2 марки ; 1905 ; L Финляндия ; Ag ; VF+ ; 38 ; андрей1957 ; 15300 
 312 ; 1 марка ; 1872 ; S Финляндия ; Ag ; VF-XF ; 23 ; vicktor_2014 ; 769 
 313 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 32 ; ipax ; 489 
 314 ; 1 марка ; 1890 ; L Финляндия ; Ag ; XF ; 30 ; Vova1950 ; 668 
 315 ; 1 марка ; 1892 ; L Финляндия ; Ag ; VF+ ; 25 ; Vova1950 ; 642 
 316 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF+ ; 27 ; kent01 ; 788 
 317 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF ; 17 ; chernomak ; 1587 
 318 ; 1 марка ; 1915 ; S Финляндия ; Ag ; XF+ ; 16 ; kvl ; 985 
 319 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; XF- ; 14 ; 5483712 ; 141 
 320 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF-XF ; 25 ; xladon ; 567 
 321 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF+ ; 16 ; kost ; 155 
 322 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF+ ; 9 ; STANDART ; 145 
 323 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF+ ; 20 ; Surikov ; 337 
 324 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF+ ; 19 ; себер ; 243 
 325 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 28 ; себер ; 156 
 326 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; VF-XF ; 11 ; max2008 ; 125 
 327 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 19 ; Дак ; 357 
 328 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 13 ; albatros158 ; 105 
 329 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 18 ; Дак ; 168 
 330 ; 50 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 10 ; bva150979 ; 105 
 331 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF- ; 11 ; STANDART ; 92 
 332 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; F-VF ; 3 ; лайк ; 60 
 333 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF-XF ; 20 ; chernomak ; 816 
 334 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 10 ; лайк ; 92 
 335 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 27 ; Метро62 ; 227 
 336 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF- ; 14 ; dimer ; 101 
 337 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 9 ; себер ; 68 
 338 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 19 ; romik ; 249 
 339 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 34 ; sherst1 ; 102 
 340 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 21 ; sherst1 ; 96 
 341 ; 25 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 20 ; ZOLTAN333 ; 93 
 342 ; Лот монет России: 50,25 пенни (15шт) ; 1913-1917 ;  ; Ag ; XF/AU ; 34 ; себер ; 1375 
 343 ; Лот монет России:50, 25 пенни (15шт) ; 1913-1917 ;  ; Ag ; AU/XF ; 34 ; себер ; 1300 
 344 ; Лот монет России: 25 пенни (15шт) ; 1913-1917 ;  ; Ag ; AU/XF ; 41 ; себер ; 1409 
 345 ; Лот монет России и СССР: 50,20,15,10 коп (10шт) ; 1896-1925 ;  ; Ag ; F/XF ; 31 ; johnsilver09 ; 1443 
 346 ; Лот монет России: 20 коп (10шт) ; 1904-1915 ;  ; Ag ; AU/VF+ ; 53 ; Алек ; 1841 
 347 ; Лот монет России: 20 коп (10шт) ; 1907-1915 ;  ; Ag ; AU/XF+ ; 21 ; Алек ; 1603 
 348 ; Лот монет России: 20,15,10 коп (10шт) ; 1915 ;  ; Ag ; AU ; 49 ; johnsilver09 ; 1560 
 349 ; Лот монет России: 20,15,10 коп (3шт) ; 1915 ;  ; Ag ; AU ; 24 ; btrf ; 337 
 350 ; Лот монет России: 20,15,10 коп (3шт) ; 1915 ;  ; Ag ; AU ; 20 ; Ивпага ; 331 
 351 ; Лот монет России (6шт): 20к,15к,10к ; 1899-1915 ;  ; Ag ; XF-/F+ ; 13 ; себер ; 397 
 352 ; Лот монет России: 20 коп (5шт) ; 1915 ;  ; Ag ; VF-/XF- ; 16 ; Sandro ; 459 
 353 ; Лот монет России: 20 коп (3шт) ; 1915 ;  ; Ag ; VF-/XF- ; 17 ; fr60 ; 294 
 354 ; Лот монет России для Финляндии (3шт): 1 марка, 50,25 пенни ; 1874,1890,1909 ;  ; Ag ; VF+ ; 40 ; Алек ; 980 
 355 ; Лот монет России для Финляндии (4шт): 50,25 пенни ; 1915,1916,1917 ;  ; Ag ; AU ; 11 ; sherst1 ; 400 
 356 ; Лот монет России (7шт): 10 копеек ; 1903-1914 ;  ; Ag ; VG/VF+ ; 32 ; johnsilver09 ; 480 
 257 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 16 ; dimer ; 160 
 258 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 27 ; смит ; 163 
 259 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 23 ; johnsilver09 ; 123 
 260 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 26 ; andreypsv500 ; 138 
 261 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 23 ; stasson ; 255 
 262 ; 10 копеек ; 1916 ; ВС ; Ag ; VF+ ; 16 ; olf2050 ; 135 
 263 ; 10 копеек ; 1916 ;  ; Ag ; G ; 13 ; лайк ; 225 
 264 ; 10 копеек ; 1917 ; ВС ; Ag ; AU ; 24 ; 8 988 ; 7650 
 265 ; 5 копеек ; 18 век ;  ; Ag ; VF- ; 44 ; utjhu ; 715 
 266 ; 5 копеек ; 1758 ; СПБ ; Ag ; VF- ; 52 ; ВалеН ; 1800 
 267 ; 5 копеек ; 1759 ; СПБ ; Ag ; VF ; 40 ; dimon46 ; 2559 
 268 ; 5 копеек ; 1816 ; СПБ МФ ; Ag ; VF-XF ; 41 ; Olimpia ; 3321 
 269 ; 5 копеек ; 1818 ; СПБ ПС ; Ag ; VF+ ; 47 ; xladon ; 2414 
 270 ; 5 копеек.Заделано отверстие ; 1830 ; СПБ НГ ; Ag ; VF- ; 37 ; Lenchik_2M ; 825 
 271 ; 5 копеек ; 1835 ; СПБ НГ ; Ag ; XF+ ; 35 ; ZOLTAN333 ; 1249 
