 5619 ; Лот бон 100 штук Китай ;  ;  ;  ; AU ; 22 ; USS ; 558 
 479 ; 10 пенни ; 1900 ; Финляндия ; Cu ; F- ; 6 ; boroda ; 90 
 480 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF ; 11 ; Alexei ; 215 
 481 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF ; 12 ; Alexei ; 208 
 482 ; 10 пенни ; 1907 ; Финляндия ; Cu ; F-VF ; 8 ; aidih ; 227 
 483 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF ; 8 ; Alexei ; 208 
 484 ; 10 пенни ; 1908 ; Финляндия ; Cu ; F-VF ; 14 ; boroda ; 145 
 485 ; 10 пенни ; 1909 ; Финляндия ; Cu ; VF ; 5 ; tarroman ; 208 
 486 ; 10 пенни ; 1909 ; Финляндия ; Cu ; F-VF ; 12 ; boroda ; 145 
 487 ; 10 пенни ; 1909 ; Финляндия ; Cu ; F-VF ; 11 ; boroda ; 134 
 488 ; 10 пенни ; 1909 ; Финляндия ; Cu ; F-VF ; 5 ; takhizis1313 ; 203 
 489 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF ; 13 ; Alexei ; 255 
 490 ; 10 пенни ; 1911 ; Финляндия ; Cu ; F-VF ; 13 ; wv ; 104 
 491 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 27 ; ZOLTAN333 ; 781 
 492 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 11 ; Alexei ; 208 
 493 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 10 ; temichek ; 170 
 494 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 12 ; orex ; 177 
 495 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 27 ; serg901 ; 570 
 496 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU/XF ; 21 ; aidih ; 500 
 497 ; 5 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 17 ; tarroman ; 867 
 498 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F+ ; 20 ; Mikl2015 ; 125 
 499 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F- ; 10 ; Andrei2007 ; 123 
 500 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F ; 9 ; boroda ; 68 
 501 ; 5 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 23 ; flutter ; 318 
 502 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF- ; 20 ; Andrei2007 ; 153 
 503 ; 5 пенни ; 1870 ; Финляндия ; Cu ; VF- ; 20 ; Dentum ; 714 
 504 ; 5 пенни ; 1870 ; Финляндия ; Cu ; VF ; 23 ; nz7070 ; 1154 
 505 ; 5 пенни ; 1872 ; Финляндия ; Cu ; F+ ; 20 ; franklin ; 104 
 506 ; 5 пенни ; 1872 ; Финляндия ; Cu ; F-VF ; 13 ; tarroman ; 329 
 407 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 22 ; mandalay ; 340 
 408 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 56 ; paul196262 ; 741 
 409 ; 2 копейки ; 1801 ; КМ ; Cu ; VF ; 70 ; коррозия ; 821 
 410 ; 2 копейки ; 1802 ; ЕМ ; Cu ; F ; 77 ; ct200h ; 12348 
 411 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 19 ; mandalay ; 190 
 412 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 27 ; nero ; 509 
 413 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF-XF ; 5 ; 234 ; 306 
 414 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F+ ; 30 ; Семен ; 102 
 415 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 10 ; mandalay ; 50 
 416 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VF ; 73 ; sergius ; 7862 
 417 ; 2 копейки ; 1841 ; СПМ ; Cu ; VF-XF ; 76 ; Ток ; 3560 
 418 ; 2 копейки ; 1896 ; СПБ ; Cu ; F+ ; 3 ; ort2009 ; 102 
 419 ; 2 копейки ; 1898 ; СПБ ; Cu ; VG ; 6 ; kansk ; 207 
 420 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 34 ; Кремний ; 204 
 421 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 24 ; Bogrus89 ; 102 
 422 ; Копейка ; 1728 ;  ; Cu ; VG ; 31 ; Yar42 ; 1835 
 423 ; Копейка ; 1760 ;  ; Cu ; F+ ; 79 ; R.V.R ; 567 
 424 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; VG ; 26 ; majkl ; 273 
 425 ; Копейка ; 1800 ; ЕМ ; Cu ; VG ; 13 ; andrej888 ; 139 
 426 ; Копейка ; 1801 ; ЕМ ; Cu ; VG ; 21 ; mandalay ; 250 
 427 ; Копейка ; 1825 ; КМ АМ ; Cu ; F- ; 28 ; Yar42 ; 285 
 428 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VF- ; 106 ; Sky2 ; 2102 
 429 ; Копейка ; 1843 ; СПМ ; Cu ; F- ; 15 ; почтальон ; 204 
 430 ; Копейка ; 1855 ; ЕМ ; Cu ; F- ; 18 ; Yar42 ; 591 
 431 ; Копейка ; 1869 ; ЕМ ; Cu ; F-VF ; 8 ; Yar42 ; 155 
 432 ; Копейка ; 1903 ; СПБ ; Cu ; XF- ; 33 ; serg07_67 ; 301 
 433 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 22 ; mandalay ; 258 
 434 ; Копейка ; 1904 ; СПБ ; Cu ; VF- ; 10 ; mandalay ; 114 
 435 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 22 ; Кремний ; 114 
 436 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 25 ; Кремний ; 318 
 437 ; Копейка ; 1916 ;  ; Cu ; XF ; 87 ; vitab ; 532 
 438 ; Денга ; 1731 ;  ; Cu ; F- ; 13 ; докторро ; 134 
 439 ; Денга ; 1731 ;  ; Cu ; VG ; 42 ; mandalay ; 293 
 440 ; Денга ; 1734 ;  ; Cu ; F- ; 18 ; paul196262 ; 153 
 441 ; Денга ; 1735 ;  ; Cu ; F ; 28 ; DIMA 57 ; 164 
 442 ; Денга ; 1737 ;  ; Cu ; VG ; 6 ; ssr ; 46 
 443 ; Денга. Брак чеканки ; 1737 ;  ; Cu ; F+ ; 57 ; rom11 ; 459 
 444 ; Денга ; 1738 ;  ; Cu ; VF- ; 18 ; A1 ; 111 
 445 ; Денга ; 1741 ;  ; Cu ; F ; 5 ; акопа ; 57 
 446 ; Денга ; 1745 ;  ; Cu ; VG ; 6 ; Аленка ; 37 
 447 ; Денга ; 1747 ;  ; Cu ; F-VF ; 13 ; lva08 ; 71 
 448 ; Денга ; 1748 ;  ; Cu ; F- ; 14 ; R.V.R ; 278 
 449 ; Денга ; 1789 ; ЕМ ; Cu ; F-VF ; 42 ; paul196262 ; 936 
 450 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 22 ; ed1 ; 257 
 451 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF- ; 40 ; slovjnin ; 512 
 452 ; Денежка ; 1851 ; ЕМ ; Cu ; F-VF ; 17 ; slovjnin ; 237 
 453 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU/XF ; 21 ; nik1979 ; 561 
 454 ; 1/2 копейки ; 1915 ;  ; Cu ; XF- ; 42 ; SSK ; 411 
 455 ; Полушка ; 1720 ; НД ; Cu ; VG ; 13 ; andrej888 ; 136 
 456 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F- ; 12 ; maymuse ; 70 
 357 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 33 ; Доктор Никитин ; 1887 
 358 ; 5 копеек ; 1793 ; КМ ; Cu ; VF-XF ; 56 ; Taras58 ; 3672 
 359 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 17 ; Дмитрий475 ; 742 
 360 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 22 ; spasatel8 ; 649 
 361 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 7 ; borzota ; 235 
 362 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 9 ; огонь71 ; 363 
 363 ; 5 копеек ; 1794 ; АМ ; Cu ; VF-XF ; 39 ; spasatel8 ; 1930 
 364 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF ; 30 ; leshii40 ; 944 
 365 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 17 ; spasatel8 ; 900 
 366 ; 5 копеек ; 1796 ; АМ ; Cu ; VF- ; 36 ; Доктор Никитин ; 1222 
 367 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 22 ; cunde42 ; 2811 
 368 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF ; 28 ; sergius ; 2244 
 369 ; 5 копеек ; 1832 ; СМ ; Cu ; F-VF ; 69 ; ct200h ; 1527 
 370 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 44 ; Илья Владимирович ; 1509 
 371 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF- ; 28 ; форсаж ; 820 
 372 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF- ; 32 ; karrus ; 670 
 373 ; 5 копеек ; 1880 ; СПБ ; Cu ; F+ ; 32 ; flutter ; 311 
 374 ; 5 копеек ; 1912 ; СПБ ; Cu ; VF+ ; 56 ; ort2009 ; 6989 
 375 ; 3 копейки ; 1882 ; СПБ ; Cu ; F-VF ; 39 ; Ток ; 612 
 376 ; 3 копейки ; 1894 ; СПБ ; Cu ; F-VF ; 58 ; Ток ; 2297 
 377 ; 3 копейки ; 1897 ; СПБ ; Cu ; F-VF ; 31 ; flutter ; 1588 
 378 ; 3 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 8 ; ort2009 ; 408 
 379 ; 3 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 21 ; ort2009 ; 1122 
 380 ; 3 копейки ; 1900 ; СПБ ; Cu ; F+ ; 13 ; Ток ; 510 
 381 ; 3 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 11 ; flutter ; 461 
 382 ; 3 копейки ; 1902 ; СПБ ; Cu ; F-VF ; 44 ; прыгун ; 1609 
 383 ; 3 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 9 ; Аленка ; 111 
 384 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 50 ; Почта России ; 624 
 385 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 11 ; Аленка ; 101 
 386 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 10 ; sheriff 0 ; 98 
 387 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F- ; 6 ; Аленка ; 62 
 388 ; 2 копейки ; 1758 ;  ; Cu ; F-VF/F ; 8 ; lva08 ; 68 
 389 ; 2 копейки ; 1759 ;  ; Cu ; F+ ; 12 ; R.V.R ; 159 
 390 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 13 ; lva08 ; 168 
 391 ; 2 копейки ; 1765 ; ММ ; Cu ; F-VF ; 16 ; Звездолёты ; 160 
 392 ; 2 копейки ; 1772 ; ЕМ ; Cu ; VF- ; 20 ; 234 ; 208 
 393 ; 2 копейки ; 1775 ; ЕМ ; Cu ; VG ; 83 ; Майкл ; 837 
 394 ; 2 копейки ; 1790 ; ЕМ ; Cu ; F-VF ; 20 ; sheriff 0 ; 211 
 395 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 45 ; Andjey2878 ; 455 
 396 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 13 ; mandalay ; 340 
 397 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 34 ; maymuse ; 431 
 398 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 11 ; mandalay ; 340 
 399 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 23 ; dudinjohn ; 318 
 400 ; 2 копейки ; 1797 ; АМ ; Cu ; F- ; 8 ; mandalay ; 340 
 401 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF-XF ; 27 ; schwab ; 1041 
 402 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 11 ; dudinjohn ; 139 
 403 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF+ ; 84 ; коррозия ; 879 
 404 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF ; 68 ; коррозия ; 582 
 405 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 21 ; dudinjohn ; 184 
 406 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 45 ; коррозия ; 1311 
 307 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 26 ; SSK ; 561 
 308 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F+ ; 9 ; dudinjohn ; 291 
 309 ; 5 копеек ; 1778 ; КМ "Сибирь" ; Cu ; VF-XF ; 10 ; dsidorov ; 7242 
 310 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 12 ; Vitalik1 ; 354 
 311 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F- ; 8 ; dudinjohn ; 181 
 312 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F+ ; 16 ; dudinjohn ; 354 
 313 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 20 ; paul196262 ; 465 
 314 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 13 ; mandalay ; 360 
 315 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F+ ; 6 ; dudinjohn ; 225 
 316 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F+ ; 13 ; dudinjohn ; 273 
 317 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F- ; 11 ; dudinjohn ; 181 
 318 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 8 ; dudinjohn ; 310 
 319 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 10 ; A1 ; 181 
 320 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VG ; 9 ; mandalay ; 227 
 321 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 11 ; Звездолёты ; 329 
 322 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 11 ; dudinjohn ; 273 
 323 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 21 ; paul196262 ; 452 
 324 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF ; 15 ; spasatel8 ; 508 
 325 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 11 ; dudinjohn ; 340 
 326 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F- ; 11 ; dudinjohn ; 261 
 327 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 15 ; Vitalik1 ; 459 
 328 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 12 ; mandalay ; 363 
 329 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F+ ; 9 ; dudinjohn ; 181 
 330 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VG ; 10 ; dudinjohn ; 291 
 331 ; 5 копеек ; 1785 ; КМ ; Cu ; VF+ ; 42 ; spasatel8 ; 1781 
 332 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF- ; 19 ; flutter ; 479 
 333 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F+ ; 21 ; 312 ; 144 
 334 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F ; 11 ; 312 ; 153 
 335 ; 5 копеек ; 1787 ; КМ ; Cu ; VF+ ; 69 ; Taras58 ; 3978 
 336 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 21 ; mandalay69 ; 363 
 337 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 19 ; dudinjohn ; 273 
 338 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 11 ; dudinjohn ; 355 
 339 ; 5 копеек ; 1788 ; СПМ ; Cu ; F ; 23 ; Доктор Никитин ; 479 
 340 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 15 ; огонь71 ; 300 
 341 ; 5 копеек ; 1789 ; АМ ; Cu ; VF ; 20 ; огонь71 ; 793 
 342 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 13 ; огонь71 ; 363 
 343 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 34 ; INRI ; 1324 
 344 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 14 ; gdrg2 ; 365 
 345 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 12 ; dudinjohn ; 283 
 346 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F+ ; 17 ; dudinjohn ; 316 
 347 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 17 ; dudinjohn ; 355 
 348 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF-XF ; 45 ; krass ; 1836 
 349 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF ; 10 ; INRI ; 413 
 350 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 11 ; огонь71 ; 305 
 351 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF ; 19 ; огонь71 ; 427 
 352 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 17 ; Rober ; 338 
 353 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 13 ; Andrei2007 ; 344 
 354 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 13 ; огонь71 ; 385 
 355 ; 5 копеек ; 1792 ; АМ ; Cu ; VF- ; 33 ; Доктор Никитин ; 805 
 356 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+ ; 21 ; Дмитрий475 ; 488 
 257 ; 5 копеек ; 1760 ;  ; Cu ; F+ ; 17 ; ИБК ; 453 
 258 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 28 ; antongor ; 335 
 259 ; 5 копеек ; 17?? ;  ; Cu ; F+ ; 11 ; dudinjohn ; 355 
 260 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF+ ; 21 ; 1823 ; 439 
 261 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 15 ; dudinjohn ; 350 
 262 ; 5 копеек ; 1763 ; ММ ; Cu ; VF- ; 33 ; Emv ; 567 
 263 ; 5 копеек ; 1763 ; СПМ ; Cu ; F+ ; 40 ; 13дим13 ; 407 
 264 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 10 ; dudinjohn ; 308 
 265 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F- ; 25 ; dudinjohn ; 284 
 266 ; 5 копеек ; 1764 ; ММ ; Cu ; F-VF ; 34 ; Инструктор ; 560 
 267 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF- ; 13 ; dudinjohn ; 300 
 268 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F/VG ; 12 ; antongor ; 227 
 269 ; 5 копеек ; 1765 ; СМ ; Cu ; F-VF ; 46 ; Инструктор ; 1676 
 270 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 21 ; Дмитрий475 ; 567 
 271 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF ; 36 ; Дмитрий475 ; 680 
 272 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 19 ; слоник ; 745 
 273 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 17 ; sergey35 ; 310 
 274 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 19 ; dudinjohn ; 293 
 275 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 15 ; dudinjohn ; 339 
 276 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 15 ; dudinjohn ; 295 
 277 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 17 ; dudinjohn ; 299 
 278 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 19 ; dudinjohn ; 327 
 279 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 11 ; dudinjohn ; 339 
 280 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 22 ; гусев1982 ; 388 
 281 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 27 ; QQ ; 1224 
 282 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF-XF ; 80 ; maxxim ; 1350 
 283 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 15 ; dudinjohn ; 285 
 284 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 9 ; dudinjohn ; 225 
 285 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 19 ; DIMA 57 ; 363 
 286 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 7 ; dudinjohn ; 155 
 287 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 8 ; lva08 ; 126 
 288 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 34 ; paul196262 ; 603 
 289 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 9 ; dudinjohn ; 286 
 290 ; 5 копеек ; 1772 ; КМ "Сибирь" ; Cu ; VF+ ; 17 ; 234 ; 3044 
 291 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F+ ; 12 ; dudinjohn ; 355 
 292 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 17 ; Звездолёты ; 326 
 293 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF ; 38 ; слоник ; 1259 
 294 ; 5 копеек ; 1774 ; КМ "Сибирь" ; Cu ; F-VF ; 23 ; лопата ; 1631 
 295 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF- ; 41 ; maner73 ; 1012 
 296 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 17 ; dudinjohn ; 355 
 297 ; 5 копеек ; 1775 ; КМ "Сибирь" ; Cu ; XF- ; 38 ; Sporti84 ; 12485 
 298 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 11 ; paul196262 ; 317 
 299 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F+ ; 12 ; maner73 ; 429 
 300 ; 5 копеек ; 1776 ; КМ "Сибирь" ; Cu ; VF-XF ; 24 ; kornum ; 5678 
 301 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 32 ; слоник ; 1066 
 302 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 19 ; mandalay ; 294 
 303 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 15 ; dudinjohn ; 284 
 304 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 9 ; dudinjohn ; 271 
 305 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 9 ; natalka ; 407 
 306 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VG ; 10 ; рад ; 363 
 207 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 42 ; mikhail342 ; 408 
 208 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU/XF ; 36 ; mikhail342 ; 373 
 209 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 26 ; Mikl2015 ; 214 
 210 ; 50 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 28 ; mikhail342 ; 363 
 211 ; 50 пенни ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 24 ; mikhail342 ; 396 
 212 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 28 ; mikhail342 ; 363 
 213 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 31 ; lva08 ; 416 
 214 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 20 ; tarroman ; 365 
 215 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; F-VF ; 9 ; komuri ; 88 
 216 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF- ; 9 ; komuri ; 68 
 217 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF- ; 14 ; komuri ; 88 
 218 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF+ ; 17 ; gdrg2 ; 306 
 219 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; F-VF ; 15 ; komuri ; 88 
 220 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF+ ; 11 ; lva08 ; 114 
 221 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 10 ; себер ; 79 
 222 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 13 ; себер ; 90 
 223 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 7 ; dimka_98rus ; 100 
 224 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; XF- ; 28 ; sdorovyak ; 816 
 225 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; VF-XF ; 35 ; Данила ; 620 
 226 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 15 ; flutter ; 101 
 227 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 16 ; Yuri1966 ; 114 
 228 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 29 ; flutter ; 155 
 229 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF+ ; 32 ; zuza ; 351 
 230 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 17 ; flutter ; 121 
 231 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF- ; 19 ; 21011984andrei ; 123 
 232 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; XF- ; 27 ; gdrg2 ; 510 
 233 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 28 ; mikhail342 ; 294 
 234 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU/XF ; 14 ; Angal ; 124 
 235 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 20 ; flutter ; 181 
 236 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 11 ; Звездолёты ; 114 
 237 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 36 ; flutter ; 382 
 238 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; XF+ ; 12 ; Yuri1966 ; 121 
 239 ; 25 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 15 ; константин007 ; 181 
 240 ; 25 пенни ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 21 ; semennurspb ; 227 
 241 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 20 ; mikhail342 ; 261 
 242 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 9 ; aidih ; 227 
 243 ; Лот монет России для Финляндии (10шт): 50 пенни ; 1916-1917 ;  ; Ag ; AU ; 26 ; KoFeEkb ; 2029 
