 3629 ; Бона иностранная ;  ;  ;  ;  ; 16 ; валери ; 34 
 671 ; Полушка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 29 ; peck ; 1372 
 672 ; Денга. Князь Василий Ярославович ; 1426-1483 ; Серпуховское Удельное Княжество ; Ag ; F-VF ; 51 ; TTTPPP ; 11111 
 673 ; Денга. Князь Дмитрий Юрьевич. Трещины ; 1434-1453 ; Галичское Удельное Княжество ; Ag ; F+ ; 71 ; арбат ; 2660 
 674 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; VF- ; 74 ; арбат ; 3060 
 675 ; Денга. Князь Михаил Андреевич ; 1432-1485 ; Удельное Княжество Верейское ; Ag ; VF ; 58 ; ANK ; 5667 
 676 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 56 ; сте ; 1224 
 677 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 140 ; сте ; 1932 
 678 ; Денга "птичка". Василий Дмитриевич. Чекан г. Коломна ; 1389-1425 ;  ; Ag ; F ; 28 ; murka1973 ; 797 
 679 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 32 ; kremen ; 82 
 680 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 24 ; ded2010 ; 151 
 681 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 36 ; ganza ; 87 
 682 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F+ ; 22 ; bowfinger ; 156 
 683 ; Денга. Василий III Иванович? ; 1505-1533 ;  ; Ag ; F+ ; 14 ; micola.c ; 163 
 684 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 39 ; Al0851 ; 59 
 685 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 42 ; kremen ; 93 
 686 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 58 ; kremen ; 89 
 687 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 24 ; SANGOLD1 ; 59 
 688 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 24 ; SANGOLD1 ; 41 
 560 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 17 ; bux. ; 313 
 561 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 45 ; Eddy ; 214 
 562 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 54 ; goryn ; 255 
 563 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 104 ; bell ; 279 
 564 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 52 ; geracon2009 ; 579 
 565 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF+ ; 55 ; rim ; 439 
 566 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF+ ; 70 ; bux. ; 301 
 567 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 62 ; bux. ; 313 
 568 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 46 ; kremen ; 215 
 569 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF ; 59 ; taa ; 197 
 570 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF+ ; 44 ; bux. ; 179 
 571 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 97 ; нумизмат ; 237 
 572 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 30 ; volkov ; 95 
 573 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 40 ; zybr ; 195 
 574 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 73 ; volkov ; 176 
 575 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF+ ; 79 ; verunk1 ; 312 
 576 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 35 ; taa ; 125 
 577 ; 5 пенни ; 1915 ; Финляндия ; Cu ; AU ; 20 ; verunk1 ; 215 
 578 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 32 ; verunk1 ; 295 
 579 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; XF+ ; 65 ; нумизмат ; 507 
 580 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 60 ; verunk1 ; 459 
 581 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF ; 52 ; serg2010 ; 348 
 582 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF ; 41 ; taa ; 407 
 583 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF ; 53 ; taa ; 422 
 584 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 63 ; bux. ; 212 
 585 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VF-XF ; 94 ; anatoliych ; 616 
 586 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VF-XF ; 55 ; alien34 ; 444 
 587 ; 1 пенни ; 1905 ; Финляндия ; Cu ; VF-XF ; 72 ; ganza ; 227 
 588 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF ; 56 ; volkov ; 255 
 589 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF ; 48 ; goryn ; 200 
 590 ; 1 пенни ; 1908 ; Финляндия ; Cu ; XF ; 39 ; goryn ; 164 
 591 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU ; 51 ; verunk1 ; 225 
 592 ; 1 пенни ; 1911 ; Финляндия ; Cu ; AU ; 44 ; verunk1 ; 257 
 593 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 59 ; goryn ; 206 
 594 ; 1 пенни ; 1913 ; Финляндия ; Cu ; AU ; 47 ; zybr ; 306 
 595 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 47 ; bell ; 152 
 596 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 34 ; verunk1 ; 215 
 597 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 46 ; verunk1 ; 224 
 598 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 83 ; Юрий2010 ; 261 
 599 ; Лот монет России: 1,1/2 коп (4шт) ; 1832-1898 ;  ; Cu ; F+/F-VF ; 83 ; Lasto4kaSPB ; 408 
 600 ; Лот монет России (6шт): 1 копейка ; 1882-1913 ;  ; Cu ; F+/VF- ; 27 ; o.k. ; 148 
 601 ; Лот монет России: 1 коп (12шт) ; 1853-1866 ;  ; Cu ; F/F-VF ; 96 ; Ronald ; 1164 
 602 ; Лот монет России: 1,1/2 коп (5шт) ; 1840-1856 ;  ; Cu ; F+ ; 55 ; jef688 ; 234 
 603 ; Лот монет России: 5,1 коп (4шт) ; 1770-1894 ;  ; Cu ; F/F-VF ; 122 ; Lasto4kaSPB ; 1757 
 604 ; Лот монет России: 1 коп (6шт) ; 1759-1801 ;  ; Cu ; F/F-VF ; 91 ; o.k. ; 372 
 605 ; Лот монет России: 5,2 коп (5шт) ; 1819-1876 ;  ; Cu ; F-VF/F+ ; 44 ; jef688 ; 265 
 606 ; Лот монет России: 2 коп (5шт) ; 1812-1827 ;  ; Cu ; F-VF ; 21 ; jef688 ; 234 
 607 ; Лот монет России (14шт): 5к,3к,2к,1к. На одной монете отверстие ; 1817-1912 ;  ; Cu ; F/VF ; 28 ; Владимир.М ; 361 
 608 ; Лот монет России: 2 коп (11шт) ; 1765-1906 ;  ; Cu ; F/VF- ; 63 ; jef688 ; 189 
 638 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское ; Ag ; F ; 50 ; нумизмат ; 3405 
 510 ; Денга ; 1786 ; ЕМ ; Cu ; F-VF ; 30 ; robocop ; 204 
 511 ; Денга ; 1790 ; ЕМ ; Cu ; VF- ; 56 ; kotok ; 107 
 512 ; Денга ; 1791 ; КМ ; Cu ; VF- ; 27 ; Ч.С. ; 1025 
 513 ; Деньга ; 1813 ; ИМ ПС ; Cu ; VF- ; 61 ; robocop ; 1813 
 514 ; Деньга ; 1818 ; ЕМ НМ ; Cu ; VF-XF ; 73 ; кабан ; 2529 
 515 ; 1/2 копейки ; 1842 ; ЕМ ; Cu ; F-VF ; 55 ; himik121 ; 141 
 516 ; 1/2 копейки ; 1846 ; СМ ; Cu ; F-VF ; 47 ; vic2 ; 290 
 517 ; Денежка ; 1850 ; ЕМ ; Cu ; XF- ; 55 ; кве ; 2040 
 518 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; VF+ ; 98 ; Юрий2010 ; 945 
 519 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 23 ; 22dim ; 209 
 520 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 3 ; kremen ; 126 
 521 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF- ; 19 ; 22dim ; 181 
 522 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; AU/XF ; 54 ; verunk1 ; 413 
 523 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF ; 39 ; Оттар ; 267 
 524 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 44 ; goryn ; 122 
 525 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 94 ; verunk1 ; 528 
 526 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 91 ; bell ; 554 
 527 ; 1/2 копейки ; 1915 ;  ; Cu ; XF ; 22 ; Оттар ; 444 
 528 ; Полушка (Петров-1р) ; 1704 ;  ; Cu ; F ; 57 ; Владимир.М ; 1134 
 529 ; Полушка ; 1719? ;  ; Cu ; VF- ; 57 ; gaa0378 ; 403 
 530 ; Полушка ; 1720 ;  ; Cu ; F-VF ; 24 ; jef688 ; 85 
 531 ; Полушка ; 1721 ; НД ; Cu ; F+ ; 13 ; astronotus ; 500 
 532 ; Полушка (Петров-5р, Ильин-4р) ; 1721 ;  ; Cu ; F-VF ; 60 ; overshtag ; 5667 
 533 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF-XF ; 86 ; sergeygor ; 2026 
 534 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF+ ; 30 ; hunter72 ; 165 
 535 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F-VF ; 29 ; kremen ; 73 
 536 ; Полушка ; 1741 ; Орёл 1730 г. ; Cu ; F+ ; 18 ; кабан ; 887 
 537 ; Полушка ; 1758 ;  ; Cu ; F-VF ; 19 ; Банзай ; 969 
 538 ; Полушка ; 1767 ; ЕМ ; Cu ; F-VF ; 31 ; Rjn ; 320 
 539 ; Полушка (Петров-3р) ; 1767 ; КМ "Сибирь" ; Cu ; F ; 34 ; Al0851 ; 826 
 540 ; Полушка (Петров-3р, Ильин-3р) ; 1797 ; КМ ; Cu ; F+ ; 96 ; robocop ; 4306 
 541 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; F-VF ; 66 ; Седой ; 241 
 542 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; AU ; 111 ; dimon46 ; 2550 
 543 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU ; 65 ; Оттар ; 1023 
 544 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 16 ; Оттар ; 995 
 545 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF-XF ; 78 ; Ученик ; 1125 
 546 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; XF- ; 39 ; Ученик ; 956 
 547 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF ; 18 ; пепел ; 234 
 548 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF ; 16 ; нумизмат ; 275 
 549 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF ; 55 ; каламбур ; 244 
 550 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF+ ; 39 ; Cvetkov ; 343 
 551 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF+ ; 47 ; нумизмат ; 313 
 552 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 64 ; bux. ; 336 
 553 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF ; 83 ; kremen ; 157 
 554 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 90 ; zybr ; 373 
 555 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 75 ; Юрий2010 ; 209 
 556 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF ; 103 ; Anatolij1947 ; 340 
 557 ; 10 пенни ; 1909 ; Финляндия ; Cu ; VF+ ; 45 ; Cvetkov ; 437 
 558 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF ; 129 ; нумизмат ; 365 
 559 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 75 ; Anatolij1947 ; 339 
 460 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 21 ; 995953 ; 104 
 461 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF- ; 55 ; шев ; 479 
 462 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 44 ; арбат ; 157 
 463 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF+ ; 81 ; трулебас ; 1045 
 464 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 59 ; kremen ; 81 
 465 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF ; 45 ; kremen ; 70 
 466 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF- ; 24 ; Al0851 ; 61 
 467 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; VF- ; 48 ; Kadzuk ; 99 
 468 ; 2 копейки ; 1824 ; КМ АМ ; Cu ; VF- ; 16 ; кабан ; 224 
 469 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; VF- ; 116 ; кабан ; 246 
 470 ; 2 копейки (Петров-2р, Ильин-1р) ; 1829 ; КМ АМ ; Cu ; F+ ; 43 ; Lasto4kaSPB ; 429 
 471 ; 2 копейки ; 1844 ; ЕМ ; Cu ; F-VF ; 30 ; kremen ; 79 
 472 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF ; 31 ; Ч.С. ; 147 
 473 ; 2 копейки ; 1894 ; СПБ ; Cu ; VF ; 31 ; piter_k ; 173 
 474 ; Копейка ; 1710 ; МД ; Cu ; F+ ; 91 ; дидуня ; 732 
 475 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F-VF ; 39 ; ur_adamov ; 2179 
 476 ; Копейка ; 1714 ; НД ; Cu ; F-VF ; 65 ; дидуня ; 1224 
 477 ; Копейка ; 1728 ;  ; Cu ; F-VF ; 29 ; art67 ; 2874 
 478 ; Копейка ; 1760 ;  ; Cu ; F+ ; 77 ; дидуня ; 248 
 479 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; VF ; 86 ; imir ; 1409 
 480 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; VF+ ; 162 ; imir ; 1558 
 481 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 40 ; Пим ; 361 
 482 ; Копейка ; 1790 ; ЕМ ; Cu ; VF ; 67 ; Ronald ; 393 
 483 ; Копейка ; 1795 ; ЕМ ; Cu ; VF ; 54 ; SergeyAnatoljevich ; 1122 
 484 ; Копейка (Ильин-4р) ; 1797 ; КМ ; Cu ; F ; 56 ; art67 ; 10112 
 485 ; Копейка (Ильин-3р) ; 1798 ; КМ ; Cu ; F-VF ; 37 ; robocop ; 5000 
 486 ; Копейка (Петров-3,5р, Ильин-4р) ; 1817 ; КМ АМ ; Cu ; F+ ; 61 ; Владимир.М ; 2754 
 487 ; Копейка ; 1827 ; КМ АМ ; Cu ; F-VF ; 56 ; dagoff ; 384 
 488 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; VF- ; 22 ; дидуня ; 206 
 489 ; Копейка ; 1830 ; КМ АМ ; Cu ; VF- ; 17 ; Bolt ; 257 
 490 ; Копейка ; 1842 ; СПМ ; Cu ; VF ; 69 ; дидуня ; 265 
 491 ; Копейка ; 1846 ; СМ ; Cu ; F-VF ; 30 ; kremen ; 83 
 492 ; Копейка ; 1854 ; ЕМ ; Cu ; VF ; 11 ; kremen ; 125 
 493 ; Копейка ; 1856 ; ВМ ; Cu ; VF-XF ; 70 ; ringo ; 2586 
 494 ; Копейка ; 1860 ; ЕМ ; Cu ; VF ; 117 ; volkov ; 352 
 495 ; Копейка ; 1861 ; ВМ ; Cu ; VF- ; 103 ; Gordey72 ; 560 
 496 ; Копейка ; 1869 ; СПБ ; Cu ; F-VF ; 68 ; gri 1971 ; 2190 
 497 ; Копейка ; 1882 ; СПБ ; Cu ; VF ; 45 ; Doca ; 95 
 498 ; Копейка ; 1891 ; СПБ ; Cu ; VF ; 56 ; Doca ; 95 
 499 ; Копейка ; 1898 ; СПБ ; Cu ; VF ; 24 ; Оттар ; 131 
 500 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 8 ; niger ; 97 
 501 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 10 ; Doca ; 86 
 502 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 4 ; dikiy17 ; 79 
 503 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 8 ; kb-antil77 ; 50 
 504 ; Денга (Ильин-3р) ; 1700 ;  ; Cu ; F ; 28 ; 995953 ; 1836 
 505 ; Денга. Аверс/Реверс 35 градусов ; 1737 ;  ; Cu ; VF ; 75 ; igor_r65 ; 306 
 506 ; Денга ; 1749 ;  ; Cu ; VF- ; 46 ; hunter72 ; 97 
 507 ; Денга ; 1750 ;  ; Cu ; VF ; 67 ; ANK ; 114 
 508 ; Денга ; 1757 ;  ; Cu ; F-VF ; 80 ; robocop ; 554 
 509 ; Денга ; 1760 ;  ; Cu ; F-VF ; 21 ; robocop ; 459 
 410 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 47 ; overshtag ; 306 
 411 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 34 ; kremen ; 153 
 412 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 31 ; Gerich ; 157 
 413 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 19 ; kremen ; 127 
 414 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 28 ; валери ; 152 
 415 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 25 ; валери ; 153 
 416 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 36 ; Gerich ; 156 
 417 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 95 ; bragfe ; 189 
 418 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 72 ; Gerich ; 200 
 419 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 64 ; bragfe ; 169 
 420 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 10 ; ayy ; 250 
 421 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 19 ; bragfe ; 108 
 422 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 19 ; bragfe ; 159 
 423 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 8 ; bragfe ; 153 
 424 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 44 ; areal ; 169 
 425 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 10 ; bragfe ; 159 
 426 ; 2 копейки ; 1800 ; КМ ; Cu ; VF ; 69 ; кабан ; 1344 
 427 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 49 ; bragfe ; 176 
 428 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 6 ; bragfe ; 159 
 429 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 35 ; валери ; 147 
 430 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 13 ; валери ; 164 
 431 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 20 ; jef688 ; 110 
 432 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 15 ; robocop ; 306 
 433 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 53 ; kremen ; 193 
 434 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 41 ; bragfe ; 189 
 435 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 42 ; bragfe ; 177 
 436 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 37 ; bragfe ; 144 
 437 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 31 ; валери ; 181 
 438 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 42 ; валери ; 170 
 439 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 24 ; bragfe ; 157 
 440 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 18 ; bragfe ; 138 
 441 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 85 ; bragfe ; 159 
 442 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 9 ; Gerich ; 185 
 443 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 16 ; kremen ; 163 
 444 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 14 ; bragfe ; 170 
 445 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 6 ; bragfe ; 102 
 446 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 15 ; валери ; 147 
 447 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 8 ; валери ; 174 
 448 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 25 ; kremen ; 169 
 449 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 84 ; ayy ; 220 
 450 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 153 
 451 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 14 ; molchun ; 160 
 452 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 12 ; kremen ; 123 
 453 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 65 ; валери ; 165 
 454 ; 2 копейки ; 1802 ; ЕМ ; Cu ; VF- ; 63 ; serg2010 ; 5613 
 455 ; 2 копейки (Ильин-3р) ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 68 ; кабан ; 2293 
 456 ; 2 копейки ; 1810 ; КМ ; Cu ; VF+ ; 78 ; Lasto4kaSPB ; 1014 
 457 ; 2 копейки (Ильин-1р) ; 1810 ; КМ ПБ ; Cu ; VF ; 51 ; кабан ; 5610 
 458 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF+ ; 73 ; грустный ; 793 
 459 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 34 ; serg2010 ; 200 
 360 ; 5 копеек ; 1804 ; ЕМ ; Cu ; XF-/VF ; 71 ; Levin1978 ; 3540 
 361 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 78 ; serg2010 ; 3062 
 362 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF ; 41 ; autost ; 3400 
 363 ; 5 копеек ; 1806 ; ЕМ ; Cu ; XF-/VF+ ; 88 ; leks ; 1532 
 364 ; 5 копеек (Ильин-1р) ; 1831 ; СМ ; Cu ; VF- ; 83 ; Molot ; 376 
 365 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF+ ; 43 ; Rosomaxa ; 412 
 366 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F-VF ; 21 ; Molot ; 388 
 367 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF+ ; 58 ; dagoff ; 918 
 368 ; 5 копеек ; 1864 ; ЕМ ; Cu ; VF- ; 38 ; Владимир.М ; 399 
 369 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VF+ ; 80 ; dagoff ; 941 
 370 ; 5 копеек ; 1875 ; ЕМ ; Cu ; VF ; 23 ; Ч.С. ; 267 
