 5988 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 9 ; USS ; 41 
 573 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 25 ; takhizis1313 ; 417 
 574 ; 1/2 копейки. В капсуле ECC ; 1910 ; СПБ ; Cu ; F-VF ; 50 ; кузьма50 ; 567 
 575 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF-XF ; 18 ; 1879 ; 643 
 576 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU ; 36 ; Гарыныч ; 1010 
 577 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 44 ; dimka_98rus ; 243 
 578 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF ; 26 ; andrej888 ; 202 
 579 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 15 ; andrej888 ; 204 
 580 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 9 ; vizer ; 180 
 581 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 28 ; vizer ; 191 
 582 ; 1/2 копейки. В капсуле ECC ; 1913 ; СПБ ; Cu ; XF+ ; 31 ; YUREZ ; 408 
 583 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 22 ; andrej888 ; 202 
 584 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF ; 24 ; andrej888 ; 204 
 585 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 27 ; andrej888 ; 186 
 586 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 19 ; double ; 185 
 587 ; 1/2 копейки ; 1915 ;  ; Cu ; VF-XF ; 47 ; 8alera ; 509 
 588 ; Полушка ; 1720 ;  ; Cu ; F ; 24 ; триори ; 316 
 589 ; Полушка ; 1721 ;  ; Cu ; VG ; 5 ; vvt ; 453 
 590 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 19 ; упс ; 227 
 591 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 12 ; viv1957 ; 139 
 592 ; Полушка ; 1758 ;  ; Cu ; F+ ; 30 ; vvt ; 1334 
 593 ; Полушка ; 1767 ; ЕМ ; Cu ; VG ; 16 ; spektr ; 204 
 594 ; Полушка ; 1768 ; ЕМ ; Cu ; VG ; 21 ; flutter ; 239 
 595 ; Полушка ; 1770 ; ЕМ ; Cu ; VG ; 17 ; flutter ; 260 
 596 ; Полушка ; 1771 ; ЕМ ; Cu ; VG ; 31 ; Andr89 ; 459 
 597 ; Полушка ; 1777 ; КМ "Сибирь" ; Cu ; F-VF ; 77 ; zigzag ; 4692 
 598 ; Полушка ; 1779 ; КМ "Сибирь" ; Cu ; VG ; 15 ; fpa83 ; 227 
 599 ; Полушка ; 1786 ; КМ ; Cu ; VG ; 16 ; fpa83 ; 969 
 600 ; Полушка ; 1791 ; КМ ; Cu ; VG/F ; 16 ; fpa83 ; 931 
 601 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F+ ; 25 ; Лещ ; 378 
 602 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF ; 26 ; Дмитрий475 ; 453 
 603 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; VF+ ; 42 ; бабушка ; 3126 
 604 ; 1/4 копейки ; 1886 ; СПБ ; Cu ; AU ; 48 ; alekseynn ; 3162 
 605 ; 1/4 копейки. В капсуле NGC ; 1897 ; СПБ ; Cu ; AU58BN ; 44 ; bigemot ; 3550 
 606 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU ; 54 ; bigemot ; 3596 
 507 ; Копейка ; 1854 ; ЕМ ; Cu ; VF ; 30 ; 1000 ; 1134 
 508 ; Копейка ; 1868 ; СПБ ; Cu ; F-VF ; 70 ; cond ; 1631 
 509 ; Копейка ; 1868 ; ЕМ ; Cu ; XF- ; 28 ; cond ; 1505 
 510 ; Копейка. Гравировка ; 1870 ; ЕМ ; Cu ; XF ; 36 ; никсер ; 453 
 511 ; Копейка ; 1873 ; ЕМ ; Cu ; F+ ; 60 ; VAM ; 726 
 512 ; Копейка ; 1883 ; СПБ ; Cu ; F ; 18 ; SERGEY57 ; 68 
 513 ; Копейка ; 1886 ; СПБ ; Cu ; VF- ; 29 ; ksun ; 473 
 514 ; Копейка ; 1895 ; СПБ ; Cu ; VF- ; 29 ; EMF ; 227 
 515 ; Копейка ; 1896 ; СПБ ; Cu ; XF ; 7 ; EMF ; 805 
 516 ; Копейка ; 1898 ; СПБ ; Cu ; XF- ; 27 ; 222211 ; 352 
 517 ; Копейка ; 1899 ; СПБ ; Cu ; VF ; 25 ; vitab ; 125 
 518 ; Копейка ; 1899 ; СПБ ; Cu ; VF-/F- ; 16 ; Pavel31 ; 68 
 519 ; Копейка ; 1899 ; СПБ ; Cu ; F+ ; 23 ; Pavel31 ; 87 
 520 ; Копейка. В капсуле ECC ; 1901 ; СПБ ; Cu ; VF-XF ; 18 ; warrior921 ; 402 
 521 ; Копейка ; 1902 ; СПБ ; Cu ; F- ; 14 ; off ; 509 
 522 ; Копейка ; 1903 ; СПБ ; Cu ; F-VF ; 20 ; Pavel31 ; 66 
 523 ; Копейка ; 1904 ; СПБ ; Cu ; F-VF ; 13 ; Pavel31 ; 62 
 524 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 23 ; крот655 ; 83 
 525 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 35 ; vitab ; 128 
 526 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 43 ; vitab ; 189 
 527 ; Копейка ; 1910 ; СПБ ; Cu ; VF-XF ; 7 ; vizer ; 128 
 528 ; Копейка ; 1910 ; СПБ ; Cu ; VF-XF ; 21 ; NANDRE ; 173 
 529 ; Копейка ; 1911 ; СПБ ; Cu ; XF- ; 22 ; Маша-растеряша ; 114 
 530 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 15 ; MaxA ; 65 
 531 ; Копейка. В капсуле ECC ; 1912 ; СПБ ; Cu ; XF ; 9 ; warrior921 ; 407 
 532 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 17 ; vizer ; 90 
 533 ; Копейка ; 1912 ; СПБ ; Cu ; XF ; 19 ; vizer ; 81 
 534 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 9 ; vizer ; 77 
 535 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 16 ; Pavel31 ; 62 
 536 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 10 ; vizer ; 101 
 537 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 25 ; EAL34 ; 114 
 538 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 23 ; Гарыныч ; 370 
 539 ; Копейка. В капсуле ECC ; 1914 ; СПБ ; Cu ; VF-XF ; 37 ; alex752 ; 1004 
 540 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 16 ; alex752 ; 169 
 541 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 53 ; Гарыныч ; 390 
 542 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 12 ; takhizis1313 ; 153 
 543 ; Копейка ; 1915 ;  ; Cu ; XF/AU ; 8 ; paranoy ; 126 
 544 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 21 ; EAL34 ; 122 
 545 ; Копейка ; 1915 ;  ; Cu ; XF- ; 15 ; vizer ; 114 
 546 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 32 ; Pavel31 ; 108 
 547 ; Денга ; 1730 ;  ; Cu ; VG ; 38 ; ion ; 286 
 548 ; Денга ; 1731 ;  ; Cu ; F ; 22 ; rom11 ; 543 
 549 ; Денга ; 1737 ;  ; Cu ; VF-XF ; 86 ; Данила ; 1734 
 550 ; Денга ; 1737 ;  ; Cu ; F ; 17 ; Pavel31 ; 73 
 551 ; Денга ; 1737 ;  ; Cu ; F- ; 16 ; Pavel31 ; 57 
 552 ; Денга ; 1738 ;  ; Cu ; F- ; 15 ; Pavel31 ; 76 
 553 ; Денга ; 1748 ;  ; Cu ; F ; 16 ; акопа ; 184 
 554 ; Денга ; 1749 ;  ; Cu ; F ; 12 ; vahka ; 57 
 555 ; Денга. Брак чеканки ; 1749 ;  ; Cu ; VG/F ; 61 ; Великая ; 408 
 556 ; Денга ; 1750 ;  ; Cu ; VF- ; 26 ; Лёха22 ; 192 
 457 ; 2 копейки. В капсуле PCGS ; 1790 ; ЕМ ; Cu ; VF-XF ; 65 ; verunk1 ; 4488 
 458 ; 2 копейки. В капсуле PCGS ; 1797 ; ЕМ ; Cu ; VF-XF ; 31 ; брат2 ; 829 
 459 ; 2 копейки ; 1798 ; КМ ; Cu ; F-VF ; 40 ; A.G ; 1030 
 460 ; 2 копейки. В капсуле PCGS ; 1798 ; АМ ; Cu ; VF+ ; 45 ; rjgfntkm ; 1592 
 461 ; 2 копейки ; 1802 ; ЕМ ; Cu ; VG ; 33 ; wv ; 2199 
 462 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F ; 54 ; Дмитрий475 ; 114 
 463 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF ; 25 ; Andrei2007 ; 310 
 464 ; 2 копейки ; 181? ;  ; Cu ; F ; 7 ; Pavel31 ; 51 
 465 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 17 ; Илья Владимирович ; 612 
 466 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 20 ; Дмитрий475 ; 378 
 467 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 23 ; Dмитрий ; 408 
 468 ; 2 копейки. В капсуле PCGS ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 20 ; брат2 ; 628 
 469 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F-VF ; 10 ; Pavel31 ; 62 
 470 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; F+ ; 7 ; Pavel31 ; 62 
 471 ; 2 копейки ; 1821 ; КМ АМ ; Cu ; G/VG ; 18 ; ksun ; 147 
 472 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F+ ; 31 ; Илья Владимирович ; 352 
 473 ; 2 копейки ; 1860 ; ЕМ ; Cu ; VF ; 34 ; Дмитрий475 ; 612 
 474 ; 2 копейки ; 1863 ; ЕМ ; Cu ; F ; 11 ; Kristina03 ; 111 
 475 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF- ; 17 ; double ; 371 
 476 ; 2 копейки ; 1877 ; СПБ ; Cu ; VF ; 39 ; Маша-растеряша ; 1338 
 477 ; 2 копейки ; 1882 ; СПБ ; Cu ; VF-XF ; 33 ; solder13 ; 1122 
 478 ; 2 копейки ; 1886 ; СПБ ; Cu ; VF ; 62 ; solder13 ; 1857 
 479 ; 2 копейки ; 1891 ; СПБ ; Cu ; F-VF ; 20 ; ksun ; 242 
 480 ; 2 копейки ; 1896 ; СПБ ; Cu ; F-VF ; 11 ; ввп ; 82 
 481 ; 2 копейки. В капсуле NGC ; 1899 ; СПБ ; Cu ; AU58 ; 37 ; bigemot ; 3572 
 482 ; 2 копейки ; 1901 ; СПБ ; Cu ; F ; 11 ; Pavel31 ; 68 
 483 ; 2 копейки. В капсуле NGC ; 1902 ; СПБ ; Cu ; XF- ; 70 ; verunk1 ; 8415 
 484 ; 2 копейки ; 1903 ; СПБ ; Cu ; F+ ; 9 ; Pavel31 ; 68 
 485 ; 2 копейки ; 1909 ; СПБ ; Cu ; XF ; 8 ; крот655 ; 612 
 486 ; 2 копейки. В капсуле NGC ; 1911 ; СПБ ; Cu ; UNC ; 94 ; bigemot ; 1527 
 487 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 31 ; vizer ; 94 
 488 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 11 ; Pavel31 ; 53 
 489 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 22 ; 312 ; 64 
 490 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 54 ; 1879 ; 166 
 491 ; 2 копейки. В капсуле ECC ; 1914 ; СПБ ; Cu ; AU ; 19 ; warrior921 ; 361 
 492 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 21 ; 1879 ; 170 
 493 ; Копейка. В капсуле PCGS ; 1914 ; СПБ ; Cu ; AU ; 19 ; cccр ; 1200 
 494 ; 2 копейки ; 1915 ;  ; Cu ; VF+/VF-XF ; 30 ; SERGEY57 ; 99 
 495 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 36 ; Pavel31 ; 163 
 496 ; Копейка ; 1705 ; БК ; Cu ; VG ; 66 ; MMM371 ; 2567 
 497 ; Копейка ; 1712 ; МД ; Cu ; VG/G ; 76 ; val211 ; 2142 
 498 ; Копейка ; 1728 ;  ; Cu ; F+ ; 38 ; double ; 1700 
 499 ; Копейка ; 1757 ;  ; Cu ; VF ; 49 ; SIBPROPILOT ; 10500 
 500 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; VF- ; 8 ; ВЯЗЪ ; 306 
 501 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; VG ; 13 ; ksun ; 357 
 502 ; Копейка ; 1794 ; ЕМ ; Cu ; F- ; 18 ; spektr ; 238 
 503 ; Копейка ; 1798 ; ЕМ ; Cu ; VG ; 20 ; Andr89 ; 363 
 504 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 19 ; Илья Владимирович ; 217 
 505 ; Копейка ; 1841 ; СПМ ; Cu ; F- ; 14 ; Pavel31 ; 160 
 506 ; Копейка ; 1852 ; ЕМ ; Cu ; F-VF ; 16 ; vizer ; 152 
 407 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 29 ; evdiral ; 449 
 408 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF- ; 47 ; sergeyvma ; 4500 
 409 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 33 ; соотечественник ; 1441 
 410 ; 5 копеек. В капсуле PCGS ; 1796 ; АМ ; Cu ; XF- ; 17 ; rjgfntkm ; 2612 
 411 ; 5 копеек. В капсуле PCGS ; 1803 ; ЕМ ; Cu ; XF- ; 28 ; кузьма50 ; 3059 
 412 ; 5 копеек. В капсуле ECC ; 1831 ; ЕМ ФХ ; Cu ; VF+ ; 33 ; verunk1 ; 4080 
 413 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; F-VF ; 19 ; котик ; 291 
 414 ; 5 копеек ; 1868 ; СПБ ; Cu ; VF ; 69 ; форсаж ; 1456 
 415 ; 5 копеек ; 1868 ; ЕМ ; Cu ; F-VF ; 25 ; karrus ; 222 
 416 ; 5 копеек ; 1869 ; СПБ ; Cu ; F ; 71 ; форсаж ; 1176 
 417 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F+ ; 20 ; Дмитрий475 ; 227 
 418 ; 5 копеек ; 1871 ; ЕМ ; Cu ; F+ ; 15 ; antongor ; 170 
 419 ; 5 копеек ; 1880 ; СПБ ; Cu ; VF+/VF-XF ; 39 ; double ; 817 
 420 ; 5 копеек ; 1881 ; СПБ ; Cu ; F-VF ; 44 ; триори ; 1610 
 421 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 35 ; paranoy ; 630 
 422 ; 5 копеек ; 1912 ; СПБ ; Cu ; VG ; 50 ; kama747 ; 2001 
 423 ; 3 копейки ; 1844 ; ЕМ ; Cu ; F-VF ; 78 ; double ; 899 
 424 ; 3 копейки ; 1859 ; ЕМ ; Cu ; VF+ ; 36 ; dali ; 2267 
 425 ; 3 копейки ; 1868 ; СПБ ; Cu ; VF ; 45 ; DaMon15 ; 1857 
 426 ; 3 копейки ; 1881 ; СПБ ; Cu ; VF-XF ; 34 ; Данила ; 3790 
 427 ; 3 копейки ; 1884 ; СПБ ; Cu ; XF- ; 41 ; 222211 ; 3572 
 428 ; 3 копейки. В капсуле PCGS ; 1892 ; СПБ ; Cu ; AU55 ; 43 ; 222211 ; 2162 
 429 ; 3 копейки ; 1898 ; СПБ ; Cu ; F+ ; 19 ; double ; 261 
 430 ; 3 копейки ; 1899 ; СПБ ; Cu ; F+ ; 22 ; Pavel31 ; 92 
 431 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 33 ; vizer ; 129 
 432 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 17 ; vizer ; 102 
 433 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 46 ; kama747 ; 291 
 434 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 17 ; Pavel31 ; 101 
 435 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 51 ; крот655 ; 192 
 436 ; 3 копейки ; 1912 ; СПБ ; Cu ; F- ; 20 ; Pavel31 ; 77 
 437 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF ; 27 ; крот655 ; 291 
 438 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 28 ; Voloh ; 230 
 439 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 20 ; kn157736 ; 408 
 440 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 17 ; vizer ; 112 
 441 ; 3 копейки ; 1916 ;  ; Cu ; XF+/XF- ; 36 ; tanker1975 ; 232 
 442 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F ; 17 ; Pavel31 ; 70 
 443 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 17 ; olq ; 510 
 444 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; VF- ; 63 ; maxxim ; 5110 
 445 ; 2 копейки ; 1759 ;  ; Cu ; F+ ; 20 ; sahakala ; 133 
 446 ; 2 копейки ; 1760 ;  ; Cu ; F ; 43 ; Майкл ; 711 
 447 ; 2 копейки ; 1761 ;  ; Cu ; VF ; 64 ; maxxim ; 6222 
 448 ; 2 копейки ; 1762 ;  ; Cu ; F- ; 54 ; SSK ; 11111 
 449 ; 2 копейки ; 1763 ; ЕМ ; Cu ; F ; 20 ; 1823 ; 159 
 450 ; 2 копейки ; 1764 ; ММ ; Cu ; VG ; 24 ; fpa83 ; 510 
 451 ; 2 копейки ; 1767 ; ЕМ ; Cu ; F ; 42 ; форсаж ; 71 
 452 ; 2 копейки ; 1769 ; ЕМ ; Cu ; F- ; 17 ; форсаж ; 136 
 453 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F+ ; 25 ; zigzag ; 1836 
 454 ; 2 копейки ; 1771 ; ЕМ ; Cu ; F-VF ; 8 ; winten2 ; 510 
 455 ; 2 копейки ; 1776 ; ЕМ ; Cu ; F-VF ; 22 ; winten2 ; 998 
 456 ; 2 копейки ; 1788 ; ММ ; Cu ; VG ; 21 ; boroda ; 272 
 357 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 57 ; bagsy ; 306 
 358 ; 25 пенни. В капсуле ECC ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 14 ; Ssid ; 340 
 359 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU/XF ; 11 ; Valery6776 ; 216 
 360 ; Лот монет России для Финляндии (10шт): 25 пенни ; 1915-1917 ;  ; Ag ; AU ; 34 ; сортам70 ; 1124 
 361 ; Лот монет России (6шт): 50коп, 20коп, 15коп, 1коп ; 1896-1915 ;  ; Ag ; XF/G ; 43 ; Карон ; 2708 
 362 ; Лот монет России (13шт): 20коп, 15коп, 10коп ; 1869-1911 ;  ; Ag ; VF-/G ; 44 ; Карон ; 1461 
 363 ; Лот монет России (4шт): 20коп, 50пенни, 25пенни ; 1890-1909 ;  ; Ag ; VF-XF/F- ; 20 ; boroda ; 357 
 364 ; Лот монет России: 20,10 коп, 25 пенни,5 грошей (4шт) ; 1825-1915 ;  ; Ag ; XF/VG ; 25 ; кент ; 506 
 365 ; Лот монет России для Финляндии(5шт): 50,25пенни ; 1916-1917 ;  ; Ag ; AU/XF ; 17 ; сортам70 ; 585 
 366 ; Лот монет России (8шт): 20,15,5коп ; 1890-1915 ;  ; Ag ; VF-XF/VG ; 23 ; Карон ; 1120 
 367 ; Лот монет России (3шт): 20,15,10коп ; 1899-1908 ;  ; Ag ; F-VF/F- ; 79 ; kvs ; 1624 
 368 ; Лот монет России: 25,10 коп, 1 денга (4шт). Отверстие ; 1797-1908 ;  ; Ag,Cu ; VF-/G ; 32 ; VAPK ; 750 
 369 ; Лот монет России (2шт): 20,10коп. Отверстие ; 1861-1875 ;  ; Ag ; F-/G ; 83 ; wv ; 119 
 370 ; Лот монет России (4шт): 20коп, 10коп ; 1903-1908 ;  ; Ag ; F-VF/F ; 23 ; grizlimays ; 410 
 371 ; Лот монет России (5шт): 15,10,5коп ; 1875-1916 ;  ; Ag ; VF-XF/F ; 57 ; PIM ; 976 
 372 ; Лот монет России (10шт): 10 копеек ; 1869-1916 ;  ; Ag ; VF-XF/VG ; 39 ; grizlimays ; 1600 
 373 ; Лот (браслет): 10 коп (8шт) ; 1900-1915 ;  ; Ag ;  ; 26 ; Карон ; 509 
 374 ; 10 копеек ; 1777 ; КМ "Сибирь" ; Cu ; VF+ ; 61 ; слоник ; 11313 
 375 ; 5 копеек ; 1725 ; МД Дата снизу вверх ; Cu ; VG ; 36 ; ар-тур ; 1813 
 376 ; 5 копеек ; 1724 ; МД ; Cu ; VF- ; 49 ; упс ; 4713 
 377 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; VF- ; 45 ; упс ; 4182 
 378 ; 5 копеек ; 1759 ;  ; Cu ; VF+/VF- ; 38 ; 1823 ; 1235 
 379 ; 5 копеек ; 1761 ;  ; Cu ; F+ ; 19 ; wolikaz ; 276 
 380 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 30 ; winten2 ; 447 
 381 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF- ; 36 ; Дмитрий475 ; 442 
 382 ; 5 копеек ; 1766 ; СМ ; Cu ; VG/G ; 47 ; rbc ; 1132 
 383 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 17 ; Eddy ; 918 
 384 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 15 ; winten2 ; 416 
 385 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 19 ; winten2 ; 432 
 386 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 26 ; winten2 ; 428 
 387 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 13 ; antongor ; 401 
 388 ; 5 копеек ; 1773 ; КМ "Сибирь" ; Cu ; F+ ; 66 ; olq ; 2772 
 389 ; 5 копеек ; 1776 ; КМ "Сибирь" ; Cu ; VF-XF ; 82 ; 222211 ; 8517 
 390 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 14 ; winten2 ; 567 
 391 ; 5 копеек. ; 1778 ; КМ  ; Cu ; VF-XF ; 51 ; fantastika ; 10372 
 392 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 32 ; evdiral ; 412 
 393 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 32 ; igrtlk ; 414 
 394 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 27 ; vitab ; 423 
 395 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF+ ; 29 ; igrtlk ; 432 
 396 ; 5 копеек. В капсуле PCGS ; 1785 ; ЕМ ; Cu ; VF-XF ; 34 ; CASH ; 1870 
 397 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 19 ; Mikl2015 ; 469 
 398 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 50 ; 222211 ; 5999 
 399 ; 5 копеек ; 1789 ; АМ ; Cu ; VF+ ; 16 ; double ; 980 
 400 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 52 ; Andr89 ; 802 
 401 ; 5 копеек ; 1790 ; АМ ; Cu ; F-VF ; 29 ; Polytoner ; 1000 
 402 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 25 ; докторро ; 561 
 403 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 27 ; fantastika ; 989 
 404 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+/VF ; 20 ; evdiral ; 459 
 405 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 13 ; nafuk ; 624 
 406 ; 5 копеек ; 1792 ; АМ ; Cu ; VF+ ; 19 ; warrior921 ; 1244 
 307 ; 10 грошей ; 1816 ; IB Польша ; Ag ; VG ; 52 ; val211 ; 1005 
 308 ; 10 грошей ; 1831 ; KG Польша ; Ag ; VF+ ; 43 ; $$$ ; 9900 
 309 ; 10 грошей ; 1836 ; MW Рус.-Пол. ; Ag ; F- ; 71 ; 222211 ; 1249 
 310 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VG ; 28 ; DIMA 57 ; 357 
 311 ; 5 грошей ; 1818 ; IB Польша ; Ag ; VG ; 13 ; dmivanych ; 554 
 312 ; 5 грошей ; 1819 ; IB Польша ; Ag ; F-VF ; 59 ; $$$ ; 9282 
 313 ; 5 грошей ; 1820 ; IB Польша ; Ag ; VG ; 32 ; val211 ; 577 
 314 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 78 ; m1940 ; 2007 
 315 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF+ ; 50 ; СОВ ; 1752 
 316 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF-XF ; 30 ; СОВ ; 1733 
 317 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 39 ; СОВ ; 1692 
 318 ; 2 марки ; 1905 ; L Финляндия ; Ag ; VF-XF ; 96 ; ww buk ; 19103 
