 1161 ; 200 рублей. М-31,1г ; 1994 ; ММД Сохраним наш мир. Соболя ; Au999 ; Proof ; 0 ; Участник № 44 ; 60000 
 965 ; 1/4 копейки ; 1915 ;  ; Cu ; XF+/XF- ; 51 ; lchernata ; 1593 
 966 ; 2 копейки "оккупация" ; 1916А ;  ; Fe ; F-VF ; 58 ; Ohotnik ; 714 
 967 ; 3 гроша ; 1828 ; FH Польша ; Cu ; F ; 48 ; von_Schwarz ; 304 
 968 ; 3 гроша ; 1830 ; FH Польша ; Cu ; F+ ; 28 ; von_Schwarz ; 313 
 969 ; 3 гроша ; 1833 ; KG Польша ; Cu ; F ; 48 ; von_Schwarz ; 405 
 970 ; 1 грош ; 1817 ; IB Польша ; Cu ; F ; 18 ; ФВС ; 306 
 971 ; 1 грош ; 1823 ; IB Польша ; Cu ; F ; 35 ; val211 ; 239 
 972 ; 1 грош ; 1824 ; IB Польша ; Cu ; F ; 46 ; MDV ; 134 
 973 ; 1 грош ; 1830 ; FH Польша ; Cu ; F ; 14 ; von_Schwarz ; 213 
 974 ; 1 грош ; 1836 ; MW Рус.-Пол. ; Cu ; F ; 39 ; garsn ; 231 
 975 ; 1 грош ; 1839 ; MW Рус.-Пол. ; Cu ; F ; 34 ; garsn ; 201 
 976 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 20 ; koga ; 143 
 977 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 23 ; ddddd ; 147 
 978 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 19 ; ddddd ; 141 
 979 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 33 ; sveta6369 ; 101 
 980 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 26 ; чита ; 204 
 981 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF ; 21 ; ddddd ; 108 
 982 ; 1 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 27 ; Cvetkov ; 100 
 983 ; Лот монет России: 1 копейка (10шт) ; 1852-1866 ;  ; Cu ; F+/F-VF ; 27 ; E68 ; 217 
 984 ; Лот монет России: денга,денежка,1/2 копейки (12шт) ; 1759-1912 ;  ; Cu ; F/F+ ; 7 ; Денни ; 219 
 985 ; Лот монет России: 2 копейки, копейка, денга (3шт) ; 18 век ;  ; Cu ; F+ ; 59 ; кs ; 210 
 986 ; Лот монет России: полушка,1/4 копейки (8шт) ; 1735-1852 ;  ; Cu ; F ; 2 ; E68 ; 51 
 987 ; Лот монет России: денга (11шт) ; 1737-1753 ;  ; Cu ; F+ ; 22 ; Денни ; 167 
 988 ; Лот монет России: 1 копейка (10шт) ; 1798-1845 ;  ; Cu ; F+ ; 18 ; E68 ; 272 
 989 ; Лот монет России: 2 копейки (10шт) ; 1810-1825 ;  ; Cu ; F+ ; 28 ; Денни ; 101 
 990 ; Лот монет России: 3,2,1 коп, деньга (10шт). На деньге отверстие ; 1812-1899 ;  ; Cu ; F/F-VF ; 35 ; Rober ; 55 
 991 ; Лот монет России: 5 копеек,2 копейки (7шт) ; 1758-1843 ;  ; Cu ; F+ ; 45 ; ФВС ; 255 
 992 ; Лот монет России:5 копеек, 3,2 копейки, 1 копейка (7шт) ; 1757-1913 ;  ; Cu ; F+/VF+ ; 38 ; Денни ; 231 
 993 ; Лот монет России: 2 копейки (10шт) ; 1810-1828 ;  ; Cu ; F+ ; 3 ; Денни ; 116 
 994 ; Монета. Тмутаракань, Мстислав Удалой ; X в ;  ; Cu ; F+ ; 34 ; sssppp ; 10404 
 995 ; Денга. Суздальско-Нижегородское великое кн-во ; XV в ;  ; Ag ; F-VF ; 85 ; Al777 ; 1280 
 996 ; Денга. Суздальско-Нижегородское кн-во ; н. XV в ;  ; Ag ; VF- ; 185 ; Jeticon ; 1310 
 997 ; Денга. Суздальско-Нижегородское кн-во ; н. XV в ;  ; Ag ; VF- ; 39 ; Al777 ; 711 
 998 ; Денга. Суздальско-Нижегородское великое кн-во ; XV в ;  ; Ag ; VF- ; 44 ; Jeticon ; 2550 
 999 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 66 ; dali ; 1001 
 1000 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 20 ; Luidor ; 101 
 901 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; AU/XF ; 65 ; Roman24 ; 289 
 902 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 18 ; Dom Perignon ; 79 
 903 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 46 ; Урфин_Джюс ; 114 
 904 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 24 ; батя ; 101 
 905 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; F+ ; 32 ; seeren ; 34 
 906 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 33 ; nybyk ; 165 
 907 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 6 ; double ; 273 
 908 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF ; 58 ; nybyk ; 193 
 909 ; Полушка (Ильин-2р) ; 1706 ;  ; Cu ; F+ ; 126 ; vitas123 ; 1632 
 910 ; Полушка ; 1719 ;  ; Cu ; F ; 33 ; Sky2 ; 201 
 911 ; Полушка ; 1720 ;  ; Cu ; VF- ; 48 ; SSK ; 1227 
 912 ; Полушка ; 1720 ;  ; Cu ; F ; 27 ; Sky2 ; 73 
 913 ; Полушка ; 1721 ;  ; Cu ; F ; 40 ; Sky2 ; 137 
 914 ; Полушка ; 1722 ;  ; Cu ; F ; 30 ; Sky2 ; 147 
 915 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F ; 12 ; en_ssw ; 105 
 916 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F-VF ; 19 ; nybyk ; 57 
 917 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VF- ; 55 ; ls1870 ; 187 
 918 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VF- ; 20 ; volod ; 84 
 919 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F-VF ; 14 ; volod ; 68 
 920 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F+ ; 46 ; @@@ ; 51 
 921 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F-VF ; 40 ; @@@ ; 52 
 922 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 30 ; ddddd ; 204 
 923 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 27 ; @@@ ; 50 
 924 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 33 ; valsv ; 37 
 925 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 15 ; @@@ ; 34 
 926 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 14 ; Sky2 ; 55 
 927 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F-VF ; 44 ; valsv ; 50 
 928 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F ; 28 ; Sky2 ; 54 
 929 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F+ ; 18 ; ten137 ; 38 
 930 ; Полушка ; 1749 ; Орёл 1744 г. ; Cu ; F-VF ; 14 ; dimon46 ; 114 
 931 ; Полушка ; 1750 ; Орёл 1744 г. ; Cu ; F ; 4 ; overshtag ; 53 
 932 ; Полушка ; 1757 ;  ; Cu ; VF- ; 50 ; ewa42 ; 771 
 933 ; Полушка ; 1766 ; ЕМ ; Cu ; VF ; 78 ; double ; 716 
 934 ; Полушка ; 1767 ; ЕМ ; Cu ; VF- ; 23 ; ls1870 ; 308 
 935 ; Полушка ; 1769 ; ЕМ ; Cu ; F+ ; 22 ; ten137 ; 55 
 936 ; Полушка ; 1770 ; ЕМ ; Cu ; F ; 9 ; murew ; 153 
 937 ; Полушка ; 1772 ; ЕМ ; Cu ; VF- ; 70 ; ls1870 ; 577 
 938 ; Полушка ; 1772 ; ЕМ ; Cu ; F ; 12 ; val211 ; 93 
 939 ; Полушка ЕМ ; 1780-е г ;  ; Cu ; F-VF ; 37 ; ST ; 71 
 940 ; Полушка (Петров-2,5р,Ильин-1р) ; 1787 ; КМ ; Cu ; F+ ; 20 ; irv ; 532 
 941 ; Полушка ; 1790 ; ЕМ ; Cu ; F-VF ; 30 ; ls1870 ; 310 
 942 ; Полушка (Ильин-4р) ; 1790 ; КМ ; Cu ; F ; 34 ; irv ; 816 
 943 ; Полушка (Ильин-4р) ; 1793 ; КМ ; Cu ; F ; 46 ; кабан ; 505 
 944 ; Полушка ; 1796 ; ЕМ ; Cu ; F ; 69 ; 1234567 ; 510 
 945 ; Полушка ; 1797 ; ЕМ ; Cu ; F-VF ; 103 ; vasily ; 1062 
 946 ; Полушка ; 1797 ; АМ ; Cu ; F ; 45 ; ФВС ; 462 
 947 ; Полушка ; 1798 ; ЕМ ; Cu ; F+ ; 29 ; кабан ; 393 
 948 ; 1/4 копейки ; 1840 ;  ; Cu ; F ; 9 ; nybyk ; 108 
 949 ; 1/4 копейки (Ильин-1р) ; 1840 ; СМ ; Cu ; F-VF ; 82 ; blaster40 ; 1298 
 950 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; F+ ; 44 ; ask ; 165 
 851 ; Денга ; 1760 ;  ; Cu ; F+ ; 36 ; Sky2 ; 83 
 852 ; Денга "Сибирь" ; 176? ;  ; Cu ; F ; 12 ; Ohotnik ; 60 
 853 ; Денга ; 1767 ; ЕМ ; Cu ; F-VF ; 36 ; spektr ; 273 
 854 ; Денга ; 1770 ; ЕМ ; Cu ; VF- ; 43 ; lsp25 ; 232 
 855 ; Денга ; 1770 ; ЕМ ; Cu ; F ; 28 ; spektr ; 81 
 856 ; Денга (Ильин-1р) ; 1783 ; КМ ; Cu ; F+ ; 40 ; spektr ; 337 
 857 ; Денга (Петров-1р) ; 1785 ; КМ ; Cu ; F+ ; 56 ; spektr ; 653 
 858 ; Денга ; 1788 ;  ; Cu ; F-VF ; 25 ; vasya2006 ; 543 
 859 ; Денга ; 1790 ; ЕМ ; Cu ; VF ; 53 ; guran ; 299 
 860 ; Денга (Ильин-1р) ; 1792 ; КМ ; Cu ; F-VF ; 71 ; чита ; 677 
 861 ; Денга (Петров-6р, Ильин-5р) ; 1794 ;  ; Cu ; F-VF ; 33 ; Олег33 ; 7701 
 862 ; Денга ; 1795 ; ЕМ ; Cu ; F-VF ; 42 ; nybyk ; 459 
 863 ; Денга ; 1796 ; ЕМ ; Cu ; VF- ; 36 ; Урфин_Джюс ; 567 
 864 ; Деньга ; 1797 ; ЕМ ; Cu ; F-VF ; 55 ; BST ; 421 
 865 ; Деньга ; 1797 ; АМ ; Cu ; F+ ; 29 ; vitas123 ; 565 
 866 ; Деньга (Ильин-3р) ; 1797 ; КМ ; Cu ; F+ ; 49 ; клок ; 1989 
 867 ; Деньга ; 1798 ; ЕМ ; Cu ; VF- ; 92 ; кабан ; 553 
 868 ; Деньга (Петров-3,75р, Ильин-3р) ; 1816 ; КМ АМ ; Cu ; F ; 85 ; ФВС ; 1054 
 869 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF- ; 30 ; ls1870 ; 405 
 870 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; F-VF ; 19 ; ШВС59 ; 428 
 871 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF ; 48 ; maka ; 674 
 872 ; 1/2 копейки ; 1841 ; ЕМ ; Cu ; F-VF ; 58 ; and ; 128 
 873 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F-VF ; 19 ; Полянка ; 151 
 874 ; 1/2 копейки ; 1843 ; СМ ; Cu ; F+ ; 7 ; and ; 93 
 875 ; 1/2 копейки ; 1845 ; СМ ; Cu ; VF- ; 14 ; SSK ; 363 
 876 ; 1/2 копейки (Ильин-1р) ; 1846 ; СМ ; Cu ; VF- ; 45 ; goland ; 623 
 877 ; Денежка ; 1852 ; ЕМ ; Cu ; F-VF ; 103 ; nybyk ; 224 
 878 ; Денежка ; 1853 ; ЕМ ; Cu ; F-VF ; 74 ; меркурий ; 104 
 879 ; Денежка (Петров-1,5р, Ильин-1р) ; 1855 ; ВМ ; Cu ; F-VF ; 45 ; шев ; 1372 
 880 ; Денежка ; 1856 ; ЕМ ; Cu ; VF- ; 81 ; goland ; 459 
 881 ; Денежка ; 1856 ; ВМ ; Cu ; F-VF ; 34 ; vasya2006 ; 735 
 882 ; Денежка ; 1863 ; ВМ ; Cu ; F-VF ; 95 ; А25 ; 1041 
 883 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; VF- ; 84 ; Zaratus ; 1551 
 884 ; 1/2 копейки ; 1869 ; ЕМ ; Cu ; VF+ ; 35 ; Qersej ; 2210 
 885 ; 1/2 копейки ; 1874 ; ЕМ ; Cu ; VF ; 54 ; zigzag ; 4092 
 886 ; 1/2 копейки ; 1877 ; СПБ ; Cu ; VF+ ; 101 ; клок ; 2257 
 887 ; 1/2 копейки ; 1879 ; СПБ ; Cu ; VF-XF ; 73 ; goland ; 2395 
 888 ; 1/2 копейки ; 1881 ; СПБ ; Cu ; VF ; 34 ; zigzag ; 2630 
 889 ; 1/2 копейки ; 1882 ; СПБ ; Cu ; VF ; 53 ; Lynx-a ; 1830 
 890 ; 1/2 копейки ; 1885 ; СПБ ; Cu ; XF- ; 43 ; goland ; 1711 
 891 ; 1/2 копейки ; 1887 ; СПБ ; Cu ; VF+ ; 62 ; zigzag ; 1577 
 892 ; 1/2 копейки ; 1888 ; СПБ ; Cu ; VF+ ; 69 ; pmaster ; 1625 
 893 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; F+ ; 52 ; МАВ21 ; 277 
 894 ; 1/2 копейки ; 1890 ; СПБ ; Cu ; VF+ ; 91 ; zigzag ; 2110 
 895 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF ; 24 ; lchernata ; 615 
 896 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; F ; 17 ; BOOL19 ; 24 
 897 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 77 ; nybyk ; 329 
 898 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 11 ; Урфин_Джюс ; 95 
 899 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF-XF ; 46 ; vasil47 ; 1020 
 900 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; AU ; 65 ; goland ; 1157 
 801 ; Копейка ; 1892 ; СПБ ; Cu ; F ; 2 ; sher60 ; 51 
 802 ; Копейка ; 1893 ; СПБ ; Cu ; VF+ ; 30 ; Олег33 ; 816 
 803 ; Копейка ; 1894 ; СПБ ; Cu ; F+ ; 12 ; akula ; 12 
 804 ; Копейка. Деформация ; 1895 ; СПБ ; Cu ; F-VF ; 31 ; В1951 ; 40 
 805 ; Копейка ; 1896 ; СПБ ; Cu ; F+ ; 31 ; molodes ; 72 
 806 ; Копейка ; 1897 ; СПБ ; Cu ; F+ ; 8 ; seeren ; 14 
 807 ; Копейка ; 1898 ; СПБ ; Cu ; F+ ; 12 ; Rober ; 12 
 808 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 27 ; Dom Perignon ; 29 
 809 ; Копейка ; 1900 ; СПБ ; Cu ; F-VF ; 21 ; GODlike777 ; 32 
 810 ; Копейка ; 1901 ; СПБ ; Cu ; XF- ; 64 ; Гарин ; 405 
 811 ; Копейка ; 1901 ; СПБ ; Cu ; F+ ; 23 ; Dom Perignon ; 25 
 812 ; Копейка ; 1902 ; СПБ ; Cu ; F+ ; 47 ; Гарин ; 315 
 813 ; Копейка ; 1903 ; СПБ ; Cu ; VF+ ; 49 ; elac ; 116 
 814 ; Копейка ; 1904 ; СПБ ; Cu ; VF+ ; 11 ; Lynx-a ; 120 
 815 ; Копейка ; 1904 ; СПБ ; Cu ; VF- ; 12 ; Akademik ; 30 
 816 ; Копейка ; 1905 ; СПБ ; Cu ; VF-XF ; 69 ; МПП ; 324 
 817 ; Копейка ; 1905 ; СПБ ; Cu ; F+ ; 3 ; кабан ; 12 
 818 ; Копейка ; 1906 ; СПБ ; Cu ; VF+ ; 28 ; volodia1953 ; 160 
 819 ; Копейка ; 1907 ; СПБ ; Cu ; F ; 19 ; foma71 ; 26 
 820 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 27 ; Dom Perignon ; 26 
 821 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 19 ; Dom Perignon ; 33 
 822 ; Копейка ; 1909 ; СПБ ; Cu ; VF ; 38 ; Урфин_Джюс ; 42 
 823 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 18 ; Dom Perignon ; 22 
 824 ; Копейка ; 1910 ; СПБ ; Cu ; XF+ ; 56 ; Roman24 ; 301 
 825 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 25 ; Урфин_Джюс ; 29 
 826 ; Копейка ; 1910 ; СПБ ; Cu ; VF- ; 14 ; rmiller ; 14 
 827 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 20 ; poncho ; 33 
 828 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 7 ; evgen33 ; 26 
 829 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 31 ; ask ; 34 
 830 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 10 ; Poiuyt ; 25 
 831 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 7 ; rmiller ; 24 
 832 ; Копейка ; 1913 ; СПБ ; Cu ; VF- ; 26 ; valsv ; 36 
 833 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 50 ; poncho ; 153 
 834 ; Копейка ; 1915 ;  ; Cu ; AU ; 33 ; хром ; 161 
 835 ; Копейка ; 1916 ;  ; Cu ; VF- ; 28 ; Dom Perignon ; 33 
 836 ; Денга ; 1730 ;  ; Cu ; F+ ; 8 ; ветер99 ; 44 
 837 ; Денга ; 1730 ;  ; Cu ; F ; 35 ; nybyk ; 67 
 838 ; Денга ; 1731 ;  ; Cu ; F-VF ; 65 ; volod ; 266 
 839 ; Денга ; 1731 ;  ; Cu ; F-VF ; 32 ; BST ; 123 
 840 ; Денга ; 1734 ;  ; Cu ; F+ ; 3 ; overshtag ; 31 
 841 ; Денга ; 1735 ;  ; Cu ; VF- ; 24 ; modul ; 36 
 842 ; Денга ; 18 век ;  ; Cu ; F-VF ; 52 ; ls1870 ; 176 
 843 ; Денга ; 1737 ;  ; Cu ; F-VF ; 28 ; Sky2 ; 39 
 844 ; Денга ; 1738 ;  ; Cu ; F+ ; 36 ; Sky2 ; 40 
 845 ; Денга ; 1739 ;  ; Cu ; VF- ; 8 ; volod ; 94 
 846 ; Денга ; 1740 ;  ; Cu ; VF- ; 25 ; volod ; 99 
 847 ; Денга ; 1748 ;  ; Cu ; F+ ; 34 ; nybyk ; 57 
 848 ; Денга ; 1749 ;  ; Cu ; VF- ; 91 ; Bur11 ; 486 
 849 ; Денга ; 1750 ;  ; Cu ; F+ ; 35 ; @@@ ; 42 
 850 ; Денга ; 1754 ;  ; Cu ; F+ ; 6 ; overshtag ; 93 
 751 ; Копейка (Ильин-3р) ; 1798 ; КМ ; Cu ; F+ ; 59 ; дидуня ; 2607 
 752 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 55 ; ask ; 179 
 753 ; Копейка ; 1799 ; ЕМ ; Cu ; VF- ; 45 ; E68 ; 186 
 754 ; Копейка ; 1799 ; ЕМ ; Cu ; VF+ ; 38 ; volkov ; 630 
 755 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 33 ; lsp25 ; 150 
 756 ; Копейка ; 1800 ; ЕМ ; Cu ; VF+ ; 44 ; kol78 ; 204 
 757 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 26 ; en_ssw ; 111 
 758 ; Копейка ; 1800 ; ЕМ ; Cu ; VF ; 24 ; lsp25 ; 181 
 759 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 34 ; lsp25 ; 114 
 760 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 25 ; Shumaher ; 510 
 761 ; 1 копейка ; 181? ;  ; Cu ; F ; 56 ; elpohit ; 79 
 762 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F+ ; 8 ; magnet8 ; 153 
 763 ; Копейка ; 1819 ; КМ АД ; Cu ; F-VF ; 14 ; magnet8 ; 261 
 764 ; Копейка ; 1820 ; КМ АД ; Cu ; VF+ ; 30 ; хром ; 542 
 765 ; Копейка ; 1820 ; ИМ ЯВ ; Cu ; F-VF ; 27 ; vasya2006 ; 929 
 766 ; Копейка ; 1821 ; КМ АМ ; Cu ; F-VF ; 31 ; foma71 ; 490 
 767 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F ; 19 ; valsv ; 39 
 768 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 26 ; en_ssw ; 94 
 769 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VF ; 35 ; lchernata ; 654 
 770 ; Копейка ; 1830 ; КМ АМ ; Cu ; F-VF ; 38 ; клок ; 347 
 771 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F-VF ; 40 ; егерь ; 255 
 772 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF ; 46 ; Shumaher ; 619 
 773 ; Копейка ; 1834 ; ЕМ ФХ ; Cu ; F-VF ; 38 ; hill1972 ; 209 
 774 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 29 ; @@@ ; 153 
 775 ; Копейка ; 1840 ; ЕМ ; Cu ; VF- ; 68 ; habenti ; 203 
 776 ; Копейка ; 1841 ; ЕМ ; Cu ; F-VF ; 19 ; Полянка ; 108 
 777 ; Копейка ; 1841 ; СПМ ; Cu ; VF- ; 92 ; vasya2006 ; 395 
 778 ; Копейка ; 1842 ; СПМ ; Cu ; F+ ; 45 ; vasya2006 ; 295 
 779 ; Копейка ; 1842 ; СМ ; Cu ; F-VF ; 52 ; Полянка ; 153 
 780 ; Копейка ; 1843 ; ЕМ ; Cu ; F-VF ; 53 ; Полянка ; 151 
 781 ; Копейка ; 1844 ; СМ ; Cu ; F ; 17 ; @@@ ; 101 
 782 ; Копейка ; 1844 ; СМ ; Cu ; F ; 24 ; BOOL19 ; 114 
 783 ; Копейка ; 1845 ; СМ ; Cu ; F ; 21 ; en_ssw ; 53 
 784 ; Копейка ; 1846 ; СМ ; Cu ; VF- ; 49 ; MDV ; 268 
 785 ; Копейка ; 1852 ; ЕМ ; Cu ; F ; 23 ; ten137 ; 77 
 786 ; Копейка ; 1853 ; ЕМ ; Cu ; F-VF ; 27 ; Dom Perignon ; 51 
 787 ; Копейка ; 1853 ; ЕМ ; Cu ; F+ ; 18 ; @@@ ; 35 
 788 ; Копейка ; 1856 ; ЕМ ; Cu ; VF- ; 19 ; juchok_93rus ; 386 
 789 ; Копейка ; 1856 ; ВМ ; Cu ; VF- ; 19 ; шев ; 2155 
 790 ; Копейка ; 1858 ; ВМ Венз.уже ; Cu ; F-VF ; 57 ; шев ; 759 
 791 ; Копейка ; 1859 ; ЕМ Корона шире ; Cu ; F+ ; 41 ; hill1972 ; 310 
 792 ; Копейка ; 1859 ; ВМ ; Cu ; F-VF ; 41 ; шев ; 1428 
 793 ; Копейка ; 1878 ; СПБ ; Cu ; F+ ; 20 ; spektr ; 126 
