 5909 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; aleksander2015 ; 36 
 581 ; Медаль. Открытие Америки. 500 лет - Х.Колумб, 260лет - Федоров, Гвоздев, Мошков (1732). Медальер Р.Харитонов ; 1992ЛМД ;  ; Ж/м ; AU ; 30 ; GOBSEK ; 809 
 582 ; Медаль. Святое наследие. D-40мм ;  ;  ; Ж/м ; XF ; 45 ; LEXAI ; 264 
 583 ; Медаль. 50 лет подводной экспедиции. Медальер Р.Харитонов. D-60мм ; 1991ЛМД ;  ; Ж/м ; AU ; 28 ; mebius ; 813 
 584 ; Медаль. Центральный совет ДСО "Локомотив". D-66мм ;  ;  ; Al ; XF- ; 14 ; goscha ; 288 
 585 ; Медаль. Спартакиада объединения "Кировский завод". D-64мм ;  ;  ; Al ; XF ; 5 ; апосум ; 102 
 586 ; Орден "9 сентября 1944". 3-й степени. Болгария ; ж/м,эмаль ;  ; Ag ; XF ; 29 ; AKrav ; 1027 
 587 ; Орден труда 1-й степени. Болгария ; жМ ;  ; Ag ; XF ; 63 ; AKrav ; 772 
 588 ; Крест. Германия. За военные заслуги 1-го класса ; б/м ;  ; Ag ; XF ; 63 ; evseechevvv ; 3059 
 589 ; Орден Священного сокровища 6ст. Япония ;  ;  ; Ag,эмаль ; XF ; 58 ; maymuse ; 3046 
 590 ; Медаль Японо-Китайская война 1894-1895гг. Япония ;  ;  ; Br ; VF-XF ; 48 ; медалькин ; 1518 
 591 ; Медаль основания Маньчжоу-Го 1932г. Япония ;  ;  ; Br ; VF+ ; 33 ; ganza ; 2380 
 592 ; Медаль коронации Сева 1928г. Япония ;  ;  ; Ag ; VF-XF ; 39 ; ganza ; 2045 
 593 ; Медаль в честь 2600 летия Японии ;  ;  ; Br ; XF ; 30 ; Sky2 ; 1138 
 594 ; Медаль перепись населения 1920г. Япония ;  ;  ; Br ; XF ; 38 ; Sky2 ; 2091 
 595 ; Медаль Китайский инцидент 1939г. Япония ;  ;  ; Br ; XF ; 15 ; Sky2 ; 818 
 596 ; Медаль Маньчжурский инцидент 1931-1934г. Япония ;  ;  ; Br ; VF-XF ; 34 ; Sky2 ; 1611 
 597 ; Орден Восходящего Солнца 7ст. Япония ;  ;  ; Ag,эмаль ; XF ; 20 ; наташа2712 ; 1427 
 598 ; Орден Восходящего Солнца 8ст. Япония ;  ;  ; Ag ; VF ; 34 ; Sky2 ; 1019 
 599 ; Медаль красного креста. Специальный член. Япония ;  ;  ; Ag ; XF ; 36 ; медалькин ; 892 
 600 ; Медаль красного креста. Пожизненный член. Япония ;  ;  ; Ag ; XF ; 32 ; ganza ; 1022 
 601 ; Медаль красного креста. Русско-Японская война 1904-1905гг. Япония ;  ;  ; Br ; XF ; 34 ; Sky2 ; 680 
 602 ; Знак военного резервиста. Япония ;  ;  ; Б/м ; VF ; 26 ; ganza ; 336 
 603 ; Знак женщин-патриоток. Япония ;  ;  ; Ж/м ; VF ; 20 ; k212 ; 512 
 604 ; Знак женщин-патриоток. Япония ;  ;  ; Б/м ; VF ; 19 ; Dmitry21 ; 567 
 605 ; Знак переписи населения 1925г. Япония ;  ;  ; Б/м ; VF ; 31 ; ganza ; 155 
 606 ; Знак Япония ;  ;  ; Б/м ; VF ; 14 ; k212 ; 120 
 607 ; Медаль Резерва Вооруженных сил. Армия. США ;  ;  ; Ж/м ; AU ; 18 ; Атлантик ; 227 
 608 ; Медаль запасных контингентов Армии “За достижения”. США ;  ;  ; Ж/м ; AU ; 19 ; classic55 ; 192 
 609 ; Медаль Армии За достижения. США. Планка ;  ;  ; Ж/м ; AU ; 28 ; classic55 ; 207 
 610 ; Медаль Резерва Вооруженных сил. Военно-морской резерв. США ;  ;  ; Ж/м ; AU ; 8 ; LEXAI ; 178 
 611 ; Почетная медаль за особые заслуги с розеткой. Франция ;  ;  ; Ж/м, позолота ; AU ; 21 ; ежик ; 1360 
 612 ; Почетный крест для морских инженеров. Франция ;  ;  ; Б/м, поз, черн ; XF ; 57 ; ganza ; 2267 
 613 ; Армейская медаль за отличную стрельбу из пистолета на турнире в Лунде. Швеция ; 1953 ;  ; Br ; XF ; 16 ; slavka ; 357 
 614 ; Армейская медаль за отличную стрельбу из автоматического оружия на турнире в Мальмо. Швеция ;  ;  ; Br ; XF+ ; 14 ; slavka ; 255 
 615 ; Медаль Армии За достижения. США. Планка ;  ;  ; Ж/м ; AU ; 20 ; Атлантик ; 220 
 616 ; Медаль. Рига. D - 60mm ;  ;  ; Ж/м ; VF ; 9 ; igaist ; 214 
 617 ; Медаль Николай Коперник. D-65мм ;  ;  ; Ж/м ; VF-XF ; 53 ; Георг ; 1871 
 618 ; Медаль Мейссен. D-62мм ;  ;  ; Керамика ; XF+ ; 7 ; ganza ; 226 
 507 ; 6 грошей. Пруссия. Сигизмунд III ; 1626 ;  ; Ag ; F+ ; 30 ; Гордиан ; 934 
 508 ; 6 грошей. Пруссия. Сигизмунд III ; 1624 ;  ; Ag ; F+ ; 29 ; ВалеН ; 918 
 509 ; 3 гроша. Рига ; 1591 ;  ; Ag ; VF-XF ; 73 ; sergius ; 1791 
 510 ; 3 гроша. Польша ; 1631 ;  ; Ag ; F+ ; 21 ; Георг ; 2521 
 511 ; Пражский грош ;  ;  ; Ag ; F ; 15 ; $$$ ; 827 
 512 ; Пражский грош ;  ;  ; Ag ; F+ ; 87 ; Oleht ; 2244 
 513 ; Грош. Саксония ; 15 век ;  ; Ag ; F+ ; 46 ; Grolf ; 1146 
 514 ; Монета средневековая серебряная ;  ;  ; Ag ; F ; 33 ; $$$ ; 885 
 515 ; Артиг. Ливонский Орден. Город Ревель. Гроссмейстерская чеканка. М-0,7гр ;  ;  ; Ag ; VG ; 45 ; Dahan ; 278 
 516 ; Артиг. Ливонский Орден. Город Ревель. Гроссмейстерская чеканка. М-0,85гр ;  ;  ; Ag ; F- ; 37 ; valerdon ; 400 
 517 ; Монета средневековая серебр. M-0,35г ;  ;  ; Ag ; VG ; 38 ; Jauho ; 147 
 518 ; 1/2 эре. Швеция. M-0,5г ; 1574 ;  ; Cu ; VG ; 70 ; агент Холдер ; 498 
 519 ; Монета средневековая серебряная ;  ;  ; Ag ; F ; 21 ; $$$ ; 846 
 520 ; Монета средневековая серебряная ;  ;  ; Ag ; F ; 15 ; MMM371 ; 666 
 521 ; Солид Польша ; 1588 ;  ; Ag ; F ; 33 ; $$$ ; 1022 
 522 ; Полугрош. Свидница ; 1520 ;  ; Ag ; F+ ; 65 ; Папа с рацией ; 1051 
 523 ; Грош. Эльббленд ; 1629 ;  ; Ag ; F ; 27 ; d-master ; 2297 
 524 ; 6 крейцеров. Германия ; 1792 ;  ; Ag ; F-VF ; 25 ; Папа с рацией ; 716 
 525 ; Полторак. Польша ; 17 век ;  ; Ag ; F ; 36 ; MMM371 ; 172 
 526 ; Пфенниг. Германия ; 1576 ;  ; Ag ; F ; 29 ; $$$ ; 714 
 527 ; Пфенниг. Германия ; 16 век ;  ; Ag ; F ; 22 ; $$$ ; 495 
 528 ; Милиарисий. Константин VII и Роман II. Константинополь ; 945-959 ;  ; Ag ; VF- ; 49 ; razum0610 ; 5599 
 529 ; 1/4 эре. Швеция ; 165? ;  ; Cu ; F ; 32 ; Папа с рацией ; 227 
 542 ; Медаль. "За усердие". Николай II. D - 28mm ;  ;  ; Ag ; VF+ ; 41 ; ар-тур ; 5646 
 543 ; Медаль. "За усердие". Николай II. D - 30mm ;  ;  ; Ag ; VF ; 60 ; niger ; 4689 
 544 ; Жетон "За родину и свободу". D-29мм ;  ;  ; Br ; F ; 57 ; k212 ; 1835 
 545 ; Жетон. Керенский. D-26мм ;  ;  ; Br ; XF+ ; 54 ; валенок ; 4659 
 546 ; Жетон В память 100 лет Пушкина. D-23мм ;  ;  ;  ; F-VF ; 48 ; flutter ; 1734 
 547 ; Серебряная школьная медаль РСФРС. D-32мм ;  ;  ; Ag ; XF ; 31 ; НЕРИ ; 2074 
 548 ; Медаль гербы городов, губерний, областей и посадов. Герб Пензенской губернии ; ЛМД ;  ; Cu-Ni ; Proof ; 19 ; antongor ; 241 
 549 ; Медаль. Санкт-Петербург. Медный всадник. D-41мм ;  ;  ; Ag925 ; Proof ; 42 ; НАМКРЫШ ; 1538 
 550 ; Жетон. Водопровод сталинградского комтреста. D - 27mm ;  ;  ; Ж/м ; F ; 31 ; sotnik ; 833 
 551 ; Жетон. Кондитерская фабрика Реномэ в Москве. Пост двора его величества Шах Персид. Отверстие. D - 21mm ;  ;  ; Ж/м ; F ; 16 ; валенок ; 279 
 552 ; Жетон. 3 рубля Цеховые расходы ; 1976 ;  ; Al ; XF ; 17 ; валенок ; 1122 
 553 ; Медаль авиаинститут им. Академика С.П.Королева. D-51мм ;  ;  ; Al ; VF+ ; 7 ; ___AleX___ ; 107 
 554 ; Медаль. 60 лет БССР. D-55мм ; 1978ММД ;  ; Ж/м,эмаль ; AU ; 36 ; mebius ; 822 
 555 ; Медаль имп Александр III. D-74мм ; СПМД ;  ; Ж/м ; AU ; 46 ; schwab ; 5414 
 556 ; Медаль активисту физической культуры ;  ;  ; Al ; XF ; 27 ; mebius ; 512 
 557 ; Медаль Самарский инженерно-строительный институт. D-50мм ;  ;  ; Al ; XF- ; 8 ; aziya11 ; 104 
 558 ; Медаль "золотая "за особые успехи в учебе. Российская Федерация. В коробке ; ММД ;  ; Ж/м ; AU ; 24 ; AVK1974 ; 1215 
 559 ; Медаль "серебряная"за особые успехи в учебе. Российская Федерация. В коробке ; ММД ;  ; Б/м ; AU ; 32 ; НЕРИ ; 934 
 560 ; Медаль. 1 место. D - 40mm ;  ;  ; ж/м ; XF ; 7 ; mebius ; 100 
 561 ; Медаль. 200 лет Севастополю. D - 50mm ;  ;  ; Al ; XF ; 5 ; roza77 ; 111 
 562 ; Медаль. Трест желдорресторанов. Ленинград. D - 37mm ;  ;  ; Al ; VF-XF ; 11 ; ирренн ; 377 
 563 ; Медаль. Спортивный комитет дружественных армий. D - 50mm ;  ;  ; Ж/м ; VF ; 9 ; mebius ; 159 
 564 ; Медаль. Чехословацкая спортакиада 1980. Медальер В.Хауса. D - 50mm ;  ;  ; Al ; XF ; 7 ; лорд ; 68 
 565 ; Медаль. Чемпион ПТО им.Кулакова. D - 50mm ; 1973 ;  ; Al ; XF ; 7 ; mebius ; 102 
 566 ; Медаль. ЦНИИЧМ имени И.П.Бардина. D - 70mm ;  ;  ; Ж/м ; VF ; 25 ; Георг ; 236 
 567 ; Медаль Н.А.Некрасов. D-36мм ;  ;  ; Ж/м ; VF-XF ; 25 ; trigl ; 201 
 568 ; Плакета Ленин. Р-ры: 45 на 45мм ;  ;  ; Al ; VF+ ; 24 ; trigl ; 206 
 457 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 28 ; Дубощит ; 444 
 458 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 23 ; Skar ; 42 
 459 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 46 ; MMM371 ; 367 
 460 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 29 ; MMM371 ; 110 
 461 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 47 ; Дубощит ; 349 
 462 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; папашаГарпагон ; 201 
 463 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; Xxzx ; 157 
 464 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F-VF ; 16 ; Дубощит ; 680 
 465 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F-VF ; 21 ; derk02 ; 310 
 466 ; Копейка ;  ; Алексей Михайлович Псковский ден.двор ; Cu ; F-VF ; 24 ; $$$ ; 395 
 467 ; Копейка ;  ; Алексей Михайлович Псковский ден.двор ; Cu ; F-VF ; 25 ; derk02 ; 350 
 468 ; Копейка ;  ; Алексей Михайлович Новгородский ден.двор ; Cu ; F-VF ; 21 ; derk02 ; 288 
 469 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; Дубощит ; 267 
 470 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; НЗ ; 174 
 471 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; Xxzx ; 194 
 472 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; Vova1950 ; 146 
 473 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 21 ; Vova1950 ; 102 
 474 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 25 ; elist ; 235 
 475 ; Лот монет допетровских: копейка (Борис Годунов) (3шт) ;  ;  ; Ag ; VF ; 71 ; Vova1950 ; 411 
 476 ; Лот монет с монисто: 8шт. Отверстия ;  ;  ; Ag ; F ; 40 ; Jinn_00 ; 236 
 477 ; Солид. Ираклий. М-4,41 г ; 638-639 ;  ; Au ; XF- ; 42 ; Жигурда ; 24844 
 478 ; Тетрадрахма. Фрация. М-16,6 г ; 146-50 ;  ; Ag ; XF- ; 87 ; razum0610 ; 9999 
 479 ; Драхма. Иллирия. М-3,08 г ; 229-100 ;  ; Ag ; XF ; 46 ; Норман ; 3400 
 480 ; Денар. Рим. М-3,9 г ; 68 до н.э ;  ; Ag ; XF ; 60 ; нумизмат ; 6630 
 481 ; Антониниан. Узурпатор Постум. Галльская империя. Кельн ; 260-269 ;  ; Ag ; VF ; 57 ; Папа с рацией ; 1427 
 482 ; Денарий. Римская Империя. Юлия Домна ; 193-211 ;  ; Ag ; VF ; 73 ; Папа с рацией ; 2142 
 483 ; Денарий. Римская Империя. Элагабал ; 218-222 ;  ; Ag ; VF+ ; 42 ; $$$ ; 2482 
 484 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 33 ; aziya11 ; 456 
 485 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 47 ; valerdon ; 795 
 486 ; Денарий. Римская Империя. Фаустина Старшая ; 100-141 ;  ; Ag ; F+ ; 22 ; aziya11 ; 331 
 487 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 50 ; aziya11 ; 587 
 488 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 28 ; aziya11 ; 569 
 489 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 22 ; aziya11 ; 406 
 490 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 41 ; Папа с рацией ; 816 
 491 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 26 ; aziya11 ; 571 
 492 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 26 ; aziya11 ; 571 
 493 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 24 ; aziya11 ; 402 
 494 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 31 ; aziya11 ; 569 
 495 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 24 ; aziya11 ; 400 
 496 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 29 ; aziya11 ; 593 
 497 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 23 ; aziya11 ; 490 
 498 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 17 ; aziya11 ; 470 
 499 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 17 ; aziya11 ; 470 
 500 ; Денарий. Римская Империя ;  ;  ; Ag ; F ; 24 ; Папа с рацией ; 591 
 501 ; Центенионалис. Император Констант. Римская империя. Салоники. В капсуле NGC ; 337-350 ;  ; биллон ; AU ; 40 ; Vasiliy_t ; 3655 
 502 ; Ас. Клавдий. Римская Империя, Рим ; 41-54 ;  ; Cu ; F+ ; 45 ; derk02 ; 2128 
 503 ; Антониниан. Салонина. Римская Империя, Антиохия ; 257-258 ;  ; Ag ; F-VF ; 48 ; Папа с рацией ; 1135 
 504 ; Антониниан. Узурпатор Постум. Галльская империя. Лион ; 260-269 ;  ; биллон ; F-VF ; 31 ; nz7070 ; 612 
 505 ; 6 грошей. Пруссия. Сигизмунд III ; 1625 ;  ; Ag ; F+ ; 30 ; Гордиан ; 937 
 506 ; 6 грошей. Пруссия. Сигизмунд III ; 1661 ;  ; Ag ; F+ ; 71 ; MMM371 ; 1246 
 407 ; Полушка ; 1739 ; Орёл 1730 г. ; Cu ; F ; 19 ; t_v_v ; 60 
 408 ; Полушка ; 1768 ; ЕМ ; Cu ; F ; 35 ; Andjey2878 ; 222 
 409 ; Полушка ; 1769 ; ЕМ ; Cu ; F ; 41 ; почтальон ; 266 
 410 ; Полушка ; 1797 ; ЕМ ; Cu ; VF+ ; 109 ; kont ; 5103 
 411 ; Полушка ; 1798 ; ЕМ ; Cu ; VG ; 73 ; Wasabi ; 1646 
 412 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 19 ; Костян 92 ; 181 
 413 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; XF- ; 75 ; kvs ; 2246 
 414 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 60 ; bigemot ; 3062 
 415 ; 5 копеек. Крым. Шахин-Гирей. 4-й год правления ; 1777 (1191) ;  ; Cu ; F+ ; 87 ; ct200h ; 9110 
 416 ; Пара-3 деньги ; 1772 ; Валахия ; Cu ; F-VF ; 86 ; razum0610 ; 3155 
 417 ; 3 копейки. Оккупация ; 1916А ;  ; Fe ; F-VF ; 48 ; Boxing ; 714 
 418 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF ; 59 ; Claster ; 1046 
 419 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; VF ; 49 ; 01020304 ; 1007 
 420 ; 1 копейки "оккупация" ; 1916A ;  ; Fe ; VF ; 62 ; Claster ; 1036 
 421 ; 10 пенни ; 1895 ; Финляндия ; Cu ; VF ; 23 ; Tarel ; 561 
 422 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 25 ; Регион 33 ; 201 
 423 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 35 ; Rober ; 89 
 424 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 34 ; Rober ; 89 
 425 ; 5 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 19 ; Аника-Воин ; 138 
 426 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF- ; 14 ; Andjey2878 ; 102 
 427 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 32 ; Аника-Воин ; 160 
 428 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 27 ; alina1989-2015 ; 126 
 429 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 18 ; Регион 33 ; 161 
 430 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 49 ; Rober ; 91 
 431 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 22 ; vb96 ; 92 
 432 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 32 ; Rober ; 91 
 433 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 20 ; Rober ; 92 
 434 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; XF- ; 43 ; Аника-Воин ; 98 
 435 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 30 ; vb96 ; 116 
