 3283 ; Бона иностранная ;  ;  ;  ;  ; 33 ; jj ; 34 
 386 ; 5 копеек ; 1770 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 7 ; 751 ; 3000 
 387 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; VF+ ; 80 ; skir ; 245 
 388 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; F-VF ; 35 ; surf2k5 ; 150 
 389 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; VF ; 41 ; skir ; 170 
 390 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; VF- ; 62 ; VWCorrado ; 149 
 391 ; 5 копеек ; 1773 ; ЕМ  ; Cu ; VF ; 45 ; skir ; 226 
 392 ; 5 копеек ; 1773 ; ЕМ  ; Cu ; F-VF ; 70 ; akula ; 122 
 393 ; 5 копеек ; 1773 ; "КМ ""Сибирь"" " ; Cu ; VF ; 13 ; leo 2 ; 3060 
 394 ; 5 копеек ; 1774 ; ЕМ  ; Cu ; VF- ; 31 ; alexandervolkov ; 582 
 395 ; 5 копеек ; 1774 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 21 ; alyans-met ; 3000 
 396 ; 5 копеек ; 1775 ; ЕМ  ; Cu ; F-VF ; 23 ; Poiuyt ; 157 
 397 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; VF ; 25 ; skir ; 337 
 398 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; VF ; 26 ; skir ; 180 
 399 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; F-VF ; 43 ; vitapool ; 153 
 400 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; F+ ; 88 ; marat-vojag ; 137 
 301 ; 5 копеек ; 1837 ; СПБ НГ  ; Ag ; F-VF ; 15 ; ADD ; 66 
 302 ; 5 копеек ; 1849 ; СПБ ПА  ; Ag ; VF- ; 26 ; sinisha ; 663 
 303 ; 5 копеек ; 1850 ; СПБ ПА  ; Ag ; XF- ; 151 ; AAE2006 ; 1194 
 304 ; 5 копеек ; 1855 ; СПБ HI  ; Ag ; VF- ; 45 ; sinisha ; 811 
 305 ; 5 копеек ; 1881 ; СПБ НФ  ; Ag ; F-VF ; 84 ; арбат ; 2222 
 306 ; 5 копеек ; 1884 ; СПБ АГ  ; Ag ; VF+ ; 18 ; holder ; 306 
 307 ; 5 копеек ; 1886 ; СПБ АГ  ; Ag ; VF-XF ; 32 ; solder13 ; 267 
 308 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; VF ; 36 ; obob999 ; 114 
 309 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; VF-XF ; 45 ; solder13 ; 169 
 310 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; VF ; 31 ; KORNEJ ; 95 
 311 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; F-VF ; 26 ; Arkhangel ; 42 
 312 ; 5 копеек ; 1889 ; СПБ АГ  ; Ag ; VF- ; 7 ; alexandervolkov ; 108 
 313 ; 5 копеек ; 1889 ; СПБ АГ  ; Ag ; VF+ ; 13 ; Simpaga ; 105 
 314 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF- ; 12 ; Grod ; 111 
 315 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF+ ; 25 ; oleg1987 ; 101 
 316 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF- ; 16 ; KORNEJ ; 71 
 317 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; F-VF ; 6 ; KORNEJ ; 51 
 318 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF+ ; 5 ; oleg1987 ; 108 
 319 ; 5 копеек. Деформация ; 1891 ; СПБ АГ  ; Ag ; VF- ; 7 ; alexandervolkov ; 81 
 320 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; VF ; 12 ; KORNEJ ; 91 
 321 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; VF+ ; 25 ; obob999 ; 114 
 322 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; VF+ ; 51 ; igor_r65 ; 155 
 323 ; 5 копеек ; 1893 ; СПБ АГ  ; Ag ; VF ; 14 ; oleg1987 ; 74 
 324 ; 5 копеек ; 1893 ; СПБ АГ  ; Ag ; VF ; 15 ; oleg1987 ; 100 
 325 ; 5 копеек ; 1893 ; СПБ АГ  ; Ag ; VF+ ; 7 ; solder13 ; 306 
 326 ; 5 копеек ; 1893 ; СПБ АГ  ; Ag ; VF ; 33 ; obob999 ; 105 
 327 ; 5 копеек ; 1898 ; СПБ АГ  ; Ag ; VF+ ; 58 ; джон007 ; 108 
 328 ; 5 копеек. Деформация ; 1898 ; СПБ АГ  ; Ag ; VF ; 17 ; jef688 ; 59 
 329 ; 5 копеек ; 1899 ; СПБ АГ  ; Ag ; VF+ ; 4 ; holder ; 153 
 330 ; 5 копеек ; 1900 ; СПБ ФЗ  ; Ag ; VF- ; 5 ; Simpaga ; 102 
 331 ; 5 копеек ; 1901 ; СПБ ФЗ  ; Ag ; VF ; 69 ; obob999 ; 101 
 332 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; VF+ ; 34 ; KORNEJ ; 100 
 333 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; VF+ ; 3 ; igor_r65 ; 153 
 334 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; XF+ ; 66 ; 61К ; 502 
 335 ; 5 копеек ; 1905 ; СПБ АР  ; Ag ; VF ; 26 ; avdei ; 108 
 336 ; 5 копеек ; 1905 ; СПБ АР  ; Ag ; VF+ ; 32 ; alexandervolkov ; 173 
 337 ; 5 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF+ ; 39 ; MAYSIC ; 395 
 338 ; 5 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF ; 49 ; alexandervolkov ; 192 
 339 ; 5 копеек ; 1912 ; СПБ ЭБ  ; Ag ; AU ; 45 ; 61К ; 441 
 340 ; 5 копеек ; 1913 ; СПБ ВС  ; Ag ; XF+ ; 15 ; konst ; 239 
 341 ; 5 копеек ; 1913 ; СПБ ВС  ; Ag ; XF+ ; 117 ; нумизмат ; 255 
 342 ; 5 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 59 ; alexandervolkov ; 257 
 343 ; 5 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 49 ; spektr ; 350 
 344 ; 5 копеек ; 1915 ; ВС  ; Ag ; AU ; 63 ; ABlack ; 371 
 345 ; 5 копеек ; 1915 ; ВС  ; Ag ; AU ; 87 ; zerkalozemli ; 1134 
 346 ; 5 злотых (Петров-1,5р) ; 1829 ; FH Польша  ; Ag ; F-VF ; 25 ; Гарин ; 2527 
 347 ; 2 злотых ; 1818 ; IB Польша  ; Ag ; F-VF ; 59 ; федя ; 2052 
 348 ; 1 злотый ; 1832 ; KG Польша  ; Ag ; VF- ; 30 ; федя ; 2550 
 349 ; 10 грошей ; 1816? ; IB Польша  ; Ag ; F ; 81 ; арбат ; 333 
 350 ; 10 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; F-VF ; 33 ; priwet ; 197 
 251 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 6 ; oleg1987 ; 102 
 252 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 37 ; oleg1987 ; 51 
 253 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 21 ; oleg1987 ; 51 
 254 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 7 ; oleg1987 ; 48 
 255 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 18 ; oleg1987 ; 48 
 256 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF+ ; 14 ; oleg1987 ; 108 
 257 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 14 ; oleg1987 ; 44 
 258 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF+ ; 28 ; oleg1987 ; 94 
 259 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 33 ; oleg1987 ; 51 
 260 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF+ ; 15 ; oleg1987 ; 55 
 261 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF+ ; 26 ; oleg1987 ; 81 
 262 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF ; 8 ; oleg1987 ; 53 
 263 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 21 ; oleg1987 ; 50 
 264 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 42 ; oleg1987 ; 69 
 265 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF+ ; 16 ; oleg1987 ; 81 
 266 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF ; 84 ; konst ; 122 
 267 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 32 ; oleg1987 ; 39 
 268 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF ; 37 ; oleg1987 ; 59 
 269 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 35 ; oleg1987 ; 51 
 270 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 6 ; oleg1987 ; 102 
 271 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 23 ; oleg1987 ; 50 
 272 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF- ; 12 ; джон007 ; 41 
 273 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 59 ; oleg1987 ; 114 
 274 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 33 ; KORNEJ ; 57 
 275 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 7 ; oleg1987 ; 34 
 276 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 11 ; oleg1987 ; 46 
 277 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 15 ; oleg1987 ; 37 
 278 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 48 ; oleg1987 ; 57 
 279 ; 10 копеек ; 1913 ; СПБ ВС  ; Ag ; XF ; 21 ; oleg1987 ; 85 
 280 ; 10 копеек ; 1913 ; СПБ ВС  ; Ag ; VF-XF ; 33 ; oleg1987 ; 102 
 281 ; 10 копеек ; 1913 ; СПБ ВС  ; Ag ; VF-XF ; 12 ; KORNEJ ; 63 
 282 ; 10 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 27 ; swr ; 48 
 283 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF ; 62 ; Simpaga ; 78 
 284 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 43 ; obob999 ; 46 
 285 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 29 ; KORNEJ ; 49 
 286 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 16 ; Михалыч ; 46 
 287 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 4 ; obob999 ; 32 
 288 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 22 ; джон007 ; 41 
 289 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 33 ; obob999 ; 53 
 290 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 4 ; KORNEJ ; 47 
 291 ; 10 копеек ; 1915 ; ВС  ; Ag ; VF-XF ; 37 ; KORNEJ ; 83 
 292 ; 10 копеек ; 1915 ; ВС  ; Ag ; VF-XF ; 7 ; oleg1987 ; 102 
 293 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 38 ; oleg1987 ; 59 
 294 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 10 ; oleg1987 ; 101 
 295 ; 10 копеек ; 1916 ; ВС  ; Ag ; VF ; 33 ; KORNEJ ; 57 
 296 ; 5 копеек ; 1758 ; СПБ  ; Ag ; F-VF ; 57 ; aleks-2007 ; 1530 
 297 ; 5 копеек ; 1814 ; СПБ ПС  ; Ag ; F-VF ; 28 ; Plus ; 512 
 298 ; 5 копеек ; 1822 ; СПБ ПД  ; Ag ; F-VF ; 36 ; aleks-2007 ; 628 
 299 ; 5 копеек ; 1823 ; СПБ ПД  ; Ag ; F-VF ; 30 ; Михалыч ; 197 
 300 ; 5 копеек ; 1826 ; СПБ НГ  ; Ag ; F-VF ; 39 ; sinisha ; 1000 
 201 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 24 ; федя ; 153 
 202 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; VF-XF ; 26 ; oleg1987 ; 107 
 203 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; VF-XF ; 11 ; oleg1987 ; 48 
 204 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 68 ; Конрос бид 32 ; 357 
 205 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 49 ; oleg1987 ; 123 
 206 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; VF+ ; 37 ; oleg1987 ; 61 
 207 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 35 ; федя ; 113 
 208 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 18 ; oleg1987 ; 61 
 209 ; 15 копеек ; 1915 ; ВС  ; Ag ; VF ; 20 ; oleg1987 ; 40 
 210 ; 15 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 18 ; oleg1987 ; 101 
 211 ; 15 копеек ; 1915 ; ВС  ; Ag ; VF-XF ; 18 ; джон007 ; 39 
 212 ; 15 копеек ; 1915 ; ВС  ; Ag ; XF ; 4 ; oleg1987 ; 69 
 213 ; 15 копеек ; 1916 ; ВС  ; Ag ; VF+ ; 13 ; oleg1987 ; 57 
 214 ; 15 копеек ; 1916 ; ВС  ; Ag ; VF-XF ; 11 ; oleg1987 ; 110 
 215 ; 15 копеек. Осака ; 1916 ;  ; Ag ; XF+ ; 72 ; AAE2006 ; 743 
 216 ; Гривенник ; 1772 ; СПБ TI  ; Ag ; VF ; 125 ; airatkzn ; 2957 
 217 ; 10 копеек ; 1821 ; СПБ ПД  ; Ag ; VF+ ; 77 ; alexiy2 ; 2040 
 218 ; 10 копеек ; 1847 ; СПБ ПА  ; Ag ; VF+ ; 83 ; alexiy2 ; 1278 
 219 ; 10 копеек ; 1861 ; СПБ  ; Ag ; XF- ; 38 ; Олег33 ; 627 
 220 ; 10 копеек ; 1861 ; СПБ  ; Ag ; XF+ ; 78 ; zerkalozemli ; 793 
 221 ; 10 копеек ; 1861 ; СПБ  ; Ag ; VG ; 9 ; jef688 ; 10 
 222 ; 10 копеек ; 1867 ; СПБ HI  ; Ag ; VF ; 35 ; g.s.g ; 113 
 223 ; 10 копеек ; 1878 ; СПБ НФ  ; Ag ; F+ ; 17 ; 542 ; 57 
 224 ; 10 копеек ; 1889 ; СПБ АГ  ; Ag ; XF- ; 51 ; СВл ; 1093 
 225 ; 10 копеек ; 1903 ; СПБ АР  ; Ag ; VF- ; 22 ; KORNEJ ; 79 
 226 ; 10 копеек ; 1904 ; СПБ АР  ; Ag ; F-VF ; 16 ; KORNEJ ; 49 
 227 ; 10 копеек ; 1905 ; СПБ АР  ; Ag ; F-VF ; 18 ; KORNEJ ; 50 
 228 ; 10 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 41 ; aleksius ; 123 
 229 ; 10 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF ; 12 ; федя ; 102 
 230 ; 10 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF ; 27 ; федя ; 53 
 231 ; 10 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF+ ; 13 ; федя ; 102 
 232 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 9 ; oleg1987 ; 51 
 233 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 14 ; oleg1987 ; 47 
 234 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 14 ; oleg1987 ; 87 
 235 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 14 ; oleg1987 ; 41 
 236 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 43 ; oleg1987 ; 44 
 237 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 9 ; oleg1987 ; 51 
 238 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 35 ; oleg1987 ; 51 
 239 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF+ ; 19 ; Даймлер ; 174 
 240 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF ; 85 ; konst ; 128 
 241 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 17 ; oleg1987 ; 46 
 242 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF ; 55 ; oleg1987 ; 61 
 243 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 24 ; oleg1987 ; 38 
 244 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 27 ; oleg1987 ; 90 
 245 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 13 ; oleg1987 ; 53 
 246 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 22 ; oleg1987 ; 49 
 247 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF-XF ; 33 ; федя ; 123 
 248 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF-XF ; 24 ; oleg1987 ; 58 
 249 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF+ ; 19 ; oleg1987 ; 49 
 250 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF+ ; 6 ; oleg1987 ; 43 
 151 ; 15 копеек ; 1905 ; СПБ АР  ; Ag ; VF+ ; 83 ; ss66 ; 148 
 152 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 35 ; джон007 ; 51 
 153 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 16 ; джон007 ; 50 
 154 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 21 ; oleg1987 ; 47 
 155 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 13 ; avdei ; 46 
 156 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 6 ; oleg1987 ; 42 
 157 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; XF ; 87 ; baz1960 ; 348 
 158 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF-XF ; 19 ; oleg1987 ; 53 
 159 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF-XF ; 31 ; oleg1987 ; 58 
 160 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF-XF ; 33 ; oleg1987 ; 78 
 161 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF-XF ; 19 ; oleg1987 ; 51 
 162 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF+ ; 6 ; oleg1987 ; 42 
 163 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF-XF ; 11 ; holder ; 53 
 164 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF-XF ; 33 ; oleg1987 ; 57 
 165 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; F-VF ; 11 ; obob999 ; 41 
 166 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF+ ; 9 ; джон007 ; 45 
 167 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF+ ; 15 ; джон007 ; 51 
 168 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 13 ; oleg1987 ; 62 
 169 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 9 ; oleg1987 ; 62 
 170 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF-XF ; 6 ; oleg1987 ; 44 
 171 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 18 ; oleg1987 ; 47 
 172 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 22 ; oleg1987 ; 67 
 173 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 8 ; oleg1987 ; 62 
 174 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 18 ; oleg1987 ; 72 
 175 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 5 ; джон007 ; 54 
 176 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 20 ; джон007 ; 51 
 177 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF-XF ; 14 ; джон007 ; 50 
 178 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF- ; 19 ; джон007 ; 50 
 179 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF-XF ; 8 ; джон007 ; 45 
 180 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF ; 28 ; AAE2006 ; 62 
 181 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF ; 9 ; oleg1987 ; 79 
 182 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF+ ; 40 ; AAE2006 ; 135 
 183 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 21 ; konst ; 70 
 184 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF+ ; 55 ; oleg1987 ; 110 
 185 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF ; 21 ; oleg1987 ; 63 
 186 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF+ ; 16 ; KORNEJ ; 55 
 187 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF+ ; 12 ; KORNEJ ; 50 
 188 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF+ ; 26 ; oleg1987 ; 51 
 189 ; 15 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF+ ; 57 ; alexandervolkov ; 134 
 190 ; 15 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF+ ; 22 ; obob999 ; 46 
 191 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF- ; 26 ; джон007 ; 50 
 192 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF+ ; 35 ; evgenijzhuk ; 50 
 193 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; AU ; 66 ; 61К ; 668 
 194 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF- ; 26 ; Kleo ; 33 
 195 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 35 ; oleg1987 ; 51 
 196 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 7 ; surf2k5 ; 47 
 197 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 38 ; джон007 ; 51 
 198 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 12 ; oleg1987 ; 59 
 199 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 8 ; oleg1987 ; 51 
 200 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 9 ; oleg1987 ; 104 
 101 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF+ ; 50 ; джон007 ; 70 
 102 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF+ ; 29 ; obob999 ; 76 
 103 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF+ ; 42 ; джон007 ; 71 
 104 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; XF ; 13 ; ank123 ; 83 
 105 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF ; 5 ; AAE2006 ; 114 
 106 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 45 ; kaas ; 72 
 107 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 63 ; kaas ; 77 
 108 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF+ ; 63 ; den_ff ; 102 
 109 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 25 ; Simpaga ; 98 
 110 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 36 ; KORNEJ ; 86 
 111 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 43 ; джон007 ; 68 
 112 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 37 ; нумизмат ; 71 
 113 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF ; 57 ; vasil47 ; 150 
 114 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF+ ; 58 ; джон007 ; 70 
 115 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 59 ; джон007 ; 69 
 116 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 54 ; eugraphus ; 58 
 117 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 26 ; Simpaga ; 71 
 118 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF-XF ; 4 ; eugraphus ; 69 
 119 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; VF ; 30 ; джон007 ; 70 
 120 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; XF ; 29 ; 27091979 ; 100 
 121 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; AU ; 41 ; zerkalozemli ; 609 
 122 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 37 ; swr ; 61 
 123 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; VF ; 14 ; oleg1987 ; 75 
 124 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; VF-XF ; 16 ; джон007 ; 71 
 125 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 20 ; eugraphus ; 60 
 126 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 17 ; swr ; 63 
 127 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF ; 45 ; джон007 ; 71 
 128 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 22 ; джон007 ; 65 
 129 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF ; 23 ; AAE2006 ; 75 
 130 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 23 ; джон007 ; 67 
 131 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF ; 47 ; AAE2006 ; 75 
 132 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; VF+ ; 25 ; eugraphus ; 51 
