 5577 ; Акция ; 1923 ;  ;  ;  ; 9 ; denis.davydov ; 120 
 505 ; Копейка ; 1894 ; СПБ ; Cu ; VG/F ; 8 ; LeftRight ; 57 
 506 ; Копейка ; 1897 ; СПБ ; Cu ; VF- ; 26 ; Цхамо-Дынза ; 459 
 407 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 7 ; krosh500 ; 107 
 408 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 13 ; Suxov ; 104 
 409 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF- ; 10 ; es72 ; 155 
 410 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 24 ; judge ; 908 
 411 ; 3 копейки ; 1916 ;  ; Cu ; VF ; 16 ; es72 ; 185 
 412 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 101 ; Майкл ; 2758 
 413 ; 2 копейки ; 1758 ;  ; Cu ; VG ; 8 ; modul ; 108 
 414 ; 2 копейки ; 1788 ; ММ ; Cu ; VG ; 25 ; es72 ; 230 
 415 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VG ; 9 ; Andre2007 ; 357 
 416 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 57 ; modul ; 206 
 417 ; 2 копейки ; 1797 ; КМ ; Cu ; VG ; 14 ; Кабан ; 461 
 418 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 21 ; Юпитер ; 450 
 419 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 15 ; Михаилъ ; 410 
 420 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VG/F- ; 34 ; modul ; 81 
 421 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 55 ; Tomchik ; 453 
 422 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 21 ; Михаилъ ; 345 
 423 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-/VG ; 13 ; Roki ; 305 
 424 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 13 ; Roki ; 315 
 425 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 16 ; Михаилъ ; 410 
 426 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-/VG ; 16 ; kadgeo ; 127 
 427 ; 2 копейки. В капсуле ННР. AU53BN ; 1801 ; КМ ; Cu ;  ; 47 ; ДЕ 100 ; 1212 
 428 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF-/VF+ ; 34 ; Кабан ; 898 
 429 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 22 ; es72 ; 121 
 430 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VG ; 5 ; sotnik ; 58 
 431 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VG ; 9 ; first ; 90 
 432 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 17 ; coins_hunter ; 414 
 433 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F- ; 16 ; es72 ; 128 
 434 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VG ; 18 ; modul ; 100 
 435 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 8 ; xeljdbot1 ; 66 
 436 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F ; 15 ; Andre2007 ; 188 
 437 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF+ ; 73 ; аlеx ; 839 
 438 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF ; 23 ; leshii40 ; 227 
 439 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VG ; 17 ; dmivanych ; 153 
 440 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 12 ; Кабан ; 198 
 441 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F+ ; 7 ; sts ; 62 
 442 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; F- ; 9 ; sts ; 72 
 443 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F+/F- ; 7 ; modul ; 75 
 444 ; 2 копейки ; 1823 ; ЕМ ФГ ; Cu ; F-VF ; 42 ; X3.96rus ; 201 
 445 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; F+ ; 5 ; SER 888 ; 47 
 446 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; VG ; 16 ; sotnik ; 102 
 447 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; F- ; 12 ; dmivanych ; 131 
 448 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VG/F- ; 20 ; StasStas ; 108 
 449 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; VG ; 25 ; kostya12.04.1994 ; 207 
 450 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F- ; 44 ; photosnowmaker ; 212 
 451 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VF ; 56 ; кве ; 1726 
 452 ; 2 копейки ; 1865 ; ЕМ ; Cu ; VF- ; 47 ; arsenich-s ; 246 
 453 ; 2 копейки ; 1868 ; ЕМ ; Cu ; VF ; 22 ; Работник ; 138 
 454 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF ; 28 ; Работник ; 340 
 455 ; 2 копейки ; 1874 ; ЕМ ; Cu ; VF ; 25 ; побулица ; 554 
 456 ; 2 копейки ; 1891 ; СПБ ; Cu ; VF-XF ; 55 ; 1000 ; 3323 
 357 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F ; 15 ; Ustin ; 291 
 358 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VG ; 15 ; petriuspo ; 177 
 359 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 23 ; ГИДРАНТ ; 415 
 360 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-/VG ; 25 ; Exctas ; 411 
 361 ; 5 копеек ; 1784 ; КМ ; Cu ; VG ; 32 ; Hikon ; 520 
 362 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F-VF ; 22 ; Доктор Никитин ; 306 
 363 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 15 ; BSG ; 424 
 364 ; 5 копеек ; 1788 ; СПМ ; Cu ; F ; 15 ; Доктор Никитин ; 917 
 365 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF- ; 22 ; Exctas ; 625 
 366 ; 5 копеек ; 1789 ; АМ ; Cu ; VF+ ; 36 ; Михаилъ ; 1261 
 367 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 20 ; Safari ; 720 
 368 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+/VF-XF ; 55 ; Михаилъ ; 2642 
 369 ; 5 копеек ; 1790 ; АМ ; Cu ; F ; 8 ; Михаилъ ; 400 
 370 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 34 ; Михаилъ ; 2010 
 371 ; 5 копеек ; 1791 ; АМ ; Cu ; F-VF ; 32 ; Hikon ; 254 
 372 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F ; 11 ; Chatsky ; 354 
 373 ; 5 копеек ; 1792 ; АМ ; Cu ; VF- ; 22 ; Михаилъ ; 1145 
 374 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+ ; 23 ; Safari ; 600 
 375 ; 5 копеек ; 1793 ; АМ ; Cu ; VF- ; 15 ; Михаилъ ; 816 
 376 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F ; 13 ; arsenich-s ; 340 
 377 ; 5 копеек ; 1794 ; АМ ; Cu ; F-VF ; 30 ; Hikon ; 665 
 378 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F- ; 12 ; СВТ69 ; 320 
 379 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F- ; 32 ; ГИДРАНТ ; 1134 
 380 ; 5 копеек ; 1796 ; АМ ; Cu ; VG ; 35 ; Арч ; 385 
 381 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 35 ; andrei158 ; 2448 
 382 ; 5 копеек ; 1808 ; ЕМ ; Cu ; F-VF ; 62 ; Пионер ; 3411 
 383 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF ; 47 ; first ; 665 
 384 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VG ; 19 ; said ; 308 
 385 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F/VG ; 25 ; Михаилъ ; 714 
 386 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF-XF ; 59 ; Roskur ; 1128 
 387 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F- ; 19 ; osir12 ; 439 
 388 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VG ; 27 ; first ; 336 
 389 ; 5 копеек ; 1866 ; ЕМ ; Cu ; F+ ; 24 ; dmivanych ; 1134 
 390 ; 3 копейки ; 1870 ; ЕМ ; Cu ; F- ; 18 ; Andre2007 ; 227 
 391 ; 4 копейки ; 1762 ;  ; Cu ; F ; 80 ; il468 ; 4760 
 392 ; 3 копейки ; 1841 ; ЕМ ; Cu ; VG ; 25 ; petriuspo ; 120 
 393 ; 3 копейки ; 1842 ; ЕМ ; Cu ; VF- ; 42 ; Михаилъ ; 1247 
 394 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VG ; 14 ; Holder31 ; 466 
 395 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VG ; 19 ; Михаилъ ; 500 
 396 ; 3 копейки ; 1867 ; СПБ ; Cu ; F ; 52 ; нионила ; 1337 
 397 ; 3 копейки ; 1868 ; ЕМ ; Cu ; VF ; 17 ; cond ; 624 
 398 ; 3 копейки ; 1869 ; СПБ ; Cu ; VF+ ; 56 ; Работник ; 2043 
 399 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF+ ; 96 ; dds ; 1850 
 400 ; 3 копейки ; 1876 ; ЕМ ; Cu ; F-VF ; 77 ; dds ; 1459 
 401 ; 3 копейки ; 1877 ; СПБ ; Cu ; VF-XF ; 24 ; Работник ; 1554 
 402 ; 3 копейки ; 1882 ; СПБ ; Cu ; VF-XF ; 30 ; cond ; 1383 
 403 ; 3 копейки ; 1895 ; СПБ ; Cu ; VF+ ; 62 ; judge ; 3570 
 404 ; 3 копейки ; 1899 ; СПБ ; Cu ; F+/F- ; 13 ; Suxov ; 155 
 405 ; 3 копейки ; 1900 ; СПБ ; Cu ; F ; 16 ; kvs ; 63 
 406 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 17 ; Брат Черпоя ; 125 
 307 ; Лот монет России: 50 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF ; 28 ; Brodwizard ; 1360 
 308 ; Лот монет России: 25 пенни (10шт) ; 1915 ;  ; Ag ; AU/XF ; 15 ; 1879 ; 714 
 309 ; Лот монет России: 25 пенни (10шт) ; 1915 ;  ; Ag ; AU/XF ; 12 ; сортам70 ; 725 
 310 ; Лот монет России: 25 пенни (9шт) ; 1916 ;  ; Ag ; AU/XF+ ; 10 ; StasStas ; 765 
 311 ; Лот монет России: 25 пенни (10шт) ; 1916 ;  ; Ag ; AU/XF ; 4 ; сортам70 ; 623 
 312 ; Лот монет России: 25 пенни (10шт) ; 1916 ;  ; Ag ; AU/XF ; 4 ; сортам70 ; 623 
 313 ; Лот монет России: 25 пенни (10шт) ; 1916 ;  ; Ag ; AU/XF ; 4 ; сортам70 ; 623 
 314 ; Лот монет России: 25 пенни (10шт) ; 1916 ;  ; Ag ; AU/XF ; 4 ; сортам70 ; 623 
 315 ; Лот монет России: 25 пенни (10шт) ; 1916 ;  ; Ag ; AU/XF ; 6 ; сортам70 ; 649 
 316 ; Лот монет России: 25 пенни (6шт) ; 1917 ;  ; Ag ; AU/XF+ ; 14 ; KhS ; 611 
 317 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF ; 11 ; 1879 ; 781 
 318 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF ; 7 ; сортам70 ; 705 
 319 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF ; 6 ; lsp25 ; 765 
 320 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF ; 17 ; StasStas ; 774 
 321 ; 10 копеек. Сибирь ; 18 век ;  ; Cu ; F-/VG ; 73 ; Кабан ; 642 
 322 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 88 ; Цхамо-Дынза ; 4010 
 323 ; 5 копеек ; 172? ;  ; Cu ; VF- ; 76 ; 1000 ; 1889 
 324 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; VG ; 47 ; Брат Черпоя ; 1110 
 325 ; 5 копеек ; 1758 ;  ; Cu ; F-/VG ; 24 ; photosnowmaker ; 165 
 326 ; 5 копеек ; 1759 ;  ; Cu ; VG ; 18 ; evg ; 192 
 327 ; 5 копеек ; 1760 ;  ; Cu ; VG ; 22 ; ShYrik_RUS ; 173 
 328 ; 5 копеек ; 1761 ;  ; Cu ; VF ; 39 ; аlеx ; 2154 
 329 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-/VG ; 17 ; AC/DC ; 161 
 330 ; 5 копеек ; 1763 ; ММ ; Cu ; F- ; 11 ; Roskur ; 363 
 331 ; 5 копеек ; 1763 ; СПМ ; Cu ; F-VF ; 52 ; Брат Черпоя ; 4375 
 332 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VG/F ; 21 ; photosnowmaker ; 184 
 333 ; 5 копеек ; 1764 ; СМ ; Cu ; VG ; 35 ; Доктор Никитин ; 1926 
 334 ; 5 копеек ; 1764 ; ММ ; Cu ; F/VG ; 21 ; said ; 351 
 335 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF/VG ; 32 ; Chatsky ; 328 
 336 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-/VG ; 13 ; rem ; 167 
 337 ; 5 копеек ; 1765 ; ММ ; Cu ; G/F-VF ; 19 ; said ; 183 
 338 ; 5 копеек ; 1765 ; СПМ ; Cu ; VG ; 33 ; Diatez ; 333 
 339 ; 5 копеек ; 1766 ; ММ ; Cu ; VF- ; 36 ; Михаилъ ; 625 
 340 ; 5 копеек ; 1766 ; СПМ ; Cu ; F+ ; 33 ; Георг ; 793 
 341 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF- ; 9 ; Andre2007 ; 340 
 342 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F- ; 17 ; Chatsky ; 320 
 343 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 9 ; Andre2007 ; 227 
 344 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F- ; 16 ; Ustin ; 189 
 345 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 14 ; Andre2007 ; 295 
 346 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VG ; 12 ; modul ; 161 
 347 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VG ; 10 ; photosnowmaker ; 68 
 348 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F+ ; 14 ; Chatsky ; 227 
 349 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VG ; 20 ; rem ; 133 
 350 ; 5 копеек ; 1775? ; ЕМ ; Cu ; F/VG ; 13 ; Опятор ; 74 
 351 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF/VF ; 22 ; Chatsky ; 405 
 352 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VG/F- ; 19 ; ShYrik_RUS ; 320 
 353 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VG ; 16 ; Михаилъ ; 181 
 354 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 14 ; Chatsky ; 385 
 355 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 33 ; Михаилъ ; 816 
 356 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF-/F+ ; 16 ; Chatsky ; 402 
 257 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 19 ; Emv ; 419 
 258 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 11 ; Emv ; 419 
 259 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 23 ; Emv ; 419 
 260 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 7 ; Emv ; 437 
 261 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 17 ; Emv ; 419 
 262 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 13 ; Emv ; 419 
 263 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 22 ; Emv ; 357 
 264 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 11 ; Emv ; 419 
 265 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF ; 18 ; Emv ; 390 
 266 ; 1 марка. Деформация ; 1874 ; S Финляндия ; Ag ; VF- ; 11 ; Emv ; 253 
 267 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 31 ; Pomnikov ; 419 
 268 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 29 ; vituzik ; 385 
 269 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 26 ; franklin ; 419 
 270 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 30 ; vituzik ; 385 
 271 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 14 ; ДЕ 100 ; 423 
 272 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 14 ; porte33 ; 385 
 273 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF/VF+ ; 1 ; Баксa ; 600 
 274 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF+ ; 27 ; petriuspo ; 371 
 275 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF ; 34 ; franklin ; 379 
 276 ; 1 марка. Убраны напайки по гурту ; 1890 ; L Финляндия ; Ag ; F-VF ; 23 ; Rober ; 332 
 277 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 22 ; seer ; 1041 
 278 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU/XF+ ; 39 ; lsp25 ; 1247 
 279 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF ; 32 ; portugal77 ; 616 
 280 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; VF+ ; 23 ; loko865 ; 729 
 281 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF-XF ; 27 ; flutter ; 515 
 282 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; XF- ; 16 ; lsp25 ; 263 
 283 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 13 ; Баксa ; 284 
 284 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 9 ; photosnowmaker ; 203 
 285 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 20 ; KhS ; 141 
 286 ; 50 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 24 ; Rodan Lewarx ; 228 
 287 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 19 ; Russman ; 188 
 288 ; 25 пенни ; 1872 ; S Финляндия ; Ag ; VF- ; 12 ; Майкл ; 738 
 289 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; AU/XF+ ; 39 ; Прокурор ; 1233 
 290 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF- ; 8 ; SER 888 ; 94 
 291 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 24 ; lsp25 ; 261 
 292 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 6 ; SER 888 ; 94 
 293 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; XF ; 29 ; Прокурор ; 623 
 294 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 13 ; Баксa ; 357 
 295 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 8 ; photosnowmaker ; 120 
 296 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 24 ; SER 888 ; 90 
 297 ; 25 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 21 ; Deluxe ; 195 
 298 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 23 ; strigi ; 187 
 299 ; Лот монет России (8шт): 20к,10к,5к. Отверстия ; 1845-1915 ;  ; Ag ; VF-XF/G ; 18 ; Hikon ; 530 
 300 ; Лот монет России (5шт): 10 коп. Разновидность ; 1915 ;  ; Ag ; XF+/XF ; 28 ; mvf ; 830 
 301 ; Лот монет России: 50 пенни (10шт) ; 1914 ;  ; Ag ; AU/XF ; 26 ; KhS ; 1227 
 302 ; Лот монет России: 50 пенни (10шт) ; 1915 ;  ; Ag ; AU/XF ; 22 ; KhS ; 1227 
 303 ; Лот монет России: 50 пенни (10шт) ; 1916 ;  ; Ag ; AU/XF ; 20 ; KhS ; 1122 
 304 ; Лот монет России: 50 пенни (10шт) ; 1916 ;  ; Ag ; AU/XF ; 18 ; KhS ; 1134 
 305 ; Лот монет России: 50 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF ; 29 ; StasStas ; 1360 
 306 ; Лот монет России: 50 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF ; 20 ; zivan28 ; 1281 
 207 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF ; 12 ; said ; 192 
 208 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF- ; 12 ; xeljdbot1 ; 153 
 209 ; 5 копеек ; 1897 ; СПБ АГ ; Ag ; VF-XF ; 24 ; vitab ; 1000 
 210 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; XF- ; 39 ; leshii40 ; 1256 
 211 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; XF+ ; 19 ; vitab ; 1528 
 212 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; AU/XF+ ; 38 ; Запруда ; 1405 
 213 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 14 ; Chatsky ; 254 
 214 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; AU ; 89 ; vitab ; 1247 
 215 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+/AU ; 41 ; slando ; 1122 
 216 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 17 ; LEHA.LIS ; 194 
 217 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 18 ; Zort ; 1005 
 218 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 31 ; strigi ; 1145 
 219 ; 4 копейки ; 1757 ; Ливонез ; Ag ; VF- ; 39 ; A-Stral ; 4181 
 220 ; 2 злотых ; 1823 ; IB Польша ; Ag ; VF ; 49 ; Борис Моисеевич ; 4933 
 221 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F+ ; 17 ; AC/DC ; 306 
 222 ; 5 грошей ; 1819 ; IB Польша ; Ag ; G ; 7 ; Andrak ; 101 
 223 ; 5 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F- ; 28 ; нионила ; 273 
 224 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 2 ; Emv ; 1020 
 225 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 18 ; nik2678 ; 1024 
 226 ; 2 марки ; 1865 ; S Финляндия ; Ag ; XF- ; 21 ; serg98 ; 1028 
 227 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF+ ; 30 ; franklin ; 1051 
 228 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF+ ; 30 ; Emv ; 906 
 229 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF-XF ; 27 ; franklin ; 1144 
 230 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF-XF ; 11 ; Emv ; 983 
 231 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF+ ; 28 ; franklin ; 1031 
 232 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF+ ; 26 ; franklin ; 1031 
 233 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF-XF ; 20 ; Holder31 ; 1064 
 234 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF-XF ; 9 ; lsp25 ; 1031 
 235 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 24 ; Rober ; 1031 
 236 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF ; 39 ; Emv ; 1010 
 237 ; 2 марки ; 1906 ; L Финляндия ; Ag ; VF-XF ; 33 ; lsp25 ; 1722 
 238 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF-XF ; 22 ; Emv ; 408 
 239 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF-XF ; 16 ; KhS ; 488 
 240 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF-XF/VF+ ; 32 ; Emv ; 434 
 241 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 40 ; Emv ; 455 
 242 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 19 ; Emv ; 455 
 243 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 46 ; Emv ; 354 
 244 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF ; 33 ; Emv ; 479 
 245 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF ; 35 ; Emv ; 359 
 246 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF- ; 26 ; Emv ; 357 
 247 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF- ; 32 ; Emv ; 362 
 248 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF-XF ; 37 ; lsp25 ; 510 
 249 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF+ ; 23 ; Emv ; 357 
 250 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF+ ; 21 ; lsp25 ; 479 
 251 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF+ ; 7 ; Emv ; 357 
 252 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF ; 34 ; Emv ; 357 
 253 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF- ; 40 ; Emv ; 362 
 254 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF- ; 43 ; Emv ; 327 
 255 ; 1 марка ; 1866 ; S Финляндия ; Ag ; F-VF ; 30 ; Emv ; 344 
 256 ; 1 марка. Убраны напайки по гурту ; 1866 ; S Финляндия ; Ag ; F ; 12 ; Emv ; 253 
 157 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; XF- ; 13 ; Остановите землю.. ; 489 
 158 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; VF+ ; 19 ; lvv9387 ; 262 
 159 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 12 ; Пионер ; 387 
 160 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF- ; 11 ; Пионер ; 408 
 161 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F- ; 17 ; es72 ; 148 
 162 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF+ ; 21 ; Пионер ; 793 
 163 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 21 ; said ; 193 
 164 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU/XF+ ; 29 ; Алексей Сомелье ; 459 
