 4808 ; Бона иностранная ;  ;  ;  ;  ; 51 ; Etich ; 135 
 455 ; 2 копейки ; 1830 ; КМ АМ ; Cu ; F-VF ; 21 ; Munia ; 453 
 356 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F+ ; 33 ; Firefox ; 245 
 357 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF- ; 16 ; svaha ; 359 
 358 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; F+ ; 24 ; Волга 39120 ; 179 
 359 ; 5 копеек ; 1838 ; ЕМ НА ; Cu ; VG ; 23 ; Анатоль ; 181 
 360 ; 5 копеек ; 1871 ; ЕМ ; Cu ; VF+ ; 31 ; Sky2 ; 1710 
 361 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F-VF ; 20 ; yurrgen ; 375 
 362 ; 5 копеек ; 1878 ; СПБ ; Cu ; F+ ; 34 ; cristofel ; 190 
 363 ; 5 копеек ; 1881 ; СПБ ; Cu ; F-VF ; 14 ; uz ; 185 
 364 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF- ; 94 ; spsmaalex ; 937 
 365 ; 5 копеек ; 1911 ; СПБ ; Cu ; F+ ; 83 ; yurrgen ; 121 
 366 ; 3 копейки ; 1840 ; СМ ; Cu ; F ; 9 ; F111A ; 546 
 367 ; 3 копейки ; 1841 ; ЕМ ; Cu ; VF- ; 22 ; yurrgen ; 348 
 368 ; 3 копейки ; 1842 ; СМ ; Cu ; F+ ; 19 ; F111A ; 573 
 369 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 17 ; yurrgen ; 306 
 370 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VF ; 18 ; yurrgen ; 419 
 371 ; 3 копейки ; 1844 ; СМ ; Cu ; F ; 15 ; Волга 39120 ; 561 
 372 ; 3 копейки ; 1846 ; СМ ; Cu ; F-VF ; 34 ; max2008 ; 651 
 373 ; 3 копейки ; 1859 ; ЕМ ; Cu ; VF ; 27 ; yurrgen ; 397 
 374 ; 3 копейки ; 1866 ; ЕМ ; Cu ; VG ; 44 ; linkor ; 566 
 375 ; 3 копейки ; 1881 ; СПБ ; Cu ; VG ; 25 ; termogaz ; 46 
 376 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 20 ; westof ; 97 
 377 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 57 ; westof ; 110 
 378 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 27 ; svaha ; 97 
 379 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 29 ; military ; 97 
 380 ; 3 копейки ; 1916 ;  ; Cu ; AU ; 32 ; maremark ; 457 
 381 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 46 ; yurrgen ; 96 
 382 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 94 ; 439 ; 579 
 383 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F-VF ; 47 ; fordewind ; 750 
 384 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 20 ; yurrgen ; 57 
 385 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F ; 28 ; remez ; 222 
 386 ; 2 копейки ; 1760 ;  ; Cu ; F-VF ; 108 ; gusar ; 336 
 387 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 27 ; yurrgen ; 123 
 388 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 12 ; max2008 ; 453 
 389 ; 2 копейки ; 1763 ; ЕМ ; Cu ; F-VF ; 17 ; кабан ; 1006 
 390 ; 2 копейки ; 1764 ; ЕМ ; Cu ; VF ; 55 ; dbd ; 1134 
 391 ; 2 копейки ; 1765 ; СПМ ; Cu ; F+ ; 71 ; света ; 453 
 392 ; 2 копейки ; 1766 ; ММ ; Cu ; F+ ; 35 ; svaha ; 190 
 393 ; 2 копейки ; 1770 ; КМ "Сибирь" ; Cu ; VF ; 88 ; Волга 39120 ; 1523 
 394 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 56 ; Ravak ; 1020 
 395 ; 2 копейки ; 1772 ; КМ "Сибирь" ; Cu ; F+ ; 62 ; stas6992 ; 1041 
 396 ; 2 копейки ; 1798 ; КМ ; Cu ; F-VF ; 22 ; Bolt ; 340 
 397 ; 2 копейки ; 1798 ; КМ ; Cu ; VF- ; 85 ; Munia ; 1530 
 398 ; 2 копейки ; 1799 ; КМ ; Cu ; F+ ; 36 ; villi56 ; 500 
 399 ; 2 копейки ; 1800 ; КМ ; Cu ; VF- ; 59 ; Munia ; 1530 
 400 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 59 ; benc ; 2040 
 401 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 25 ; я вернулся ; 612 
 402 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 30 ; crackjack ; 276 
 403 ; 2 копейки (Ильин-1р) ; 1810 ; ЕМ НМ ; Cu ; F ; 12 ; Олег2401 ; 128 
 404 ; 2 копейки ; 1810 ; КМ ; Cu ; VF+ ; 21 ; Munia ; 437 
 405 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; XF- ; 24 ; $$$ ; 1383 
 306 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 20 ; 439 ; 209 
 307 ; 5 копеек ; 1772 ; КМ "Сибирь" ; Cu ; F-VF ; 39 ; Волга 39120 ; 1102 
 308 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF- ; 21 ; Анатоль ; 203 
 309 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF ; 15 ; Hada ; 213 
 310 ; 5 копеек ; 1775 ; КМ "Сибирь" ; Cu ; VF- ; 34 ; Bolt ; 2371 
 311 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF+ ; 13 ; Wolfram ; 226 
 312 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 19 ; Doca ; 211 
 313 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 20 ; yrik ; 198 
 314 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 15 ; termogaz ; 212 
 315 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 6 ; yrik ; 174 
 316 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 21 ; Недорого ; 206 
 317 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 14 ; remez ; 319 
 318 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 6 ; yrik ; 167 
 319 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 16 ; hill1972 ; 207 
 320 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 7 ; hill1972 ; 202 
 321 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 9 ; hill1972 ; 203 
 322 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 14 ; 2262н ; 257 
 323 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 10 ; zoom30 ; 255 
 324 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 10 ; gabbels ; 257 
 325 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 19 ; 2262н ; 203 
 326 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 13 ; lalula ; 207 
 327 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 8 ; 2262н ; 251 
 328 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 7 ; yrik ; 174 
 329 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 9 ; yrik ; 204 
 330 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 13 ; yrik ; 202 
 331 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 20 ; hill1972 ; 239 
 332 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 10 ; hill1972 ; 238 
 333 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 15 ; termogaz ; 251 
 334 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 11 ; hill1972 ; 248 
 335 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 10 ; hill1972 ; 238 
 336 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 11 ; hill1972 ; 214 
 337 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 40 ; 439 ; 331 
 338 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 8 ; hill1972 ; 204 
 339 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 8 ; hill1972 ; 204 
 340 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 14 ; hill1972 ; 242 
 341 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 61 ; Andrei2007 ; 241 
 342 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 5 ; MATATOA ; 255 
 343 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF-XF ; 39 ; Майкл ; 1589 
 344 ; 5 копеек ; 1791 ; АМ ; Cu ; VF ; 39 ; Олег2401 ; 729 
 345 ; 5 копеек ; 1791 ; АМ ; Cu ; VF ; 30 ; stas6992 ; 700 
 346 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 12 ; Andr89 ; 765 
 347 ; 5 копеек ; 1792 ; КМ ; Cu ; VF ; 61 ; benc ; 2754 
 348 ; 5 копеек ; 1793 ; КМ ; Cu ; VF ; 48 ; F111A ; 918 
 349 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 45 ; мы рады ; 389 
 350 ; 5 копеек (Петров-2р) ; 1831 ; ЕМ ; Cu ; F+ ; 40 ; santan93 ; 281 
 351 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF ; 74 ; yurrgen ; 294 
 352 ; 5 копеек (Ильин-1р) ; 1831 ; СМ ; Cu ; VF- ; 57 ; jeeper ; 1236 
 353 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 21 ; avtomasterbakal ; 151 
 354 ; 5 копеек (Ильин-1р) ; 1832 ; СМ ; Cu ; F-VF ; 50 ; F111A ; 669 
 355 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 40 ; yurrgen ; 195 
 256 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; F-VF ; 33 ; leo1978 ; 144 
 257 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; XF+ ; 5 ; smax621 ; 239 
 258 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 4 ; westof ; 178 
 259 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF- ; 42 ; leo1978 ; 104 
 260 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; VF- ; 7 ; alex995 ; 101 
 261 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 4 ; avtomasterbakal ; 105 
 262 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; XF+ ; 10 ; 1gold ; 117 
 263 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; XF+ ; 29 ; LVIMU ; 313 
 264 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 20 ; leo1978 ; 166 
 265 ; Лот монет России: 25 пенни и 20 коп (55шт) ; 1873-1917 ;  ; Ag ; XF+/VG ; 40 ; сортам70 ; 3642 
 266 ; Лот монет России для Финляндии: 50,25,5,1 пенни (4шт) ; 1905-1917 ;  ; Ag, Cu ; VF-/VF+ ; 13 ; paxa ; 453 
 267 ; Лот монет России (7шт): 10к,1к,1/2к ; 1903-1915 ;  ; Ag,Cu ; VF+/VF- ; 57 ; sdv75-2010 ; 841 
 268 ; Лот монет России (5шт): 10 копеек ; 1907-1914 ;  ; Ag ; VF/F+ ; 84 ; Mart_11 ; 1689 
 269 ; 10 копеек ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 62 ; Волга 39120 ; 4269 
 270 ; 10 копеек ; 1772 ; КМ "Сибирь" ; Cu ; VF- ; 19 ; zigzag ; 6347 
 271 ; 10 копеек ; 1777 ; КМ "Сибирь" ; Cu ; VF ; 147 ; Волга 39120 ; 5980 
 272 ; 5 копеек ; 1726 ; НД Дата снизу вверх ; Cu ; VG ; 62 ; gabbels ; 1062 
 273 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; F-VF ; 94 ; я вернулся ; 2374 
 274 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; VF- ; 61 ; Акцент ; 9600 
 275 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; VF ; 47 ; я вернулся ; 5649 
 276 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 29 ; Недорого ; 309 
 277 ; 5 копеек ; 1762 ;  ; Cu ; VF ; 43 ; skupoy ; 1525 
 278 ; 5 копеек ; 1763 ; СПМ ; Cu ; F-VF ; 71 ; Andr89 ; 910 
 279 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F ; 27 ; yrik ; 123 
 280 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 38 ; MATATOA ; 442 
 281 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 31 ; Майкл ; 202 
 282 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF+ ; 27 ; ваня03 ; 504 
 283 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 12 ; Недорого ; 203 
 284 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 17 ; 439 ; 300 
 285 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 14 ; yurrgen ; 193 
 286 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 13 ; yurrgen ; 185 
 287 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 5 ; yurrgen ; 184 
 288 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 9 ; yurrgen ; 257 
 289 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 16 ; yurrgen ; 201 
 290 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 14 ; yurrgen ; 193 
 291 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 16 ; yurrgen ; 201 
 292 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 8 ; 55555 ; 386 
 293 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 12 ; yurrgen ; 185 
 294 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 6 ; yurrgen ; 186 
 295 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 17 ; yurrgen ; 204 
 296 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 13 ; yurrgen ; 193 
 297 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 14 ; yurrgen ; 193 
 298 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 15 ; yurrgen ; 198 
 299 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 5 ; remez ; 184 
 300 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 7 ; yrik ; 153 
 301 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 17 ; yrik ; 153 
 302 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 14 ; yrik ; 185 
 303 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 23 ; 55555 ; 255 
 304 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 16 ; termogaz ; 193 
 305 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 4 ; yrik ; 153 
 206 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 37 ; MikeStalker ; 150 
 207 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 34 ; Евгений_075 ; 123 
 208 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 56 ; Andrei_B73 ; 165 
 209 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 23 ; Dimitriy ; 130 
 210 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 53 ; mich555 ; 258 
 211 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 60 ; LVIMU ; 165 
 212 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 19 ; MikeStalker ; 155 
 213 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; VF ; 25 ; imi ; 131 
 214 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 20 ; Гранит ; 133 
 215 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 23 ; supreme ; 155 
 216 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; AU ; 9 ; voldemar56 ; 569 
 217 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 17 ; сортам70 ; 119 
 218 ; 10 копеек ; 1915 ; ВС ; Ag ; VF ; 18 ; MikeStalker ; 125 
 219 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 25 ; supreme ; 153 
 220 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 22 ; я вернулся ; 320 
 221 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 21 ; voldemar56 ; 174 
 222 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 49 ; Мурашка ; 167 
 223 ; 10 копеек ; 1916 ; ВС ; Ag ; AU/XF ; 32 ; cboker ; 210 
 224 ; 5 копеек ; 1827 ; СПБ НГ ; Ag ; F-VF ; 71 ; Волга 39120 ; 845 
 225 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; XF+ ; 48 ; serg2010 ; 2550 
 226 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; XF- ; 83 ; Andrei2007 ; 1797 
 227 ; 5 копеек ; 1864 ; СПБ НФ ; Ag ; VF+ ; 81 ; Оптимус ; 2126 
 228 ; 5 копеек ; 1874 ; СПБ HI ; Ag ; VF+ ; 31 ; Оптимус ; 2267 
 229 ; 5 копеек ; 1881 ; СПБ НФ ; Ag ; XF ; 162 ; varvara ; 4876 
 230 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; XF+ ; 120 ; serg2010 ; 845 
 231 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; XF+ ; 93 ; Гранит ; 1095 
 232 ; 5 копеек ; 1887 ; СПБ АГ ; Ag ; AU ; 63 ; serg2010 ; 1351 
 233 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF+ ; 82 ; smax621 ; 306 
 234 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; F+ ; 25 ; Анатоль ; 255 
 235 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF-XF ; 46 ; ppi ; 322 
 236 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF+ ; 61 ; Гранит ; 611 
 237 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF- ; 26 ; 750075 ; 313 
 238 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; AU/XF ; 103 ; Mart_11 ; 1287 
 239 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; AU ; 105 ; dsidorov ; 1333 
 240 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; AU/XF ; 156 ; Alexandr5530 ; 903 
 241 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF+ ; 40 ; 750075 ; 313 
 242 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 13 ; 750075 ; 285 
 243 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 15 ; hill1972 ; 250 
 244 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 53 ; ppi ; 360 
 245 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 21 ; Alexandr5530 ; 408 
 246 ; 5 копеек ; 1915 ; ВС ; Ag ; XF+ ; 161 ; serg2010 ; 884 
 247 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF- ; 36 ; dimas ; 1259 
 248 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF ; 21 ; vitapool ; 1020 
 249 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF ; 40 ; vitapool ; 1122 
 250 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF- ; 9 ; dimas ; 453 
 251 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF- ; 9 ; leo1978 ; 455 
 252 ; 1 марка ; 1867 ; S Финляндия ; Ag ; F-VF ; 26 ; von_Schwarz ; 656 
 253 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF ; 22 ; Rober ; 524 
 254 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF- ; 3 ; толстяк ; 900 
 255 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF- ; 37 ; evchik ; 570 
 156 ; 15 копеек ; 1880 ; СПБ НФ ; Ag ; VF+ ; 50 ; voldemar56 ; 561 
 157 ; 15 копеек ; 1883 ; СПБ АГ ; Ag ; VF ; 48 ; Волга 39120 ; 1683 
 158 ; 15 копеек ; 1891 ; СПБ АГ ; Ag ; XF- ; 45 ; Акцент ; 2142 
 159 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; VF ; 27 ; yurrgen ; 165 
 160 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; VF ; 43 ; прыгун ; 230 
 161 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 22 ; Mart_11 ; 1275 
 162 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 16 ; 1gold ; 116 
 163 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 17 ; Tartan ; 102 
 164 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 70 ; imi ; 117 
 165 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 34 ; MikeStalker ; 135 
 166 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 35 ; 1gold ; 134 
 167 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF ; 20 ; Гранит ; 313 
 168 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 38 ; fatey ; 145 
 169 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; VF+ ; 30 ; Alexandr5530 ; 141 
 170 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; VF+ ; 39 ; MikeStalker ; 146 
 171 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 28 ; supreme ; 147 
 172 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 35 ; voldemar56 ; 155 
 173 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 31 ; supreme ; 129 
 174 ; 15 копеек ; 1915 ; ВС ; Ag ; XF ; 37 ; aguila ; 145 
 175 ; 15 копеек ; 1915 ; ВС ; Ag ; XF ; 15 ; 1gold ; 123 
 176 ; 15 копеек ; 1915 ; ВС ; Ag ; VF ; 16 ; Dimitriy ; 92 
 177 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 25 ; voldemar56 ; 139 
 178 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 30 ; mich555 ; 181 
 179 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 58 ; supreme ; 156 
 180 ; Гривенник ; 1752 ; IШ ; Ag ; VF ; 66 ; Firefox ; 2052 
 181 ; 10 копеек ; 1819 ; СПБ ПС ; Ag ; XF+ ; 199 ; СВл ; 12237 
 182 ; 10 копеек ; 1821 ; СПБ ПД ; Ag ; VF- ; 40 ; bvm1504 ; 308 
 183 ; 10 копеек ; 1845 ; СПБ КБ ; Ag ; VF+ ; 54 ; Волга 39120 ; 1600 
 184 ; 10 копеек ; 1861 ; СПБ ФБ ; Ag ; XF+ ; 56 ; kostik ; 804 
 185 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF ; 89 ; svaha ; 681 
 186 ; 10 копеек ; 1863 ; СПБ АБ ; Ag ; F-VF ; 70 ; yurrgen ; 302 
 187 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; VF ; 40 ; bvm1504 ; 167 
 188 ; 10 копеек ; 1868 ; СПБ HI ; Ag ; VF+ ; 93 ; solder13 ; 359 
 189 ; 10 копеек ; 1872 ; СПБ HI ; Ag ; VF ; 38 ; F111A ; 487 
 190 ; 10 копеек ; 1873 ; СПБ HI ; Ag ; VF+ ; 33 ; Акцент ; 1593 
 191 ; 10 копеек ; 1875 ; СПБ HI ; Ag ; VF+ ; 17 ; mr.812 ; 327 
 192 ; 10 копеек ; 1877 ; СПБ HI ; Ag ; F-VF ; 40 ; yurrgen ; 295 
 193 ; 10 копеек ; 1879 ; СПБ НФ ; Ag ; VF- ; 13 ; yurrgen ; 129 
 194 ; 10 копеек ; 1882 ; СПБ НФ ; Ag ; VF+ ; 22 ; Акцент ; 3570 
 195 ; 10 копеек ; 1896 ; СПБ АГ ; Ag ; F-VF ; 66 ; alien34 ; 532 
 196 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; VF- ; 30 ; велес ; 153 
 197 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F+ ; 30 ; Tartan ; 110 
 198 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 33 ; rik ; 108 
 199 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F-VF ; 26 ; Tartan ; 102 
 200 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 47 ; Гранит ; 279 
 201 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 22 ; ppi ; 107 
 202 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF ; 24 ; imi ; 107 
 203 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF- ; 47 ; Гранит ; 209 
 204 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU/XF ; 140 ; ppi ; 403 
 205 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 90 ; fatey ; 160 
 106 ; 20 копеек ; 1823 ; СПБ ПД ; Ag ; VF+ ; 65 ; habibbulin ; 1983 
 107 ; 20 копеек ; 1826 ; СПБ НГ ; Ag ; VF-XF ; 114 ; Акцент ; 8958 
 108 ; 20 копеек ; 1839 ; СПБ НГ ; Ag ; VF ; 100 ; 2019 ; 569 
 109 ; 20 копеек ; 1861 ; СПБ ФБ ; Ag ; XF- ; 51 ; yurrgen ; 665 
 110 ; 20 копеек ; 1861 ; СПБ ; Ag ; VF-XF ; 89 ; малиновка76 ; 1004 
 111 ; 20 копеек ; 1868 ; СПБ HI ; Ag ; XF- ; 37 ; Sky2 ; 1122 
 112 ; 20 копеек ; 1870 ; СПБ HI ; Ag ; F-VF ; 22 ; imi ; 151 
 113 ; 20 копеек ; 1871 ; СПБ HI ; Ag ; VF+ ; 77 ; alien34 ; 444 
 114 ; 20 копеек ; 1873 ; СПБ HI ; Ag ; VF ; 47 ; yurrgen ; 141 
 115 ; 20 копеек ; 1875 ; СПБ HI ; Ag ; F-VF ; 18 ; yurrgen ; 160 
 116 ; 20 копеек ; 1879 ; СПБ НФ ; Ag ; F+ ; 12 ; fatey ; 102 
 117 ; 20 копеек ; 1880 ; СПБ НФ ; Ag ; VF-XF ; 74 ; Sky2 ; 370 
 118 ; 20 копеек ; 1891 ; СПБ АГ ; Ag ; F-VF ; 31 ; велес ; 157 
