 5633 ; Бона иностранная ;  ;  ;  ;  ; 7 ; северянин ; 30 
 634 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 19 ; ЛАВ-13 ; 86 
 635 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 18 ; imperator33 ; 67 
 636 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 6 ; imperator33 ; 58 
 637 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 12 ; avm2665 ; 43 
 638 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 24 ; imperator33 ; 58 
 639 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 24 ; imperator33 ; 58 
 640 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 13 ; трынь трынь ; 83 
 641 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 24 ; imperator33 ; 58 
 642 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; трынь трынь ; 123 
 643 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+ ; 13 ; cotangens ; 227 
 644 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+ ; 15 ; cotangens ; 227 
 645 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+ ; 13 ; cotangens ; 227 
 646 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+ ; 17 ; cotangens ; 308 
 647 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F+ ; 13 ; cotangens ; 340 
 648 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 14 ; Ивпага ; 59 
 649 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 8 ; avm2665 ; 40 
 650 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 24 ; svenord ; 261 
 651 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 7 ; imperator33 ; 38 
 652 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; imperator33 ; 38 
 653 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; на полчасика ; 184 
 654 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; imperator33 ; 59 
 655 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 23 ; на полчасика ; 184 
 656 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 12 ; imperator33 ; 59 
 657 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 23 ; на полчасика ; 184 
 658 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 9 ; трынь трынь ; 90 
 659 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 15 ; на полчасика ; 228 
 660 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 124 
 661 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 79 
 662 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 21 ; трынь трынь ; 167 
 663 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; трынь трынь ; 93 
 664 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; на полчасика ; 184 
 665 ; Копейка. Иван IV Грозный ; 1533-1584 ;  ; Ag ; F-VF ; 7 ; imperator33 ; 36 
 666 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; imperator33 ; 33 
 667 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; imperator33 ; 47 
 668 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; imperator33 ; 47 
 669 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; imperator33 ; 53 
 670 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 8 ; imperator33 ; 38 
 671 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 8 ; imperator33 ; 38 
 672 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; avm2665 ; 37 
 673 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 26 ; imperator33 ; 67 
 674 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 26 ; imperator33 ; 67 
 675 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 20 ; imperator33 ; 47 
 676 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 20 ; imperator33 ; 53 
 677 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; трынь трынь ; 83 
 678 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 5 ; трынь трынь ; 75 
 679 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 14 ; imperator33 ; 47 
 680 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; трынь трынь ; 104 
 556 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 8 ; tanker1975 ; 60 
 557 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 16 ; Челябинск ; 327 
 558 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 33 ; veles25r ; 200 
 559 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 24 ; Челябинск ; 301 
 560 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF ; 24 ; Isengrim ; 206 
 561 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 14 ; veles25r ; 461 
 562 ; Лот монет 10, 5, 1 пенни. 1900-1917. 23 шт. ;  ;  ; Cu ; XF/VF ; 53 ; malshy ; 1713 
 563 ; Лот монет 10, 5 пенни. 1908,1916, 1917гг. 11 шт. ;  ;  ; Cu ; XF-/F-VF ; 17 ; malshy ; 572 
 564 ; Лот монет Финляндии: 5 пенни (12шт) ; 1915-1917 ;  ; Cu ; VF-XF ; 42 ; malshy ; 541 
 565 ; Лот монет России: 2,5 копеек (2шт) ; 1798,1861 ;  ; Cu ; F/VG ; 30 ; A-Stral ; 270 
 566 ; Лот монет России: 1 коп, денга (9шт) ; 1739-1761 ;  ; Cu ; F/VG ; 16 ; byrozka ; 408 
 567 ; Лот монет России: 2,1,1/2,1/4 копейки, полушка (11шт) ; 1730-1914 ;  ; Cu ; F/F+ ; 17 ; sib8 ; 155 
 568 ; Лот монет России: 3,2,1,1/2 копейки (7шт) ; 1770-1911 ;  ; Cu ; F/F+ ; 17 ; Armando ; 169 
 569 ; Лот монет России: 1 коп, денга (6шт) ; 1737-1856 ;  ; Cu ; F+/F- ; 10 ; Iskatel ; 130 
 570 ; Лот монет России: 3 коп (5шт) ; 1908-1915 ;  ; Cu ; VF+/F ; 36 ; kop ; 308 
 571 ; Лот монет России: 2 копейки, денга, полушка (4шт) ; 1707-1825 ;  ; Cu ; VG/G ; 31 ; sib8 ; 612 
 572 ; Лот монет России:5,1 пенни (4шт) ; 1911-1916 ;  ; Ag ; XF/VF+ ; 19 ; ga2012 ; 206 
 573 ; Лот монет Финляндии,России: 2 копейки, 1/4 копейки,1 пенни (5шт) ; 1841-1913 ;  ; Cu ; VG/G ; 13 ; zemlyk2014 ; 79 
 574 ; Лот монет Финляндии,России: 1/2 копейки,1 пенни (10шт) ; 1900-1917 ;  ; Cu ; XF-/VF- ; 25 ; ga2012 ; 618 
 575 ; Лот монет России, Финляндии: 1,5 пенни, денежка, 2 копейки (5шт) ; 1800-1916 ;  ; Cu ; XF+/F ; 43 ; stok ; 718 
 601 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; cotangens ; 101 
 602 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; cotangens ; 100 
 603 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; avm2665 ; 68 
 604 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; avm2665 ; 63 
 605 ; Копейка. Иван IV Васильевич (Грозный) ; 1533-1584 ;  ; Ag ; F-VF ; 9 ; Armando ; 65 
 606 ; Копейка. Федор Иванович ; 1584-1598 ;  ; Ag ; F-VF ; 9 ; aziya11 ; 36 
 607 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 28 ; Al777 ; 669 
 608 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F-VF ; 15 ; Al777 ; 642 
 609 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 24 ; imperator33 ; 58 
 610 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 30 ; imperator33 ; 67 
 611 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; imperator33 ; 59 
 612 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; imperator33 ; 58 
 613 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; avm2665 ; 48 
 614 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; Armando ; 59 
 615 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 23 ; imperator33 ; 58 
 616 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; Tritiy2 ; 157 
 617 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 6 ; imperator33 ; 55 
 618 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 5 ; imperator33 ; 34 
 619 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 20 ; imperator33 ; 53 
 620 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 9 ; imperator33 ; 61 
 621 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 19 ; dimasmirnov ; 81 
 622 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 21 ; dimasmirnov ; 126 
 623 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; imperator33 ; 57 
 624 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 23 ; aziya11 ; 87 
 625 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 7 ; aziya11 ; 67 
 626 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 13 ; aziya11 ; 156 
 627 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 5 ; aziya11 ; 67 
 628 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 6 ; imperator33 ; 58 
 629 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 18 ; imperator33 ; 67 
 630 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 24 ; imperator33 ; 58 
 506 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF- ; 10 ; себер ; 37 
 507 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF+ ; 9 ; happy ; 39 
 508 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 5 ; happy ; 36 
 509 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 5 ; Sterh ; 36 
 510 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 14 ; happy ; 51 
 511 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 14 ; happy ; 101 
 512 ; 5 пенни ; 1912 ; Финляндия ; Cu ; XF- ; 14 ; happy ; 101 
 513 ; 5 пенни ; 1913 ; Финляндия ; Cu ; UNC/AU ; 47 ; konstk2 ; 909 
 514 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 5 ; happy ; 36 
 515 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 10 ; лом45 ; 112 
 516 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 4 ; goram ; 34 
 517 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 7 ; cond ; 37 
 518 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 7 ; 1879 ; 101 
 519 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF ; 19 ; MrCrabs ; 231 
 520 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU/XF ; 19 ; кондор ; 163 
 521 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 22 ; MrCrabs ; 257 
 522 ; 1 пенни ; 1867 ; Финляндия ; Cu ; VF-XF ; 41 ; хуч ; 1841 
 523 ; 1 пенни. В капсуле NGC ; 1881 ; Финляндия ; Cu ; AU58BN ; 21 ; efim ; 5304 
 524 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF- ; 17 ; dgin ; 157 
 525 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF ; 42 ; Isengrim ; 300 
 526 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF ; 23 ; 1879 ; 284 
 527 ; 1 пенни ; 1891 ; Финляндия ; Cu ; VF-XF ; 27 ; себер ; 265 
 528 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF-XF ; 22 ; себер ; 174 
 529 ; 1 пенни ; 1892 ; Финляндия ; Cu ; AU/XF ; 19 ; кондор ; 400 
 530 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF+ ; 15 ; Mike! ; 214 
 531 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 25 ; Cepro ; 222 
 532 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF ; 17 ; Хемуль ; 122 
 533 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 10 ; 1879 ; 203 
 534 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF ; 28 ; 1879 ; 207 
 535 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF-XF ; 45 ; bva150979 ; 408 
 536 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF- ; 23 ; boroda ; 136 
 537 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 36 ; Rober ; 160 
 538 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF- ; 12 ; happy ; 111 
 539 ; 1 пенни ; 1901 ; Финляндия ; Cu ; AU/XF ; 32 ; Sergio L ; 255 
 540 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 33 ; vagvagvag ; 169 
 541 ; 1 пенни ; 1902 ; Финляндия ; Cu ; VF-XF ; 20 ; Rober ; 163 
 542 ; 1 пенни ; 1903 ; Финляндия ; Cu ; VF+ ; 26 ; LAB-A ; 167 
 543 ; 1 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 16 ; dgin ; 104 
 544 ; 1 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 11 ; dgin ; 104 
 545 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 23 ; vagvagvag ; 152 
 546 ; 1 пенни ; 1907 ; Финляндия ; Cu ; AU ; 18 ; veles25r ; 928 
 547 ; 1 пенни ; 1908 ; Финляндия ; Cu ; VF ; 13 ; boroda ; 97 
 548 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU ; 35 ; veles25r ; 266 
