 4816 ; Бона иностранная. Дания ; 1936 ;  ;  ; AU ; 68 ; POSHEXON ; 272 
 1017 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 10 ; vivehcili ; 30 
 1018 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 19 ; чук и гек ; 29 
 1019 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 15 ; чук и гек ; 28 
 1020 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 11 ; чук и гек ; 28 
 1021 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 15 ; zoom30 ; 40 
 1022 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 20 ; sergey7 ; 30 
 1023 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 15 ; чук и гек ; 29 
 1024 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 14 ; vivehcili ; 30 
 925 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 30 ; mix55 ; 31 
 926 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 32 ; anvidmi ; 31 
 927 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 29 ; vivehcili ; 28 
 928 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 54 ; ВММ ; 82 
 929 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; maremark ; 21 
 930 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 37 ; zzzzz ; 453 
 931 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 50 ; ВММ ; 113 
 932 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; zzzzz ; 266 
 933 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 27 ; maremark ; 27 
 934 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 22 ; Bolt ; 28 
 935 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 32 ; vivehcili ; 33 
 936 ; Копейка. Дефект чеканки ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 35 ; Нед Огл ; 184 
 937 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 6 ; волга ; 28 
 938 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 22 ; волга ; 28 
 939 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; zzzzz ; 245 
 940 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 80 ; ВММ ; 107 
 941 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 27 ; Lenchik_2M ; 97 
 942 ; Копейка. Дефект чеканки ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 32 ; vivehcili ; 33 
 943 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 2 ; krocsi ; 45 
 944 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; Bolt ; 32 
 945 ; Копейка. Деформация ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 49 ; s8888888888 ; 290 
 946 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 37 ; Bolt ; 41 
 947 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 25 ; Bolt ; 33 
 948 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; zzzzz ; 77 
 949 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; Bolt ; 33 
 950 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 26 ; vivehcili ; 31 
 951 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; Bolt ; 33 
 952 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 41 ; Lenchik_2M ; 42 
 953 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; Bolt ; 33 
 954 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 25 ; Bolt ; 41 
 955 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 42 ; Bolt ; 59 
 956 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 56 ; zzzzz ; 61 
 957 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 58 ; eugraphus ; 318 
 958 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 26 ; zzzzz ; 441 
 959 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 49 ; zzzzz ; 473 
 960 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 56 ; 104 кг ; 259 
 961 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 40 ; BST ; 306 
 962 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 55 ; mix55 ; 1530 
 963 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 48 ; zzzzz ; 459 
 964 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 38 ; zzzzz ; 236 
 965 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 50 ; elinsckij123 ; 51 
 966 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; vivehcili ; 33 
 967 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 27 ; mix55 ; 115 
 968 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 32 ; zzzzz ; 337 
 969 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; zzzzz ; 115 
 970 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 29 ; zzzzz ; 170 
 971 ; Денга ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 55 ; Bolt ; 5406 
 972 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 73 ; Bolt ; 1590 
 973 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F+ ; 36 ; anvidmi ; 39 
 974 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 31 ; vivehcili ; 31 
 875 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 18 ; aziya11 ; 38 
 876 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 22 ; Venn ; 29 
 877 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 20 ; волга ; 28 
 878 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 15 ; zzzzz ; 48 
 879 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 21 ; aziya11 ; 29 
 880 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 12 ; aziya11 ; 34 
 881 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 17 ; Dostavka ; 120 
 882 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 14 ; Нед Огл ; 153 
 883 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 18 ; Dostavka ; 65 
 884 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 13 ; Dostavka ; 128 
 885 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F+ ; 13 ; maremark ; 26 
 886 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F+ ; 12 ; Кладоискатель ; 22 
 887 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F+ ; 7 ; maremark ; 12 
 888 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F+ ; 15 ; maremark ; 27 
 889 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F+ ; 17 ; волга ; 22 
 890 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F+ ; 15 ; волга ; 22 
 891 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; zzzzz ; 31 
 892 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; maremark ; 12 
 893 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 4 ; maremark ; 26 
 894 ; Копейка. Деформация ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 7 ; zzzzz ; 501 
 895 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F+ ; 46 ; Dostavka ; 77 
 896 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F+ ; 11 ; zzzzz ; 114 
 897 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; zzzzz ; 28 
 898 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; evilpap ; 20 
 899 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; Bolt ; 32 
 900 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; wertu ; 30 
 901 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; stivenson ; 31 
 902 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 12 ; mix55 ; 34 
 903 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 25 ; evilpap ; 28 
 904 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; Bolt ; 79 
 905 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; леший 88 ; 28 
 906 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 43 ; westkap ; 59 
 907 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 25 ; vivehcili ; 32 
 908 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 33 ; бортик ; 77 
 909 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 12 ; Nik812 ; 31 
 910 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; SadKo ; 34 
 911 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; Dostavka ; 31 
 912 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; SadKo ; 34 
 913 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; SadKo ; 34 
 914 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 18 ; Нед Огл ; 33 
 915 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 29 ; vivehcili ; 33 
 916 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 18 ; волга ; 27 
 917 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; SadKo ; 30 
 918 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 6 ; волга ; 28 
 919 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 19 ; vivehcili ; 31 
 920 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 21 ; волга ; 28 
 921 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; Нед Огл ; 44 
 922 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; шабер ; 131 
 923 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; maremark ; 26 
 924 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; elinsckij123 ; 37 
 825 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 10 ; aziya11 ; 35 
 826 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; SadKo ; 42 
 827 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 8 ; Lenchik_2M ; 60 
 828 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; aziya11 ; 34 
 829 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; elinsckij123 ; 42 
 830 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; elinsckij123 ; 44 
 831 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 19 ; raise ; 44 
 832 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 8 ; SadKo ; 43 
 833 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 32 ; mix55 ; 44 
 834 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 46 ; mix55 ; 71 
 835 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 22 ; aziya11 ; 39 
 836 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 44 ; raise ; 44 
 837 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 33 ; mix55 ; 43 
 838 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 37 ; sergey7 ; 43 
 839 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; aziya11 ; 46 
 840 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; aziya11 ; 34 
 841 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; aziya11 ; 32 
 842 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 18 ; Hedeby ; 45 
 843 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 14 ; aziya11 ; 41 
 844 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 45 ; sergey7 ; 43 
 845 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; aziya11 ; 33 
 846 ; Копейка. Иван IV Васильевич (Грозный) ; 1533-1584 ;  ; Ag ; F-VF ; 39 ; sergey7 ; 43 
 847 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 7 ; Dostavka ; 98 
 848 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 26 ; бортик ; 79 
 849 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 8 ; zzzzz ; 131 
 850 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 15 ; aziya11 ; 30 
 851 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 13 ; Dostavka ; 44 
 852 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 28 ; леший 88 ; 44 
 853 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 12 ; aziya11 ; 28 
 854 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 12 ; SadKo ; 47 
 855 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 12 ; SadKo ; 44 
 856 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 25 ; aziya11 ; 32 
 857 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 20 ; aziya11 ; 30 
 858 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 21 ; aziya11 ; 31 
 859 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 89 ; s8888888888 ; 151 
 860 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 10 ; Нед Огл ; 88 
