 4327 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 51 ; bob_tauranga ; 59 
 487 ; Денга ; 1740 ;  ; Cu ; F+ ; 15 ; кабан ; 50 
 488 ; Денга. Аверс/Реверс 20 градусов ; 1741 ;  ; Cu ; VF+ ; 44 ; Rosomaxa ; 612 
 489 ; Денга ; 1744 ;  ; Cu ; VF- ; 50 ; vvr ; 567 
 490 ; Денга ; 1746 ;  ; Cu ; VF- ; 40 ; vvr ; 228 
 491 ; Денга ; 1748 ;  ; Cu ; F-VF ; 38 ; валери ; 51 
 492 ; Денга ; 1749 ;  ; Cu ; VF- ; 8 ; atos51 ; 226 
 493 ; Денга ; 1749 ;  ; Cu ; F-VF ; 22 ; Ozzy ; 51 
 494 ; Денга ; 1749 ;  ; Cu ; F+ ; 36 ; валери ; 61 
 495 ; Денга ; 1750 ;  ; Cu ; F+ ; 25 ; max2008 ; 125 
 496 ; Денга ; 1774 ; КМ "Сибирь" ; Cu ; F-VF ; 43 ; shdm ; 503 
 497 ; Денга ; 1776 ; КМ "Сибирь" ; Cu ; F+ ; 81 ; shdm ; 447 
 498 ; Денга (Ильин-1р) ; 1793 ; КМ ; Cu ; F-VF ; 25 ; is54 ; 612 
 499 ; Деньга ; 1811 ; ИМ МК ; Cu ; F-VF ; 42 ; якши37 ; 628 
 500 ; Деньга (Петров-4р, Ильин-3р) ; 1814 ; КМ АМ ; Cu ; F-VF ; 54 ; energo39 ; 1862 
 501 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 50 ; Al0851 ; 237 
 502 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; VF+ ; 37 ; K19 ; 2052 
 503 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F+ ; 12 ; CHARLI ; 175 
 504 ; 1/2 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 7 ; Сакович ; 31 
 505 ; 1/2 копейки ; 1843 ; СМ ; Cu ; F-VF ; 17 ; gor ; 138 
 506 ; 1/2 копейки (Ильин-1р) ; 1846 ; СМ ; Cu ; F-VF ; 50 ; Al0851 ; 407 
 407 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 8 ; shdm ; 308 
 408 ; 2 копейки ; 1798 ; АМ ; Cu ; F+ ; 31 ; shdm ; 212 
 409 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 29 ; Rosomaxa ; 312 
 410 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 24 ; грос79 ; 174 
 411 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF ; 11 ; girey ; 146 
 412 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 43 ; валери ; 122 
 413 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 15 ; gor ; 184 
 414 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 27 ; BVN-2 ; 238 
 415 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 32 ; kolhis ; 310 
 416 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 16 ; кабан ; 590 
 417 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 13 ; serg2010 ; 267 
 418 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 24 ; Юбер ; 67 
 419 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF- ; 25 ; кабан ; 80 
 420 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 43 ; OMT ; 258 
 421 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 11 ; Doca ; 140 
 422 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 19 ; gelind ; 84 
 423 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 68 ; кабан ; 110 
 424 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; F-VF ; 14 ; кабан ; 78 
 425 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; F-VF ; 32 ; кабан ; 43 
 426 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF- ; 5 ; кабан ; 114 
 427 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; F-VF ; 4 ; кабан ; 47 
 428 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; VF- ; 76 ; Сакович ; 102 
 429 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; VF- ; 75 ; max2008 ; 100 
 430 ; 2 копейки. Вензель украшен ; 1840 ; ЕМ ; Cu ; F-VF ; 92 ; грос79 ; 459 
 431 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 22 ; BVN-2 ; 370 
 432 ; 2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 31 ; Al0851 ; 203 
 433 ; 2 копейки ; 1860 ; ЕМ ; Cu ; VF- ; 123 ; Wilsand ; 276 
 434 ; 2 копейки ; 1896 ; СПБ ; Cu ; F-VF ; 4 ; Сакович ; 117 
 435 ; 2 копейки ; 1903 ; СПБ ; Cu ; VF- ; 4 ; Doca ; 42 
 436 ; 2 копейки ; 1906 ; СПБ ; Cu ; F+ ; 10 ; Gera_K ; 27 
 437 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 7 ; tai ; 102 
 438 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 3 ; girey ; 76 
 439 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 23 ; OMT ; 373 
 440 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 25 ; crackjack ; 47 
 441 ; Копейка ; 1706 ; БК ; Cu ; F+ ; 49 ; lelikus ; 905 
 442 ; Копейка. Ремонт 12 часов ; 1708 ; МД ; Cu ; F-VF ; 50 ; грос79 ; 861 
 443 ; Копейка ; 1710 ; МД ; Cu ; F+ ; 14 ; Олег33 ; 561 
 444 ; Копейка ; 1711 ; ·БК· ; Cu ; F-VF ; 76 ; якши37 ; 2123 
 445 ; Копейка ; 1713 ; М Д ; Cu ; F-VF ; 58 ; пожпожпож ; 1020 
 446 ; Копейка ; 1763 ; ММ ; Cu ; F-VF ; 39 ; lelikus ; 520 
 447 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 29 ; кабан ; 449 
 448 ; Копейка ; 1789 ; ЕМ ; Cu ; VF- ; 46 ; samurai 969 ; 505 
 449 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 53 ; gor ; 149 
 450 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 28 ; atos51 ; 153 
 451 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF+ ; 27 ; Олег33 ; 327 
 452 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VF+ ; 20 ; lelikus ; 455 
 453 ; Копейка ; 1837 ; ЕМ НА ; Cu ; VF- ; 11 ; lelikus ; 276 
 454 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 39 ; Al0851 ; 203 
 455 ; Копейка ; 1846 ; СМ ; Cu ; VF- ; 12 ; CHARLI ; 185 
 456 ; Копейка ; 1847 ; СМ ; Cu ; F-VF ; 12 ; CHARLI ; 223 
 357 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F ; 18 ; кабан ; 204 
 358 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF+ ; 18 ; atos51 ; 551 
 359 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF- ; 35 ; samurai 969 ; 288 
 360 ; 5 копеек ; 1858 ; ЕМ ; Cu ; F+ ; 45 ; gor ; 551 
 361 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF+ ; 94 ; tai ; 1523 
 362 ; 5 копеек ; 1912 ; СПБ ; Cu ; F+ ; 35 ; Blagorodie ; 1326 
 363 ; 3 копейки ; 1842 ; ЕМ ; Cu ; F-VF ; 58 ; CHARLI ; 478 
 364 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 39 ; gor ; 503 
 365 ; 3 копейки ; 1874 ; ЕМ ; Cu ; F+ ; 27 ; alz08 ; 179 
 366 ; 3 копейки ; 1883 ; СПБ ; Cu ; VF ; 110 ; Gordey72 ; 403 
 367 ; 3 копейки ; 1884 ; СПБ ; Cu ; VF- ; 41 ; Олег33 ; 268 
 368 ; 3 копейки ; 1895 ; СПБ ; Cu ; VF- ; 103 ; Татаур ; 310 
 369 ; 3 копейки ; 1897 ; СПБ ; Cu ; VF- ; 119 ; alz08 ; 314 
 370 ; 3 копейки ; 1898 ; СПБ ; Cu ; VF- ; 29 ; Bagdan ; 203 
 371 ; 3 копейки ; 1899 ; СПБ ; Cu ; F+ ; 4 ; SANGOLD1 ; 11 
 372 ; 3 копейки ; 1900 ; СПБ ; Cu ; F/F+ ; 3 ; girey ; 77 
 373 ; 3 копейки ; 1903 ; СПБ ; Cu ; VF ; 15 ; Татаур ; 436 
 374 ; 3 копейки ; 1904 ; СПБ ; Cu ; VF- ; 19 ; Сакович ; 175 
 375 ; 3 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 7 ; Gordey72 ; 120 
 376 ; 3 копейки ; 1906 ; СПБ ; Cu ; VF ; 16 ; Masik ; 102 
 377 ; 3 копейки ; 1907 ; СПБ ; Cu ; F-VF ; 47 ; lelic ; 1428 
 378 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 3 ; Татаур ; 116 
 379 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 2 ; girey ; 113 
 380 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF ; 9 ; pww78 ; 159 
 381 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF- ; 5 ; pww78 ; 230 
 382 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF ; 12 ; samurai 969 ; 55 
 383 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF ; 17 ; volod ; 53 
 384 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 46 ; tai ; 101 
 385 ; 3 копейки ; 1916 ;  ; Cu ; VF+ ; 12 ; Gera_K ; 91 
 386 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 66 ; ANK ; 394 
 387 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 29 ; CHARLI ; 93 
 388 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F-VF ; 72 ; volod ; 510 
 389 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 41 ; грос79 ; 156 
 390 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 65 ; 661827 ; 239 
 391 ; 2 копейки ; 1760 ;  ; Cu ; VF ; 30 ; якши37 ; 775 
 392 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 14 ; Олег33 ; 319 
 393 ; 2 копейки ; 1763 ; ММ ; Cu ; VF ; 11 ; atos51 ; 479 
 394 ; 2 копейки ; 1764 ; ММ ; Cu ; F-VF ; 6 ; girey ; 253 
 395 ; 2 копейки ; 1765 ; СПМ ; Cu ; VF- ; 26 ; atos51 ; 402 
 396 ; 2 копейки ; 1766 ; ММ ; Cu ; VF- ; 31 ; gor ; 300 
 397 ; 2 копейки ; 1766? ; СПМ ; Cu ; F-VF ; 13 ; girey ; 432 
 398 ; 2 копейки (Петров-7р, Ильин-3р) ; 1767 ; СПМ ; Cu ; F ; 55 ; boroda ; 966 
 399 ; 2 копейки ; 1769 ; ЕМ ; Cu ; VF ; 3 ; mars6307 ; 1100 
 400 ; 2 копейки ; 1772 ; ЕМ ; Cu ; VF ; 34 ; alexeiSP ; 707 
 401 ; 2 копейки ; 1775 ; ЕМ ; Cu ; VF ; 45 ; Rosomaxa ; 830 
 402 ; 2 копейки ; 1788 ; ММ ; Cu ; VF- ; 69 ; jagger ; 518 
 403 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VF- ; 15 ; BVN-2 ; 306 
 404 ; 2 копейки ; 1795 ; ЕМ ; Cu ; VF- ; 33 ; якши37 ; 1135 
 405 ; 2 копейки ; 1797 ;  ; Cu ; F+ ; 27 ; Олег33 ; 3143 
 406 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 38 ; Майкл ; 306 
 307 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF+ ; 25 ; girey ; 441 
 308 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 36 ; double ; 204 
 309 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 37 ; Nikodimm ; 308 
 310 ; 5 копеек ; 1778 ; КМ "Сибирь" ; Cu ; F-VF ; 17 ; Blagorodie ; 2040 
 311 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 13 ; Зодчий ; 475 
 312 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 21 ; girey ; 441 
 313 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 11 ; Nikodimm ; 363 
 314 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF/VF- ; 13 ; double ; 217 
 315 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 13 ; Nikodimm ; 206 
 316 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 6 ; qas77qas ; 125 
 317 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 48 ; double ; 315 
 318 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 25 ; grisha2401 ; 224 
 319 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 41 ; Nikodimm ; 385 
 320 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 40 ; Nikodimm ; 310 
 321 ; 5 копеек ; 1788 ; ММ ; Cu ; VF ; 34 ; Sigizmund ; 1400 
 322 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF/F-VF ; 23 ; lsp25 ; 312 
 323 ; 5 копеек ; 1789 ; КМ ; Cu ; VF ; 24 ; Майкл ; 1926 
 324 ; 5 копеек ; 1789 ; АМ ; Cu ; VF ; 22 ; ur_adamov ; 657 
 325 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 4 ; girey ; 225 
 326 ; 5 копеек ; 1790 ; АМ ; Cu ; VF ; 32 ; ААФ ; 579 
 327 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 31 ; Cheral2008 ; 422 
 328 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 40 ; double ; 230 
 329 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 40 ; RAF ; 411 
 330 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 18 ; RAF ; 436 
 331 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 80 ; RAF ; 1020 
 332 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF-/VF+ ; 31 ; ХапугаСПБ ; 472 
 333 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 12 ; F111A ; 607 
 334 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF-XF ; 16 ; girey ; 359 
 335 ; 5 копеек ; 1792 ; АМ ; Cu ; VF ; 7 ; ААФ ; 660 
 336 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F+ ; 7 ; qas77qas ; 194 
 337 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F+ ; 59 ; Зодчий ; 211 
 338 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 34 ; Bagdan ; 306 
 339 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 73 ; qas77qas ; 197 
 340 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF/VF- ; 20 ; taa ; 294 
 341 ; 5 копеек ; 1793 ; АМ ; Cu ; VF- ; 13 ; Rjn ; 655 
 342 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF/VF- ; 13 ; mgradov ; 385 
 343 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 69 ; никсер ; 3774 
 344 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 23 ; girey ; 304 
 345 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 38 ; eugraphus ; 383 
 346 ; 5 копеек ; 1794 ; КМ ; Cu ; VF- ; 44 ; eugraphus ; 1360 
 347 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 7 ; double ; 251 
 348 ; 5 копеек ; 1794 ; АМ ; Cu ; VF- ; 16 ; mgradov ; 553 
 349 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 28 ; клотик 2 ; 302 
 350 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF ; 15 ; Hada ; 889 
 351 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF-/VF+ ; 18 ; Зодчий ; 561 
 352 ; 5 копеек ; 1795 ; АМ ; Cu ; VF ; 57 ; eugraphus ; 1417 
 353 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF/VF- ; 12 ; Rjn ; 459 
 354 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF+/VF-XF ; 54 ; ZET ; 816 
 355 ; 5 копеек ; 1796 ; АМ ; Cu ; VF ; 15 ; girey ; 461 
 356 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF-XF ; 73 ; toto ; 1067 
 257 ; 5 копеек ; 1760 ;  ; Cu ; F/F-VF ; 64 ; qas77qas ; 131 
 258 ; 5 копеек ; 1760 ;  ; Cu ; F/F-VF ; 46 ; sonegr ; 204 
 259 ; 5 копеек ; 1760 ;  ; Cu ; F-VF ; 54 ; qas77qas ; 193 
 260 ; 5 копеек ; 1760 ;  ; Cu ; VF ; 32 ; alexeiSP ; 640 
 261 ; 5 копеек ; 1760 ;  ; Cu ; F-VF ; 27 ; валери ; 201 
 262 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 40 ; double ; 347 
 263 ; 5 копеек ; 1761 ;  ; Cu ; VF ; 25 ; kaper ; 488 
 264 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 18 ; Esromeron ; 385 
 265 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 20 ; Олег33 ; 204 
 266 ; 5 копеек ; 1762 ;  ; Cu ; VF ; 85 ; dnlstl ; 931 
 267 ; 5 копеек ; 1763 ; СМ ; Cu ; F+ ; 21 ; vak ; 459 
 268 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 42 ; double ; 229 
 269 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 29 ; double ; 204 
 270 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 9 ; qas77qas ; 138 
 271 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 12 ; qas77qas ; 185 
 272 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 27 ; Майкл ; 459 
 273 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 22 ; jagger ; 439 
 274 ; 5 копеек ; 1763 ; ММ ; Cu ; VF ; 24 ; jagger ; 512 
 275 ; 5 копеек ; 1763 ; СПМ ; Cu ; F-VF ; 77 ; jagger ; 668 
 276 ; 5 копеек ; 1763 ; СМ ; Cu ; VF ; 67 ; Sigizmund ; 2266 
 277 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F+ ; 35 ; qas77qas ; 200 
 278 ; 5 копеек ; 1764 ; ММ ; Cu ; VF ; 36 ; НЕТ МОЁ ; 618 
 279 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 25 ; валери ; 201 
 280 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 7 ; lsp25 ; 204 
 281 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 13 ; НЕТ МОЁ ; 204 
 282 ; 5 копеек ; 1765 ; ММ ; Cu ; VF- ; 31 ; double ; 316 
 283 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 35 ; валери ; 201 
 284 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 16 ; qas77qas ; 135 
 285 ; 5 копеек ; 1765 ; СМ ; Cu ; VF ; 41 ; yury64 ; 1488 
 286 ; 5 копеек ; 1765 ; ММ ; Cu ; F/VF- ; 38 ; raise ; 231 
 287 ; 5 копеек ; 1765 ; СПМ ; Cu ; VF ; 57 ; Майкл ; 1873 
 288 ; 5 копеек ; 1766 ; СМ ; Cu ; VF ; 58 ; НЕТ МОЁ ; 1304 
 289 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF+ ; 22 ; alexeiSP ; 551 
 290 ; 5 копеек ; 1766 ; ММ ; Cu ; VF ; 40 ; Sigizmund ; 717 
 291 ; 5 копеек ; 1766 ; СПМ ; Cu ; VF- ; 34 ; double ; 1133 
 292 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF- ; 68 ; double ; 372 
 293 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF/VF ; 11 ; qas77qas ; 195 
 294 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 48 ; lsp25 ; 492 
 295 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF- ; 13 ; mgradov ; 204 
 296 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 34 ; валери ; 204 
 297 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F ; 3 ; imi ; 184 
 298 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 14 ; qas77qas ; 157 
 299 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 35 ; mgradov ; 209 
 300 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 68 ; BVN-2 ; 326 
 301 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F/VF- ; 21 ; qas77qas ; 152 
 302 ; 5 копеек. Брак чеканки и гурчения ; 1771 ; ЕМ ; Cu ; VF-XF ; 32 ; Так!!! ; 1135 
 303 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 21 ; qas77qas ; 152 
 304 ; 5 копеек ; 1772 ; КМ "Сибирь" ; Cu ; VF- ; 40 ; грос79 ; 1825 
 305 ; 5 копеек ; 1774 ; КМ "Сибирь" ; Cu ; VF- ; 38 ; dnk8 ; 1870 
 306 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F+ ; 10 ; валери ; 204 
 207 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; F-VF ; 20 ; Al0851 ; 206 
 208 ; 5 копеек. Деформация ; 1889 ; СПБ АГ ; Ag ; VF- ; 39 ; dimon46 ; 221 
 209 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF- ; 132 ; serg2010 ; 645 
 210 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF ; 12 ; girey ; 213 
 211 ; 5 копеек. Деформация ; 1890 ; СПБ АГ ; Ag ; VF ; 45 ; ваня ; 216 
 212 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; AU ; 84 ; Antromis ; 1527 
 213 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; VF-XF ; 27 ; za-via ; 350 
 214 ; 5 копеек. Деформация ; 1891 ; СПБ АГ ; Ag ; F-VF ; 46 ; Опятор ; 206 
 215 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF+ ; 116 ; serg2010 ; 354 
 216 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; F-VF ; 27 ; qas77qas ; 189 
 217 ; 5 копеек ; 1897 ; СПБ АГ ; Ag ; VF ; 43 ; USS ; 310 
 218 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; VF-XF ; 158 ; якши37 ; 616 
 219 ; 5 копеек. Деформация ; 1899 ; СПБ АГ ; Ag ; F-VF ; 10 ; qas77qas ; 183 
 220 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF+ ; 38 ; USS ; 412 
 221 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF+ ; 12 ; якши37 ; 524 
 222 ; 5 копеек. Деформация ; 1902 ; СПБ АР ; Ag ; F-VF ; 43 ; qas77qas ; 179 
 223 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 25 ; BVN-2 ; 211 
 224 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 65 ; Chagall ; 361 
 225 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 32 ; bv812 ; 346 
 226 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 32 ; Germanfox ; 248 
 227 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 31 ; bob_tauranga ; 213 
 228 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 54 ; serg2010 ; 430 
 229 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 10 ; sail ; 563 
 230 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 107 ; Tiguanin ; 3590 
 231 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 131 ; якши37 ; 1530 
 232 ; 5 злотых ; 1817 ; IB Польша ; Ag ; VF- ; 42 ; Harder ; 4261 
 233 ; 5 злотых ; 1830 ; KG Польша ; Ag ; VF- ; 42 ; Harder ; 4715 
 234 ; 4 копейки. Деформация ; 1757 ; Ливонез ; Ag ; F-VF/VF- ; 114 ; gors ; 7502 
 235 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 166 ; lsp25 ; 804 
 236 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 53 ; 199z ; 408 
 237 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 27 ; нэри ; 337 
 238 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 3 ; 199z ; 209 
 239 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 116 ; AntoxaBV ; 416 
 240 ; Лот монет России (3шт): 20к,10к,5к. Деформация ; 1823,1845,1883 ;  ; Ag ; F+/F ; 32 ; Mike! ; 452 
