 4359 ; Бона иностранная ;  ;  ;  ;  ; 20 ; shneyder ; 79 
 438 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF+ ; 31 ; lsp25 ; 131 
 439 ; Лот монет России: 1/2,1/4 коп (5шт) ; 1896-1915 ;  ; Cu ; VF-/F ; 32 ; F111A ; 535 
 440 ; Лот монет России: 1/2 коп, денга, денежка, полушка (7шт) ; 1731-1850 ;  ; Cu ; F/F+ ; 18 ; vic2 ; 202 
 441 ; Лот монет России: 1 коп (7шт) ; 1877-1915 ;  ; Cu ; VF-/F ; 28 ; dmytrylat ; 238 
 442 ; Лот монет России: 1 коп (8шт) ; 1889-1914 ;  ; Cu ; F+/F ; 4 ; BVN-2 ; 76 
 443 ; Лот монет России: 2,1/2 коп, денежка (4шт) ; 1763?-1899 ;  ; Cu ; F+/VF- ; 11 ; BVN-2 ; 136 
 444 ; Лот монет России: денга, полушка (3шт) ; 1935, 1937, 1948 ;  ; Cu ; F ; 58 ; capraz ; 153 
 445 ; Лот монет России: 1 коп (8шт) ; 1798-1913 ;  ; Cu ; VG/F-VF ; 3 ; Григорий ; 116 
 446 ; Лот монет России: 5 коп, 2 коп (4шт) ; 1757-1797 ;  ; Cu ; VG/F+ ; 5 ; Григорий ; 99 
 447 ; Лот монет России: 2 коп (9шт). На одной монете лак ; 1813-1916 ;  ; Cu ; VG/F-VF ; 13 ; Григорий ; 44 
 448 ; Лот монет России: 3 коп (5шт) ; 1876-1916 ;  ; Cu ; F/F+ ; 33 ; Григорий ; 186 
 449 ; Лот монет России: 5 коп (5шт) ; 1868-1879 ;  ; Cu ; VG/F-VF ; 19 ; BVN-2 ; 197 
 450 ; Лот монет России: 2 коп, 1 коп (5шт) ; 1800-1852 ;  ; Cu ; F/F-VF ; 24 ; BVN-2 ; 124 
 451 ; Лот монет России: 3,2,1, коп , денежка (5шт) ; 1758-1914 ;  ; Cu ; VF/F ; 32 ; bob_tauranga ; 170 
 452 ; Лот монет России: 5 коп, 3 коп (4шт) ; 1869-1915 ;  ; Cu ; F-VF ; 14 ; LyLyK ; 153 
 453 ; Лот монет России: 2 коп, 1 коп (6шт) ; 1879-1915 ;  ; Cu ; F/F-VF ; 7 ; LyLyK ; 134 
 454 ; Лот монет России: 2 коп (5шт) ; 1898-1908 ;  ; Cu ; F/F-VF ; 28 ; bob_tauranga ; 115 
 455 ; Лот монет России: 2 коп (6шт). На одной монете лак ; 1895-1912 ;  ; Cu ; VG/F+ ; 3 ; stivenson ; 57 
 456 ; Лот монет России (3шт): 3 копейки 1853г+3 к "Оккупация"1916г+2 пара/3 копейки 1773г ; 1853,1916,1773 ;  ; Cu,Fe ; F ; 45 ; волга ; 821 
 357 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 47 ; кабан ; 462 
 358 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 32 ; wolikaz ; 101 
 359 ; Копейка (Ильин-1р) ; 1797 ; АМ ; Cu ; F ; 29 ; capraz ; 521 
 360 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 42 ; salim ; 90 
 361 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 25 ; mgradov ; 286 
 362 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 20 ; lsp25 ; 114 
 363 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 35 ; Сакович ; 184 
 364 ; Копейка (Ильин-1р) ; 1805? ; ЕМ ; Cu ; F-VF/F+ ; 61 ; марс7 ; 5610 
 365 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 15 ; Сакович ; 159 
 366 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF+ ; 20 ; Funtik ; 663 
 367 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 20 ; asparagus ; 53 
 368 ; Копейка ; 1845 ; СМ ; Cu ; VF- ; 32 ; митька ; 110 
 369 ; Копейка ; 1855 ; ЕМ ; Cu ; VF- ; 52 ; eugraphus ; 364 
 370 ; Копейка ; 1898 ; СПБ ; Cu ; F+ ; 20 ; гриша ; 20 
 371 ; Копейка ; 1899 ; СПБ ; Cu ; VF+ ; 80 ; stivenson ; 116 
 372 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 56 ; cond ; 169 
 373 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 30 ; stivenson ; 51 
 374 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 30 ; stivenson ; 51 
 375 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 13 ; volod ; 75 
 376 ; Копейка ; 1911 ; СПБ ; Cu ; XF ; 11 ; volod ; 114 
 377 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 25 ; andysayan ; 25 
 378 ; Копейка ; 1912 ; СПБ ; Cu ; XF ; 33 ; volod ; 53 
 379 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 22 ; гриша ; 23 
 380 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 25 ; джон007 ; 25 
 381 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 12 ; volod ; 31 
 382 ; Копейка ; 1913 ; СПБ ; Cu ; VF- ; 26 ; stivenson ; 25 
 383 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 12 ; pww78 ; 28 
 384 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 24 ; гриша ; 24 
 385 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 19 ; гриша ; 25 
 386 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 26 ; джон007 ; 25 
 387 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 17 ; джон007 ; 25 
 388 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 16 ; гриша ; 24 
 389 ; Копейка ; 1914 ; СПБ ; Cu ; VF ; 27 ; stivenson ; 26 
 390 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 26 ; гриша ; 25 
 391 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 24 ; гриша ; 24 
 392 ; Копейка ; 1915 ;  ; Cu ; XF ; 24 ; lessnoy ; 35 
 393 ; Копейка ; 1916 ;  ; Cu ; AU/XF ; 29 ; volod ; 28 
 394 ; Денга ; 1731 ;  ; Cu ; F-VF ; 31 ; Юбер ; 42 
 395 ; Денга ; 1735 ;  ; Cu ; VF ; 8 ; vvr ; 102 
 396 ; Денга ; 1737 ;  ; Cu ; F-VF ; 34 ; andysayan ; 35 
 397 ; Денга ; 1748 ;  ; Cu ; F-VF ; 40 ; vvr ; 83 
 398 ; Денга ; 1749 ;  ; Cu ; F-VF ; 33 ; stivenson ; 33 
 399 ; Денга ; 1750 ;  ; Cu ; F-VF ; 45 ; stivenson ; 46 
 400 ; Денга ; 1753 ;  ; Cu ; F-VF ; 21 ; ZET ; 27 
 401 ; Денга (Петров-4р, Ильин-5р) ; 1774 ; ЕМ ; Cu ; F+ ; 82 ; fgd ; 5980 
 402 ; Денга ; 1775 ; КМ "Сибирь" ; Cu ; F-VF ; 25 ; volod ; 1145 
 403 ; Деньга (Ильин-3р) ; 1797 ; КМ ; Cu ; F ; 98 ; dimon46 ; 1008 
 404 ; Деньга (Ильин-3р) ; 1805 ; КМ ; Cu ; F ; 118 ; марс7 ; 7293 
 405 ; 1/2 копейки ; 1839 ; СМ ; Cu ; F-VF ; 74 ; якши37 ; 695 
 406 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 62 ; Сакович ; 152 
 307 ; 2 копейки ; 1810 ; СПБ МК ; Cu ; VF- ; 61 ; 222000 ; 1228 
 308 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F+ ; 31 ; Добрый молодец ; 108 
 309 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 24 ; aleks7 ; 159 
 310 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF- ; 18 ; ШИФ ; 210 
 311 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 10 ; ШИФ ; 207 
 312 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; VF- ; 23 ; ZET ; 471 
 313 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF- ; 45 ; ZET ; 593 
 314 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 4 ; gelind ; 96 
 315 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 15 ; Хорошист ; 134 
 316 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 24 ; gelind ; 72 
 317 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 9 ; Хорошист ; 119 
 318 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF+ ; 65 ; ШИФ ; 540 
 319 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F-VF ; 33 ; митька ; 131 
 320 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 36 ; ZET ; 201 
 321 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF-XF ; 6 ; crackjack ; 101 
 322 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 20 ; Юбер ; 38 
 323 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; F-VF ; 41 ; taa ; 40 
 324 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; F-VF ; 5 ; sikachai ; 127 
 325 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; F-VF/VF ; 3 ; ШИФ ; 124 
 326 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; VF+ ; 9 ; OMT ; 510 
 327 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; VF ; 14 ; sikachai ; 363 
 328 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; F-VF ; 14 ; sikachai ; 199 
 329 ; 2 копейки ; 1819 ; КМ АД ; Cu ; VF- ; 19 ; кабан ; 228 
 330 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF ; 33 ; ААФ ; 67 
 331 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; VF ; 33 ; serg2010 ; 206 
 332 ; 2 копейки ; 1821 ; ЕМ ФГ ; Cu ; VF- ; 2 ; ШИФ ; 1003 
 333 ; 2 копейки ; 1821 ; КМ АД ; Cu ; F+ ; 17 ; sikachai ; 132 
 334 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; VF- ; 16 ; vvr ; 286 
 335 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; VF- ; 10 ; Сакович ; 120 
 336 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; VF ; 12 ; ААФ ; 150 
 337 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; VF- ; 23 ; Сакович ; 191 
 338 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; VF- ; 35 ; sikachai ; 183 
 339 ; 2 копейки ; 1844 ; ЕМ ; Cu ; F-VF ; 28 ; BVN-2 ; 159 
 340 ; 2 копейки ; 1857 ; ЕМ ; Cu ; F+ ; 19 ; BVN-2 ; 260 
 341 ; 2 копейки ; 1870 ; ЕМ ; Cu ; VF ; 31 ; ШИФ ; 408 
 342 ; 2 копейки ; 1890 ; СПБ ; Cu ; VF- ; 68 ; 222000 ; 470 
 343 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 13 ; Морозов07 ; 31 
 344 ; 2 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 9 ; andysayan ; 28 
 345 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 30 ; volod ; 77 
 346 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 5 ; SANGOLD1 ; 23 
 347 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 10 ; andysayan ; 28 
 348 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 7 ; SANGOLD1 ; 25 
 349 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 12 ; kosiak90 ; 29 
 350 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 28 ; volod ; 41 
 351 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF ; 11 ; гриша ; 24 
 352 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 11 ; volod ; 28 
 353 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 46 ; volod ; 46 
 354 ; Копейка ; 1716? ;  ; Cu ; F-VF ; 12 ; Mikola_1 ; 487 
 355 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 74 ; Ravak ; 257 
 356 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 42 ; Trespass ; 128 
 257 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 18 ; volod ; 38 
 258 ; 3 копейки ; 1915 ;  ; Cu ; VF ; 8 ; capable ; 27 
 259 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 52 ; gor ; 184 
 260 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 2 ; фёкла ; 26 
 261 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 9 ; lsp25 ; 108 
 262 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 36 ; Добрый молодец ; 79 
 263 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F-VF ; 5 ; sever2010 ; 439 
 264 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 34 ; Майкл ; 218 
 265 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 23 ; арбат ; 208 
 266 ; 2 копейки ; 1763 ; ММ ; Cu ; VF- ; 3 ; ШИФ ; 414 
 267 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 80 ; Mikola_1 ; 500 
 268 ; 2 копейки ; 1763 ; ЕМ ; Cu ; VF- ; 23 ; кабан ; 579 
 269 ; 2 копейки ; 1764 ;  ; Cu ; F-VF ; 14 ; sever2010 ; 793 
 270 ; 2 копейки (Петров-1р) ; 1765 ; ММ ; Cu ; F-VF ; 54 ; кабан ; 1136 
 271 ; 2 копейки ; 1765 ; ЕМ ; Cu ; F-VF ; 3 ; ШИФ ; 414 
 272 ; 2 копейки ; 1766 ; ММ ; Cu ; VF- ; 5 ; ШИФ ; 226 
 273 ; 2 копейки ; 1766 ; СПМ ; Cu ; VF- ; 18 ; volod ; 347 
 274 ; 2 копейки ; 1766 ; ЕМ ; Cu ; VF- ; 20 ; shknikolay ; 543 
 275 ; 2 копейки ; 1768 ; КМ "Сибирь" ; Cu ; VF- ; 61 ; crackjack ; 1180 
 276 ; 2 копейки ; 1772 ; ЕМ ; Cu ; VF- ; 11 ; кабан ; 809 
 277 ; 2 копейки ; 1773 ; ЕМ ; Cu ; VF ; 5 ; арбат ; 567 
 278 ; 2 копейки ; 1777 ; ЕМ ; Cu ; F-VF ; 47 ; кабан ; 561 
 279 ; 2 копейки ; 1788 ; ММ ; Cu ; VF ; 21 ; кабан ; 714 
 280 ; 2 копейки ; 1788 ; СПМ ; Cu ; VF- ; 20 ; кабан ; 714 
 281 ; 2 копейки ; 1789 ; ЕМ ; Cu ; F-VF ; 48 ; gor ; 278 
 282 ; 2 копейки ; 1797 ;  ; Cu ; F/F-VF ; 26 ; лена ; 2360 
 283 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 44 ; bdd48 ; 180 
 284 ; 2 копейки ; 1797 ; АМ ; Cu ; F+ ; 20 ; santan93 ; 143 
 285 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 55 ; murew ; 215 
 286 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 45 ; ШИФ ; 218 
 287 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 10 ; ШИФ ; 227 
 288 ; 2 копейки ; 1797 ; АМ ; Cu ; VF-/VF+ ; 11 ; ШИФ ; 410 
 289 ; 2 копейки ; 1797 ; КМ ; Cu ; VF- ; 56 ; mac ; 921 
 290 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF-XF ; 2 ; ШИФ ; 443 
 291 ; 2 копейки ; 1798 ; КМ ; Cu ; VF ; 26 ; taa ; 453 
 292 ; 2 копейки ; 1798 ; КМ ; Cu ; VF ; 15 ; ААФ ; 510 
 293 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 20 ; Сухов ; 453 
 294 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 24 ; ААФ ; 150 
 295 ; 2 копейки ; 1798 ; АМ ; Cu ; VF ; 28 ; ШИФ ; 285 
 296 ; 2 копейки ; 1798 ; АМ ; Cu ; VF ; 19 ; ААФ ; 564 
 297 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF-XF ; 14 ; oleg_055 ; 417 
 298 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF ; 8 ; ААФ ; 206 
 299 ; 2 копейки ; 1799 ; КМ ; Cu ; VF- ; 5 ; ААФ ; 415 
 300 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+ ; 20 ; ААФ ; 257 
 301 ; 2 копейки ; 1800 ; КМ ; Cu ; VF- ; 36 ; shknikolay ; 421 
 302 ; 2 копейки ; 1801 ; КМ ; Cu ; VF- ; 25 ; ШИФ ; 354 
 303 ; 2 копейки ; 1802 ; ЕМ ; Cu ; F ; 98 ; якши37 ; 1563 
 304 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 14 ; ШИФ ; 208 
 305 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 22 ; Сакович ; 155 
 306 ; 2 копейки ; 1810 ; КМ ; Cu ; VF- ; 34 ; ШИФ ; 269 
 207 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 72 ; sikachai ; 357 
 208 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF ; 105 ; lsp25 ; 472 
 209 ; 5 копеек ; 1789 ; АМ ; Cu ; VF+ ; 25 ; capraz ; 989 
 210 ; 5 копеек ; 1789 ; АМ ; Cu ; VF ; 7 ; ААФ ; 765 
 211 ; 5 копеек ; 1790 ; АМ ; Cu ; VF ; 16 ; paxa ; 810 
 212 ; 5 копеек ; 1790 ; АМ ; Cu ; VF ; 10 ; sever2010 ; 467 
 213 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 14 ; sikachai ; 499 
 214 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 23 ; serg2010 ; 955 
 215 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 11 ; volod ; 748 
 216 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF ; 18 ; sikachai ; 395 
 217 ; 5 копеек ; 1792 ; АМ ; Cu ; VF ; 16 ; paxa ; 784 
 218 ; 5 копеек ; 1793 ; АМ ; Cu ; VF-XF ; 25 ; serg2010 ; 1079 
 219 ; 5 копеек ; 1793 ; АМ ; Cu ; VF- ; 4 ; sever2010 ; 525 
 220 ; 5 копеек ; 1793 ; АМ ; Cu ; VF- ; 36 ; paxa ; 774 
 221 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 8 ; paxa ; 750 
 222 ; 5 копеек ; 1794 ; АМ ; Cu ; VF- ; 9 ; paxa ; 621 
 223 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 33 ; Сорнок ; 532 
 224 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 87 ; serg2010 ; 420 
 225 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF ; 12 ; Сорнок ; 510 
 226 ; 5 копеек ; 1795 ; КМ ; Cu ; VF- ; 61 ; sikachai ; 3103 
 227 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF+ ; 23 ; Недорого ; 717 
 228 ; 5 копеек ; 1796 ; АМ ; Cu ; VF ; 11 ; ШИФ ; 712 
 229 ; 5 копеек ; 1796 ; АМ ; Cu ; VF- ; 16 ; paxa ; 622 
 230 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF ; 27 ; salim ; 1734 
 231 ; 5 копеек ; 1804 ; КМ ; Cu ; VF- ; 33 ; Lotus 99 ; 2267 
 232 ; 5 копеек (Петров-2,5р, Ильин-2р) ; 1806 ; КМ ; Cu ; F+ ; 13 ; alex67 ; 1754 
 233 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F+/F ; 26 ; Сакович ; 204 
 234 ; 5 копеек (Ильин-1р) ; 1832 ; СМ ; Cu ; F-VF ; 55 ; volod ; 429 
 235 ; 5 копеек (Петров-1,5р, Ильин-1р) ; 1835 ; СМ ; Cu ; F-VF ; 24 ; sikachai ; 522 
 236 ; 5 копеек ; 1858 ; ЕМ ; Cu ; F+ ; 7 ; BVN-2 ; 199 
 237 ; 5 копеек ; 1861 ; ЕМ ; Cu ; F+ ; 10 ; BVN-2 ; 213 
 238 ; 5 копеек ; 1863 ; ЕМ ; Cu ; F+ ; 48 ; Сакович ; 228 
 239 ; 5 копеек ; 1865 ; ЕМ ; Cu ; F+ ; 11 ; avc ; 228 
 240 ; 5 копеек ; 1866 ; ЕМ ; Cu ; F ; 57 ; BVN-2 ; 227 
 241 ; 5 копеек ; 1870 ; ЕМ ; Cu ; VF- ; 51 ; lelic ; 509 
 242 ; 5 копеек ; 1871 ; ЕМ ; Cu ; VF+ ; 95 ; кве ; 1395 
 243 ; 5 копеек ; 1877 ; СПБ ; Cu ; VF+ ; 81 ; 222000 ; 1583 
 244 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 32 ; USS ; 1227 
 245 ; 3 копейки ; 1842 ; СПМ ; Cu ; F-VF ; 58 ; alz08 ; 714 
 246 ; 3 копейки ; 1883 ; СПБ ; Cu ; F+ ; 6 ; sikachai ; 184 
 247 ; 3 копейки ; 1891 ; СПБ ; Cu ; F+ ; 41 ; sher60 ; 261 
 248 ; 3 копейки ; 1900 ; СПБ ; Cu ; F-VF ; 15 ; BVN-2 ; 29 
 249 ; 3 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 7 ; dmytrylat ; 29 
 250 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 12 ; monge ; 36 
 251 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 17 ; Doca ; 94 
 252 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 26 ; konst ; 338 
 253 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF ; 25 ; capable ; 25 
 254 ; 3 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 8 ; capable ; 28 
 255 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 41 ; volod ; 63 
 256 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 77 ; oleg_055 ; 237 
 157 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 14 ; droopy ; 244 
 158 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 8 ; droopy ; 527 
 159 ; Лот монет России: 20,15,10,5 коп (4шт) ; 1902-1914 ;  ; Ag ; VF-/F ; 58 ; слава192 ; 429 
 160 ; Лот монет России: 20,10 коп (5шт) ; 1909-1915 ;  ; Ag ; F+/VF- ; 26 ; слава192 ; 408 
 161 ; Лот монет России: 10 коп (2шт) ; 1860,1885 ;  ; Ag ; F/F+ ; 53 ; фёкла ; 186 
 162 ; Лот монет России: 5 коп (4шт) ; 1815-1888 ;  ; Ag ; F+/F-VF ; 21 ; слава192 ; 397 
 163 ; 10 копеек ; 1770 ; КМ "Сибирь" ; Cu ; VF-/F-VF ; 78 ; F111A ; 3287 
 164 ; 10 копеек ; 1780 ; КМ "Сибирь" ; Cu ; VF ; 41 ; марс7 ; 3850 
