 6035 ; Бона иностранная Индонезия ;  ;  ;  ; AU ; 11 ; prostor.71 ; 24 
 678 ; 1 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 12 ; Andrei2007 ; 79 
 679 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 14 ; Арсенал ; 424 
 680 ; Лот монет России (8шт): 1 копейка ; 1869-1891 ;  ; Cu ; F/VG ; 50 ; dimon46 ; 411 
 681 ; Лот монет России (8шт): 2к,1к ; 1855-1913 ;  ; Cu ; F-VF/VG ; 21 ; Zorro-09 ; 132 
 682 ; Лот монет России (5шт): 5к,3к,1к ; 1857-1913 ;  ; Cu ; F+/VG ; 15 ; Andrei2007 ; 357 
 683 ; Лот монет России (10шт): 1к, 1/2к ; 1891-1915 ;  ; Cu ; VF-/VG ; 30 ; mvp ; 523 
 684 ; Лот монет России (15шт): 1 копейка ; 1870-1916 ;  ; Cu ; VF-/VG ; 21 ; лом45 ; 1037 
 685 ; Лот монет России: 5 пенни (17шт) ; 1898-1917 ;  ; Cu ; XF+/F-VF ; 41 ; СТРЕКОЗА ; 1189 
 686 ; Лот монет России: 5 пенни (18шт) ; 1873-1917 ;  ; Cu ; XF+/VG ; 45 ; Emv ; 1119 
 687 ; Лот монет России (10шт): 3к,2к,1к ; 1801-1862 ;  ; Cu ; F/VG ; 32 ; Tepmak ; 1046 
 688 ; Лот монет России: 2 коп (13шт) ; 1800-1863 ;  ; Cu ; F-/VG ; 17 ; ct200h ; 1019 
 689 ; Лот монет России: 2 коп (14шт) ; 1898-1916 ;  ; Cu ; F+/VG ; 43 ; mvp ; 517 
 690 ; Лот монет России: 10,5,1 пенни (15шт) ; 1865-1917 ;  ; Cu ; F-VF/G ; 26 ; yunonik ; 359 
 691 ; Лот монет России: 2,1 коп, денга (10шт) ; 1760-1852 ;  ; Cu ; F+/G ; 9 ; olq ; 518 
 692 ; Лот монет России (6шт): 2к, 1к, денежка, полушка ; 1800-1909 ;  ; Cu ; F/VG ; 37 ; STANDART ; 283 
 693 ; Лот монет России (7шт): 2 копейки ; 1814-1854 ;  ; Cu ; F-/G ; 42 ; avm2665 ; 164 
 694 ; Лот монет России (8шт): 5к,3к,2к,1к,денежка ; 1779-1910 ;  ; Cu ; F-/VG ; 48 ; Костян 92 ; 1360 
 695 ; Лот монет России: 1 коп, денга (17шт) ; 1750-1914 ;  ; Cu ; F-/G ; 19 ; stok ; 815 
 696 ; Лот монет России (14шт): денга, полушка ; 1731-1911 ;  ; Cu ; F-VF/VG ; 36 ; елец ; 1603 
 697 ; Лот монет России: 10 пенни (8шт) ; 1865-1916 ;  ; Cu ; XF+/F- ; 35 ; Emv ; 935 
 698 ; Лот монет России (11шт): 5к,2к,1к, денежка, полушка ; 1795-1856 ;  ; Cu ; VG ; 17 ; olq ; 578 
 699 ; Лот монет России: 5,3 коп (4шт) ; 1788-1899 ;  ; Cu ; VG ; 29 ; olq ; 428 
 700 ; Лот монет России: 10,1 пенни (9шт) ; 1907-1917 ;  ; Cu ; XF+/VF- ; 55 ; СТРЕКОЗА ; 1184 
 701 ; Алтын. Новодел ; 1676-1682 ; Федор Алексеевич ; Ag ; XF+ ; 105 ; Хозяин ; 17778 
 702 ; Танга ; 1402-1427 ; Великое Княжество Рязанское. Федор Олегович ; Ag ; VF- ; 43 ; Путь худобы ; 3132 
 703 ; Танга ; 1402-1427 ; Великое Княжество Рязанское. Федор Олегович ; Ag ; F-VF ; 31 ; Dadlts ; 2155 
 704 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 29 ; Vaneev ; 1020 
 705 ; Денга. Суздальско-Нижегородское кн-во ; 14в ;  ; Ag ; F-VF ; 21 ; Vaneev ; 707 
 606 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 24 ; leshii40 ; 419 
 607 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 5 ; СЁМА ; 153 
 608 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF+ ; 65 ; V-2 ; 1120 
 609 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 17 ; oleg1129 ; 163 
 610 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 39 ; uporleza ; 521 
 611 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 37 ; Orlov1504 ; 225 
 612 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 16 ; shurik2 ; 204 
 613 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 21 ; double ; 139 
 614 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 21 ; double ; 115 
 615 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF ; 67 ; AKrav ; 363 
 616 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF+/XF- ; 13 ; qver ; 365 
 617 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F+ ; 42 ; Orlov1504 ; 146 
 618 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 13 ; Костян 92 ; 66 
 619 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F+ ; 17 ; sotnik ; 398 
 620 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; VF- ; 35 ; маркелыч ; 203 
 621 ; Полушка ; 1750 ; Орёл 1748 г. ; Cu ; F+ ; 49 ; SSK ; 434 
 622 ; Полушка ; 1770? ; ЕМ ; Cu ; F ; 20 ; никсер ; 139 
 623 ; Полушка (Петров-3р, Ильин-2р) ; 1803 ; ЕМ ; Cu ; F- ; 122 ; Костян 92 ; 18360 
 624 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F+ ; 19 ; acad ; 153 
 625 ; 1/4 копейки ; 1841 ; СМ ; Cu ; F+ ; 13 ; murzic.7 ; 57 
 626 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF ; 33 ; leshii40 ; 506 
 627 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; F+ ; 30 ; калинов мост ; 136 
 628 ; 1/4 копейки ; 1843 ; СМ ; Cu ; F+ ; 11 ; murzic.7 ; 153 
 629 ; 1/4 копейки ; 1844 ; СМ ; Cu ; F-VF ; 16 ; shknikolay ; 179 
 630 ; Полушка ; 1856 ; ЕМ ; Cu ; VF-XF ; 35 ; borisovich ; 1646 
 631 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; AU ; 53 ; V-2 ; 3526 
 632 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; VF- ; 24 ; uporleza ; 928 
 633 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU/XF ; 107 ; V-2 ; 2142 
 634 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 49 ; t_v_v ; 875 
 635 ; 1/4 копейки. В капсуле NGC ; 1910 ; СПБ ; Cu ; MS 62 ; 36 ; 7777777 ; 4194 
 636 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 45 ; Orlov1504 ; 894 
 637 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; F-VF ; 44 ; aureo2 ; 1438 
 638 ; 10 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 19 ; Cruizers ; 204 
 639 ; 10 пенни ; 1912 ; Финляндия ; Cu ; F-VF ; 18 ; yunonik ; 138 
 640 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 19 ; Avdeev13 ; 218 
 641 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 38 ; Kardinal71 ; 929 
 642 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 42 ; Orlov1504 ; 183 
 643 ; 5 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 8 ; AlNikB ; 183 
 644 ; 5 пенни ; 1872 ; Финляндия ; Cu ; VF+ ; 42 ; stas197111 ; 1600 
 645 ; 5 пенни ; 1888 ; Финляндия ; Cu ; F-VF ; 52 ; AlNikB ; 816 
 646 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 11 ; tanker1975 ; 142 
 647 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 40 ; shurik2 ; 459 
 648 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF- ; 16 ; LAB-A ; 153 
 649 ; 1 пенни ; 1866 ; Финляндия ; Cu ; VF-XF ; 31 ; ronen ; 1828 
 650 ; 1 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 38 ; Avdeev13 ; 1958 
 651 ; 1 пенни ; 1874 ; Финляндия ; Cu ; VF ; 17 ; Victory-2001 ; 1273 
 652 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 17 ; Avdeev13 ; 306 
 653 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF+ ; 43 ; Дмитрий475 ; 604 
 654 ; 1 пенни ; 1891 ; Финляндия ; Cu ; VF-XF ; 22 ; Дмитрий475 ; 459 
 655 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF- ; 32 ; Avdeev13 ; 315 
 556 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 13 ; Mozart ; 89 
 557 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 21 ; uporleza ; 216 
 558 ; Копейка ; 1914 ; СПБ ; Cu ; F-VF ; 12 ; Mozart ; 57 
 559 ; Копейка ; 1915 ;  ; Cu ; XF ; 21 ; Markus ; 159 
 560 ; Денга ; 1706 ;  ; Cu ; VG ; 30 ; avdotia4 ; 1360 
 561 ; Денга ; 1731 ;  ; Cu ; F+ ; 23 ; RVS ; 114 
 562 ; Денга ; 1731 ;  ; Cu ; F+ ; 27 ; rom11 ; 185 
 563 ; Денга ; 1734 ;  ; Cu ; VF ; 72 ; Lew ; 3185 
 564 ; Денга ; 1734 ;  ; Cu ; F ; 43 ; SSK ; 503 
 565 ; Денга ; 1735 ;  ; Cu ; F ; 5 ; крым18 ; 55 
 566 ; Денга ; 1737 ;  ; Cu ; F+ ; 19 ; rodric ; 47 
 567 ; Денга ; 1738 ;  ; Cu ; F-VF ; 15 ; stok ; 51 
 568 ; Денга ; 1738 ;  ; Cu ; VF- ; 12 ; Парамоша ; 68 
 569 ; Денга ; 1739 ;  ; Cu ; F+ ; 9 ; Костян 92 ; 57 
 570 ; Денга ; 1743 ;  ; Cu ; F ; 19 ; rirosrob ; 45 
 571 ; Денга ; 1744 ;  ; Cu ; F ; 7 ; бумеранг ; 41 
 572 ; Денга ; 1746 ;  ; Cu ; VG ; 12 ; Костян 92 ; 51 
 573 ; Денга ; 1748 ;  ; Cu ; F+ ; 17 ; rom11 ; 215 
 574 ; Денга ; 1748 ;  ; Cu ; VG ; 6 ; 312 ; 22 
 575 ; Денга ; 1749 ;  ; Cu ; VF- ; 15 ; SSK ; 128 
 576 ; Денга ; 1749 ;  ; Cu ; F+ ; 22 ; Костян 92 ; 57 
 577 ; Денга ; 1749 ;  ; Cu ; F- ; 5 ; крым18 ; 68 
 578 ; Денга ; 1750 ;  ; Cu ; F+ ; 9 ; vizer ; 55 
 579 ; Денга ; 1751 ;  ; Cu ; F+ ; 19 ; SSK ; 68 
 580 ; Денга ; 1754 ;  ; Cu ; F+ ; 26 ; leshii40 ; 194 
 581 ; Денга ; 1760 ;  ; Cu ; F-VF ; 20 ; SSK ; 793 
 582 ; Денга ; 1767 ; ЕМ ; Cu ; F ; 44 ; гоша334 ; 204 
 583 ; Денга ; 1777 ; КМ "Сибирь" ; Cu ; VG ; 11 ; shaxter2015 ; 203 
 584 ; Денга ; 1786 ; ЕМ ; Cu ; F ; 15 ; почтальон ; 527 
 585 ; Денга ; 1791 ; КМ ; Cu ; VF ; 37 ; 125 ; 4085 
 586 ; Денга ; 1795 ; ЕМ ; Cu ; F-VF ; 24 ; Roki ; 1181 
 587 ; Деньга (Петров-1р, Ильин-3р) ; 1797 ; КМ ; Cu ; VG ; 30 ; taa ; 1683 
 588 ; Деньга ; 1798 ; ЕМ ; Cu ; F ; 38 ; STANDART ; 340 
 589 ; Деньга ; 1799 ; ЕМ ; Cu ; VG ; 42 ; ct200h ; 5298 
 590 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 21 ; chapay1959 ; 188 
 591 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 14 ; СЁМА ; 153 
 592 ; 1/2 копейки ; 1842 ; ЕМ ; Cu ; F+ ; 28 ; Дмитрий475 ; 114 
 593 ; 1/2 копейки ; 1843 ; СМ ; Cu ; F+ ; 31 ; СЁМА ; 255 
 594 ; Денежка ; 1850 ; ЕМ ; Cu ; VF- ; 28 ; borisovich ; 1800 
 595 ; Денежка ; 1857 ; ЕМ ; Cu ; F ; 17 ; Orlov1504 ; 106 
 596 ; Денежка ; 1858 ; ЕМ ; Cu ; F+ ; 33 ; Orlov1504 ; 90 
 597 ; Денежка ; 1859 ; ЕМ ; Cu ; F+ ; 12 ; Михалыч57 ; 204 
 598 ; Денежка ; 1860 ; ЕМ ; Cu ; F+ ; 28 ; rirosrob ; 161 
 599 ; Денежка ; 1866 ; ЕМ ; Cu ; F ; 27 ; smirnov1957 ; 2652 
 600 ; 1/2 копейки ; 1878 ; СПБ ; Cu ; VF- ; 77 ; триори ; 2036 
 601 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF+ ; 48 ; 06031983 ; 2853 
 602 ; 1/2 копейки ; 1894 ; СПБ ; Cu ; VF ; 38 ; double ; 1041 
 603 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 22 ; Victory-2001 ; 1010 
 604 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; XF ; 25 ; uporleza ; 578 
 605 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; AU/XF ; 31 ; Vova1950 ; 507 
 506 ; Копейка ; 1837 ; ЕМ НА ; Cu ; VG ; 8 ; Andrei2007 ; 51 
 507 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 7 ; маркелыч ; 355 
 508 ; Копейка ; 1840 ; СПМ ; Cu ; F+ ; 20 ; ☆texas-dv☆ ; 58 
 509 ; Копейка ; 1840 ; СМ ; Cu ; F+ ; 32 ; tanker1975 ; 102 
 510 ; Копейка ; 1841 ; ЕМ ; Cu ; VF+ ; 51 ; double ; 527 
 511 ; Копейка ; 1841 ; ЕМ ; Cu ; VG ; 7 ; ☆texas-dv☆ ; 21 
 512 ; Копейка ; 1843 ; ЕМ ; Cu ; F+ ; 16 ; vizer ; 126 
 513 ; Копейка ; 1844 ; ЕМ ; Cu ; F+ ; 21 ; нионила ; 134 
 514 ; Копейка ; 1853 ; ЕМ ; Cu ; F- ; 33 ; Victory-2001 ; 87 
 515 ; Копейка ; 1856 ; ЕМ ; Cu ; F-VF ; 74 ; Roki ; 632 
 516 ; Копейка ; 1857 ; ЕМ ; Cu ; F-VF ; 19 ; cotaclysm ; 55 
 517 ; Копейка ; 1858 ; ЕМ ; Cu ; VF- ; 22 ; acad ; 678 
 518 ; Копейка ; 1858 ; ЕМ ; Cu ; F- ; 3 ; dgin ; 51 
 519 ; Копейка ; 1859 ; ЕМ Корона шире ; Cu ; F-VF ; 12 ; shaxter2015 ; 27 
 520 ; Копейка ; 1860 ; ЕМ ; Cu ; VF+ ; 45 ; 222211 ; 937 
 521 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 21 ; бумеранг ; 71 
 522 ; Копейка ; 1863 ; ВМ ; Cu ; VF- ; 49 ; leo 2 ; 2256 
 523 ; Копейка ; 1864 ; ВМ ; Cu ; VF- ; 45 ; Димыч ; 3658 
 524 ; Копейка ; 1868 ; ЕМ ; Cu ; F+ ; 3 ; Anatoliy1959 ; 51 
 525 ; Копейка ; 1869 ; ЕМ ; Cu ; F- ; 9 ; Anatoliy1959 ; 51 
 526 ; Копейка ; 1870 ; СПБ ; Cu ; F- ; 34 ; smirnov1957 ; 2193 
 527 ; Копейка ; 1870 ; ЕМ ; Cu ; F+ ; 7 ; vizer ; 51 
 528 ; Копейка ; 1872 ; ЕМ ; Cu ; F ; 3 ; stok ; 51 
 529 ; Копейка ; 1875 ; ЕМ ; Cu ; F ; 9 ; stok ; 55 
 530 ; Копейка ; 1879 ; СПБ ; Cu ; VF- ; 15 ; ДУНКАН МАКЛАУД ; 63 
 531 ; Копейка ; 1882 ; СПБ ; Cu ; VF-XF ; 23 ; leo 2 ; 757 
 532 ; Копейка ; 1883 ; СПБ ; Cu ; F- ; 5 ; ksun ; 62 
 533 ; Копейка ; 1890 ; СПБ ; Cu ; F+ ; 15 ; molodes ; 300 
 534 ; Копейка ; 1891 ; СПБ ; Cu ; F-VF ; 34 ; leshii40 ; 324 
 535 ; Копейка ; 1894 ; СПБ ; Cu ; F+ ; 3 ; Mozart ; 51 
 536 ; Копейка ; 1895 ; СПБ ; Cu ; F+ ; 42 ; uporleza ; 159 
 537 ; Копейка ; 1896 ; СПБ ; Cu ; VF- ; 52 ; маркелыч ; 816 
 538 ; Копейка ; 1897 ; СПБ ; Cu ; VF ; 19 ; V-2 ; 833 
 539 ; Копейка ; 1897 ; СПБ ; Cu ; F+ ; 3 ; pavlovich11111 ; 51 
 540 ; Копейка ; 1898 ; СПБ ; Cu ; VF-XF ; 11 ; маркелыч ; 306 
 541 ; Копейка ; 1899 ; СПБ ; Cu ; VF+ ; 24 ; vasilka ; 143 
 542 ; Копейка ; 1900 ; СПБ ; Cu ; F-VF ; 13 ; слоник ; 357 
 543 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 46 ; tanker1975 ; 92 
 544 ; Копейка ; 1902 ; СПБ ; Cu ; VF- ; 39 ; SSK ; 1541 
 545 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 6 ; слоник ; 92 
 546 ; Копейка ; 1904 ; СПБ ; Cu ; VF ; 13 ; oleg1129 ; 164 
 547 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 34 ; Mozart ; 51 
 548 ; Копейка ; 1906 ; СПБ ; Cu ; F+ ; 8 ; слоник ; 79 
 549 ; Копейка ; 1907 ; СПБ ; Cu ; F-VF ; 21 ; слоник ; 249 
 550 ; Копейка ; 1908 ; СПБ ; Cu ; VF-XF ; 20 ; слоник ; 159 
 551 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 15 ; слоник ; 150 
 552 ; Копейка ; 1910 ; СПБ ; Cu ; VF- ; 12 ; Mozart ; 126 
 553 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 24 ; Markus ; 85 
 554 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 29 ; qver ; 303 
 555 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 13 ; oleg1129 ; 159 
 456 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF+ ; 49 ; 222211 ; 1746 
 457 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F+ ; 13 ; SSK ; 438 
 458 ; 2 копейки ; 1872 ; ЕМ ; Cu ; F+ ; 38 ; SSK ; 308 
 459 ; 2 копейки ; 1875 ; ЕМ ; Cu ; F ; 11 ; rodric ; 28 
 460 ; 2 копейки ; 1876 ; СПБ ; Cu ; VF-XF ; 60 ; ct200h ; 3011 
 461 ; 2 копейки ; 1886 ; СПБ ; Cu ; VF-XF ; 48 ; sdv75-2010 ; 7758 
 462 ; 2 копейки ; 1893 ; СПБ ; Cu ; F ; 15 ; rodric ; 44 
 463 ; 2 копейки ; 1894 ; СПБ ; Cu ; VF- ; 36 ; igor26 ; 159 
 464 ; 2 копейки ; 1895 ; СПБ ; Cu ; VF-XF ; 45 ; V-2 ; 3415 
 465 ; 2 копейки ; 1897 ; СПБ ; Cu ; F ; 8 ; ksun ; 365 
 466 ; 2 копейки ; 1903 ; СПБ ; Cu ; F-VF ; 48 ; EAL34 ; 101 
 467 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 26 ; BohUm ; 1173 
 468 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 16 ; imi ; 79 
 469 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF ; 15 ; Парамоша ; 91 
 470 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 23 ; vasilka ; 155 
 471 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F- ; 44 ; маркелыч ; 4233 
 472 ; Копейка ; 1712 ; ·Б·К· ; Cu ; F+ ; 43 ; игорь 222 ; 3388 
 473 ; Копейка ; 1758 ;  ; Cu ; F- ; 17 ; Orlov1504 ; 120 
 474 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 22 ; Iskatel ; 1128 
 475 ; Копейка. Перечекан с 1 эре. Швеция ; 1763-1796 ;  ; Cu ; VG ; 27 ; dream ; 2984 
 476 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; F ; 38 ; 45b00f ; 1020 
 477 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 29 ; калинов мост ; 969 
 478 ; Копейка ; 1790 ; ЕМ ; Cu ; F ; 31 ; SSK ; 258 
 479 ; Копейка ; 1796 ; ЕМ ; Cu ; F-VF ; 39 ; chapay1959 ; 920 
 480 ; Копейка ; 1797 ; АМ ; Cu ; VG ; 26 ; ГдРъ ; 510 
 481 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 23 ; Orlov1504 ; 203 
 482 ; Копейка ; 1798 ; ЕМ ; Cu ; VG ; 12 ; Rober ; 72 
 483 ; Копейка (Петров-1,5р, Ильин-3р) ; 1798 ; КМ ; Cu ; F+ ; 62 ; SSK ; 4684 
 484 ; Копейка ; 1799 ; ЕМ ; Cu ; F- ; 7 ; shaxter2015 ; 113 
 485 ; Копейка (Петров-1,5р, Ильин-4р) ; 1799 ; КМ ; Cu ; VG/G ; 43 ; ct200h ; 6120 
 486 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 42 ; SSK ; 211 
 487 ; Копейка ; 1800 ; ЕМ ; Cu ; F- ; 36 ; Парамоша ; 123 
 488 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 18 ; borisovich ; 317 
 489 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 36 ; DIMA 57 ; 188 
 490 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 17 ; Victory-2001 ; 143 
 491 ; Копейка ; 1801 ; ЕМ ; Cu ; F- ; 12 ; pavlovich11111 ; 104 
 492 ; Копейка (Петров-2,5р, Ильин-3р) ; 1814 ; КМ АМ ; Cu ; VG ; 57 ; gandy ; 2210 
 493 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F ; 22 ; Михалыч57 ; 263 
 494 ; Копейка ; 1819 ; КМ АД ; Cu ; F ; 17 ; Victory-2001 ; 164 
 495 ; Копейка ; 1820 ; КМ АД ; Cu ; F ; 13 ; SSK ; 363 
 496 ; Копейка ; 1821 ; КМ АМ ; Cu ; VG ; 8 ; почтальон ; 261 
 497 ; Копейка ; 1825 ; ЕМ ИК ; Cu ; VG ; 55 ; Костян 92 ; 1583 
 498 ; Копейка ; 1828 ; ЕМ ИК ; Cu ; F+ ; 8 ; gandy ; 265 
 499 ; Копейка ; 1828 ; КМ АМ ; Cu ; F- ; 7 ; wolikaz ; 62 
 500 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; VG ; 8 ; 312 ; 21 
 501 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VF ; 31 ; borisovich ; 294 
 502 ; Копейка. Деформация ; 1831 ; СМ ; Cu ; VG ; 16 ; zemlyk2014 ; 51 
 503 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 33 ; триори ; 681 
 504 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 30 ; Дмитрий475 ; 180 
